,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61,K_62,K_63,K_64,K_65,K_66,K_67,K_68,K_69,K_70,K_71,K_72,K_73,K_74,K_75,K_76,K_77,K_78,K_79,K_80,K_81,K_82
ProximalPhalanxOutlineCorrect,50words,Phoneme,WordsSynonyms,ShapesAll,FaceAll,InsectWingbeatSound,FacesUCR,Cricket_Y,MedicalImages,Cricket_X,InlineSkate,Cricket_Z,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,UWaveGestureLibraryAll,ElectricDevices,uWaveGestureLibrary_Z,Lighting7,MALLAT,ProximalPhalanxTW,Adiac,ECG5000,Beef,CinC_ECG_torso,ScreenType,Two_Patterns,LargeKitchenAppliances,synthetic_control,Meat,MiddlePhalanxTW,Worms,Symbols,ChlorineConcentration,OliveOil,CBF,ProximalPhalanxOutlineAgeGroup,SmallKitchenAppliances,Computers,WormsTwoClass,ItalyPowerDemand,ECGFiveDays,PhalangesOutlinesCorrect,ArrowHead,Ham,FordA,Strawberry,RefrigerationDevices,Trace,MiddlePhalanxOutlineAgeGroup,SonyAIBORobotSurfaceII,MoteStrain,TwoLeadECG,FordB,ToeSegmentation1,DistalPhalanxTW,Coffee,Lighting2,SonyAIBORobotSurface,MiddlePhalanxOutlineCorrect,ECG200,Wine,wafer,ToeSegmentation2,Gun_Point,DistalPhalanxOutlineAgeGroup,OSULeaf,Earthquakes,SwedishLeaf,HandOutlines,DistalPhalanxOutlineCorrect,ShapeletSim,Car,yoga,BirdChicken,BeetleFly,DiatomSizeReduction,Plane,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring
ProximalPhalanxTW,50words,Phoneme,WordsSynonyms,ShapesAll,FaceAll,FacesUCR,Cricket_Y,Cricket_X,InsectWingbeatSound,MedicalImages,Cricket_Z,MALLAT,uWaveGestureLibrary_X,InlineSkate,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,ElectricDevices,uWaveGestureLibrary_Y,Lighting7,Adiac,Two_Patterns,CinC_ECG_torso,ECG5000,synthetic_control,OliveOil,Worms,LargeKitchenAppliances,Beef,ScreenType,MiddlePhalanxTW,Symbols,Meat,SmallKitchenAppliances,ChlorineConcentration,CBF,ProximalPhalanxOutlineAgeGroup,Trace,FordA,ECGFiveDays,RefrigerationDevices,Computers,ItalyPowerDemand,WormsTwoClass,Lighting2,Strawberry,TwoLeadECG,Gun_Point,FordB,Ham,ArrowHead,MiddlePhalanxOutlineAgeGroup,ECG200,SonyAIBORobotSurface,SonyAIBORobotSurfaceII,ToeSegmentation1,ProximalPhalanxOutlineCorrect,ToeSegmentation2,DistalPhalanxTW,OSULeaf,MoteStrain,wafer,Coffee,PhalangesOutlinesCorrect,MiddlePhalanxOutlineCorrect,DistalPhalanxOutlineAgeGroup,Wine,SwedishLeaf,Earthquakes,ShapeletSim,HandOutlines,DistalPhalanxOutlineCorrect,yoga,BeetleFly,BirdChicken,Car,DiatomSizeReduction,Plane,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring
RefrigerationDevices,ShapesAll,Phoneme,50words,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,WordsSynonyms,Adiac,Cricket_Z,Cricket_Y,Cricket_X,uWaveGestureLibrary_Z,FaceAll,InsectWingbeatSound,UWaveGestureLibraryAll,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,MedicalImages,SwedishLeaf,ElectricDevices,InlineSkate,Plane,FacesUCR,synthetic_control,MALLAT,Trace,Lighting7,Worms,Two_Patterns,ProximalPhalanxTW,DistalPhalanxTW,MiddlePhalanxTW,Symbols,CinC_ECG_torso,OSULeaf,FaceFour,SonyAIBORobotSurface,ECG200,ECG5000,FordB,TwoLeadECG,OliveOil,DistalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineAgeGroup,MoteStrain,CBF,yoga,ShapeletSim,ItalyPowerDemand,ECGFiveDays,ToeSegmentation2,FordA,ToeSegmentation1,ChlorineConcentration,Car,FISH,BirdChicken,wafer,DistalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,MiddlePhalanxOutlineCorrect,DiatomSizeReduction,Ham,BeetleFly,ProximalPhalanxOutlineCorrect,Beef,Gun_Point,Lighting2,Earthquakes,Strawberry,Meat,WormsTwoClass,ArrowHead,Herring,Coffee,Wine,Haptics,HandOutlines,ScreenType,LargeKitchenAppliances,Computers
ScreenType,50words,Phoneme,WordsSynonyms,ShapesAll,FaceAll,Cricket_X,MedicalImages,Cricket_Y,Cricket_Z,InsectWingbeatSound,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,MALLAT,Lighting7,FacesUCR,InlineSkate,MiddlePhalanxTW,ElectricDevices,uWaveGestureLibrary_X,ProximalPhalanxTW,DistalPhalanxTW,uWaveGestureLibrary_Y,Two_Patterns,Adiac,CinC_ECG_torso,Worms,ChlorineConcentration,synthetic_control,OliveOil,MiddlePhalanxOutlineAgeGroup,Symbols,ProximalPhalanxOutlineAgeGroup,CBF,ECG5000,DistalPhalanxOutlineAgeGroup,Lighting2,PhalangesOutlinesCorrect,Trace,FordB,MiddlePhalanxOutlineCorrect,TwoLeadECG,FordA,Ham,ProximalPhalanxOutlineCorrect,ECG200,SonyAIBORobotSurface,DistalPhalanxOutlineCorrect,SonyAIBORobotSurfaceII,Gun_Point,OSULeaf,ItalyPowerDemand,Beef,Strawberry,Meat,ECGFiveDays,ToeSegmentation2,MoteStrain,WormsTwoClass,SwedishLeaf,ToeSegmentation1,wafer,Earthquakes,ShapeletSim,ArrowHead,yoga,BirdChicken,BeetleFly,Car,Coffee,Wine,DiatomSizeReduction,Plane,HandOutlines,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring,FaceFour,LargeKitchenAppliances,Computers,SmallKitchenAppliances
ShapeletSim,ShapesAll,Adiac,Phoneme,SwedishLeaf,Cricket_Y,Cricket_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,InlineSkate,Cricket_X,ElectricDevices,uWaveGestureLibrary_X,InsectWingbeatSound,NonInvasiveFatalECG_Thorax2,Two_Patterns,OSULeaf,Symbols,FISH,uWaveGestureLibrary_Y,FaceAll,NonInvasiveFatalECG_Thorax1,Plane,DistalPhalanxTW,synthetic_control,Car,CinC_ECG_torso,Worms,DiatomSizeReduction,50words,LargeKitchenAppliances,SmallKitchenAppliances,MedicalImages,TwoLeadECG,Trace,ECG200,SonyAIBORobotSurface,ToeSegmentation2,ScreenType,WordsSynonyms,yoga,FacesUCR,RefrigerationDevices,ECGFiveDays,MiddlePhalanxTW,ProximalPhalanxTW,ToeSegmentation1,ItalyPowerDemand,ECG5000,FaceFour,Lighting7,BirdChicken,DistalPhalanxOutlineAgeGroup,BeetleFly,Herring,Computers,SonyAIBORobotSurfaceII,MoteStrain,Earthquakes,wafer,MiddlePhalanxOutlineAgeGroup,Haptics,DistalPhalanxOutlineCorrect,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,CBF,Ham,MALLAT,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OliveOil,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine,HandOutlines,FordB
ShapesAll,Phoneme,Adiac,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Cricket_Y,SwedishLeaf,Cricket_Z,Cricket_X,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,Plane,InlineSkate,uWaveGestureLibrary_X,ElectricDevices,InsectWingbeatSound,uWaveGestureLibrary_Y,FISH,Symbols,OSULeaf,50words,Two_Patterns,Trace,FaceAll,synthetic_control,Worms,DistalPhalanxTW,FaceFour,SmallKitchenAppliances,MedicalImages,WordsSynonyms,CinC_ECG_torso,Car,DiatomSizeReduction,LargeKitchenAppliances,FordB,TwoLeadECG,ECG200,SonyAIBORobotSurface,FacesUCR,MiddlePhalanxTW,ProximalPhalanxTW,FordA,Lighting7,ScreenType,RefrigerationDevices,ToeSegmentation2,ShapeletSim,ToeSegmentation1,ECGFiveDays,MoteStrain,yoga,ItalyPowerDemand,ECG5000,SonyAIBORobotSurfaceII,DistalPhalanxOutlineAgeGroup,Computers,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,wafer,DistalPhalanxOutlineCorrect,CBF,MALLAT,Ham,Haptics,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OliveOil,Gun_Point,Strawberry,Meat,Beef,WormsTwoClass,ArrowHead,Coffee,Wine,HandOutlines,Herring,BirdChicken,BeetleFly
SmallKitchenAppliances,ShapesAll,Phoneme,50words,Adiac,WordsSynonyms,InsectWingbeatSound,Cricket_Y,Cricket_X,FaceAll,Cricket_Z,MedicalImages,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_X,InlineSkate,ElectricDevices,uWaveGestureLibrary_Y,Lighting7,MiddlePhalanxTW,SwedishLeaf,DistalPhalanxTW,ProximalPhalanxTW,synthetic_control,Symbols,FacesUCR,MALLAT,Two_Patterns,OSULeaf,Worms,CinC_ECG_torso,MiddlePhalanxOutlineAgeGroup,Trace,DistalPhalanxOutlineAgeGroup,ChlorineConcentration,SonyAIBORobotSurface,ProximalPhalanxOutlineAgeGroup,Car,ECG200,CBF,FordB,TwoLeadECG,SonyAIBORobotSurfaceII,DiatomSizeReduction,ECG5000,DistalPhalanxOutlineCorrect,FISH,Ham,ItalyPowerDemand,MiddlePhalanxOutlineCorrect,ECGFiveDays,FordA,MoteStrain,OliveOil,Lighting2,ShapeletSim,ToeSegmentation1,yoga,PhalangesOutlinesCorrect,ToeSegmentation2,ProximalPhalanxOutlineCorrect,Earthquakes,BirdChicken,wafer,Plane,BeetleFly,Gun_Point,Strawberry,Meat,Herring,Haptics,WormsTwoClass,Beef,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,ArrowHead,Coffee,FaceFour,Wine,HandOutlines,ScreenType,LargeKitchenAppliances,Computers
SonyAIBORobotSurface,ShapesAll,Phoneme,50words,Cricket_Z,Cricket_X,Cricket_Y,InsectWingbeatSound,FaceAll,WordsSynonyms,Adiac,uWaveGestureLibrary_X,MedicalImages,UWaveGestureLibraryAll,InlineSkate,ElectricDevices,uWaveGestureLibrary_Z,uWaveGestureLibrary_Y,DistalPhalanxTW,MiddlePhalanxTW,Lighting7,Trace,ProximalPhalanxTW,synthetic_control,Two_Patterns,LargeKitchenAppliances,SmallKitchenAppliances,ScreenType,FacesUCR,CinC_ECG_torso,DistalPhalanxOutlineAgeGroup,Symbols,Worms,MiddlePhalanxOutlineAgeGroup,MALLAT,ChlorineConcentration,ECG5000,FordA,ToeSegmentation1,ECGFiveDays,MoteStrain,ItalyPowerDemand,SwedishLeaf,Computers,ProximalPhalanxOutlineAgeGroup,ToeSegmentation2,RefrigerationDevices,CBF,TwoLeadECG,FordB,DistalPhalanxOutlineCorrect,yoga,ShapeletSim,Ham,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineCorrect,OSULeaf,ECG200,Lighting2,BirdChicken,BeetleFly,PhalangesOutlinesCorrect,wafer,OliveOil,ProximalPhalanxOutlineCorrect,Earthquakes,Car,DiatomSizeReduction,Plane,Gun_Point,FISH,Strawberry,Haptics,WormsTwoClass,Herring,Meat,NonInvasiveFatalECG_Thorax2,Beef,NonInvasiveFatalECG_Thorax1,ArrowHead,FaceFour,Coffee,Wine
SonyAIBORobotSurfaceII,ShapesAll,Phoneme,50words,Adiac,WordsSynonyms,Cricket_Z,Cricket_Y,InsectWingbeatSound,Cricket_X,FaceAll,InlineSkate,UWaveGestureLibraryAll,uWaveGestureLibrary_X,ElectricDevices,uWaveGestureLibrary_Z,uWaveGestureLibrary_Y,MedicalImages,DistalPhalanxTW,FacesUCR,Two_Patterns,Lighting7,ProximalPhalanxTW,MiddlePhalanxTW,CinC_ECG_torso,synthetic_control,LargeKitchenAppliances,MALLAT,ScreenType,Worms,SwedishLeaf,Symbols,SmallKitchenAppliances,Trace,ECG5000,DistalPhalanxOutlineAgeGroup,OSULeaf,FordA,ECGFiveDays,ItalyPowerDemand,ToeSegmentation1,TwoLeadECG,FordB,Computers,ToeSegmentation2,RefrigerationDevices,MiddlePhalanxOutlineAgeGroup,yoga,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,CBF,MoteStrain,Car,DistalPhalanxOutlineCorrect,OliveOil,DiatomSizeReduction,ShapeletSim,SonyAIBORobotSurface,ECG200,wafer,BirdChicken,Lighting2,PhalangesOutlinesCorrect,MiddlePhalanxOutlineCorrect,Ham,ProximalPhalanxOutlineCorrect,BeetleFly,Plane,Gun_Point,Beef,Earthquakes,FISH,Meat,Strawberry,WormsTwoClass,ArrowHead,Haptics,Coffee,Wine,HandOutlines,Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
Strawberry,Wine,50words,WordsSynonyms,Phoneme,ShapesAll,FacesUCR,FaceAll,InsectWingbeatSound,MedicalImages,Cricket_X,Cricket_Y,Lighting7,Cricket_Z,uWaveGestureLibrary_X,ProximalPhalanxTW,uWaveGestureLibrary_Y,MiddlePhalanxTW,InlineSkate,UWaveGestureLibraryAll,ElectricDevices,MALLAT,uWaveGestureLibrary_Z,Beef,DistalPhalanxTW,Adiac,synthetic_control,Meat,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,ECG5000,DistalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,OliveOil,Worms,CBF,ScreenType,CinC_ECG_torso,ArrowHead,Two_Patterns,LargeKitchenAppliances,Symbols,Ham,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,DistalPhalanxOutlineCorrect,ProximalPhalanxOutlineCorrect,RefrigerationDevices,Computers,WormsTwoClass,Coffee,SmallKitchenAppliances,Trace,ItalyPowerDemand,ECGFiveDays,SonyAIBORobotSurfaceII,Gun_Point,FordA,MoteStrain,ToeSegmentation1,FordB,TwoLeadECG,HandOutlines,Earthquakes,SwedishLeaf,ECG200,SonyAIBORobotSurface,OSULeaf,ToeSegmentation2,ShapeletSim,wafer,Car,yoga,DiatomSizeReduction,BirdChicken,BeetleFly,Plane,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring
SwedishLeaf,ShapesAll,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Adiac,Phoneme,Cricket_Z,Cricket_Y,Plane,Cricket_X,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,OSULeaf,Trace,uWaveGestureLibrary_Y,synthetic_control,FISH,FaceFour,ElectricDevices,uWaveGestureLibrary_X,InlineSkate,Symbols,Car,DiatomSizeReduction,Worms,InsectWingbeatSound,SmallKitchenAppliances,yoga,FaceAll,BirdChicken,ShapeletSim,BeetleFly,SonyAIBORobotSurface,DistalPhalanxTW,CinC_ECG_torso,ECG200,FacesUCR,ToeSegmentation2,ToeSegmentation1,FordB,TwoLeadECG,LargeKitchenAppliances,MoteStrain,RefrigerationDevices,MedicalImages,FordA,SonyAIBORobotSurfaceII,Herring,wafer,50words,ScreenType,ECGFiveDays,ItalyPowerDemand,MiddlePhalanxTW,ECG5000,ProximalPhalanxTW,WordsSynonyms,Haptics,Earthquakes,Lighting7,DistalPhalanxOutlineAgeGroup,Computers,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,Ham,MiddlePhalanxOutlineCorrect,Lighting2,MALLAT,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OliveOil,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine,HandOutlines,Two_Patterns
Symbols,ShapesAll,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Phoneme,Adiac,Cricket_Z,50words,Cricket_Y,Cricket_X,uWaveGestureLibrary_Z,WordsSynonyms,UWaveGestureLibraryAll,SwedishLeaf,Plane,uWaveGestureLibrary_X,InsectWingbeatSound,uWaveGestureLibrary_Y,FaceAll,ElectricDevices,synthetic_control,Trace,InlineSkate,MedicalImages,OSULeaf,Worms,FacesUCR,FaceFour,DistalPhalanxTW,Two_Patterns,Lighting7,SmallKitchenAppliances,ProximalPhalanxTW,MiddlePhalanxTW,CinC_ECG_torso,Car,yoga,MALLAT,LargeKitchenAppliances,ShapeletSim,SonyAIBORobotSurface,ECG200,DiatomSizeReduction,ToeSegmentation1,ScreenType,MoteStrain,BirdChicken,ToeSegmentation2,FordB,TwoLeadECG,SonyAIBORobotSurfaceII,BeetleFly,DistalPhalanxOutlineAgeGroup,FISH,RefrigerationDevices,ECG5000,FordA,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ECGFiveDays,ItalyPowerDemand,wafer,ProximalPhalanxOutlineAgeGroup,Computers,CBF,DistalPhalanxOutlineCorrect,OliveOil,Ham,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Earthquakes,Haptics,Gun_Point,Strawberry,Herring,Meat,Beef,WormsTwoClass,ArrowHead,Coffee,Wine
ToeSegmentation1,ShapesAll,Adiac,Phoneme,50words,Cricket_Y,SwedishLeaf,WordsSynonyms,Cricket_X,Cricket_Z,uWaveGestureLibrary_Z,InsectWingbeatSound,UWaveGestureLibraryAll,FaceAll,MedicalImages,uWaveGestureLibrary_X,InlineSkate,OSULeaf,uWaveGestureLibrary_Y,Symbols,FISH,ElectricDevices,Two_Patterns,Lighting7,synthetic_control,Car,MiddlePhalanxTW,DistalPhalanxTW,ProximalPhalanxTW,Worms,Trace,DiatomSizeReduction,MALLAT,FacesUCR,CinC_ECG_torso,SonyAIBORobotSurface,SmallKitchenAppliances,ECG200,TwoLeadECG,FordB,RefrigerationDevices,MiddlePhalanxOutlineAgeGroup,ECG5000,ScreenType,SonyAIBORobotSurfaceII,ChlorineConcentration,LargeKitchenAppliances,ShapeletSim,Plane,DistalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,FordA,ItalyPowerDemand,CBF,BeetleFly,ECGFiveDays,MoteStrain,BirdChicken,ToeSegmentation2,DistalPhalanxOutlineCorrect,OliveOil,Herring,Earthquakes,Ham,Computers,MiddlePhalanxOutlineCorrect,Lighting2,yoga,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Haptics,Gun_Point,wafer,NonInvasiveFatalECG_Thorax2,Strawberry,FaceFour,Beef,Meat,WormsTwoClass,NonInvasiveFatalECG_Thorax1,ArrowHead,Coffee,Wine
ToeSegmentation2,ShapesAll,Adiac,Phoneme,50words,Cricket_Y,SwedishLeaf,Cricket_Z,Cricket_X,WordsSynonyms,InsectWingbeatSound,uWaveGestureLibrary_Z,FaceAll,UWaveGestureLibraryAll,uWaveGestureLibrary_X,MedicalImages,uWaveGestureLibrary_Y,InlineSkate,ElectricDevices,FISH,OSULeaf,Symbols,synthetic_control,Trace,Lighting7,DistalPhalanxTW,MiddlePhalanxTW,ProximalPhalanxTW,Worms,Two_Patterns,Car,FacesUCR,DiatomSizeReduction,Plane,CinC_ECG_torso,MALLAT,ScreenType,SmallKitchenAppliances,SonyAIBORobotSurface,ECG200,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,RefrigerationDevices,LargeKitchenAppliances,NonInvasiveFatalECG_Thorax2,ChlorineConcentration,FordB,TwoLeadECG,MoteStrain,SonyAIBORobotSurfaceII,ShapeletSim,ProximalPhalanxOutlineAgeGroup,BeetleFly,BirdChicken,CBF,ECG5000,Computers,ItalyPowerDemand,DistalPhalanxOutlineCorrect,ECGFiveDays,Earthquakes,FordA,ToeSegmentation1,Ham,NonInvasiveFatalECG_Thorax1,Herring,MiddlePhalanxOutlineCorrect,Lighting2,FaceFour,OliveOil,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Haptics,Gun_Point,wafer,yoga,Strawberry,Meat,WormsTwoClass,Beef,ArrowHead,Coffee,Wine
Trace,ShapesAll,Adiac,Phoneme,Cricket_Y,UWaveGestureLibraryAll,SwedishLeaf,Cricket_Z,uWaveGestureLibrary_Z,InlineSkate,ElectricDevices,InsectWingbeatSound,Cricket_X,Two_Patterns,uWaveGestureLibrary_X,OSULeaf,FaceAll,uWaveGestureLibrary_Y,Symbols,DistalPhalanxTW,50words,Car,CinC_ECG_torso,DiatomSizeReduction,synthetic_control,LargeKitchenAppliances,MedicalImages,Worms,TwoLeadECG,FISH,FordB,SmallKitchenAppliances,WordsSynonyms,FordA,ToeSegmentation2,yoga,ScreenType,ECG200,SonyAIBORobotSurface,ECGFiveDays,MiddlePhalanxTW,ProximalPhalanxTW,ItalyPowerDemand,FacesUCR,RefrigerationDevices,Lighting7,ECG5000,ToeSegmentation1,DistalPhalanxOutlineAgeGroup,ShapeletSim,Plane,Computers,BirdChicken,wafer,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,ChlorineConcentration,Haptics,Earthquakes,CBF,Herring,BeetleFly,MoteStrain,MALLAT,Ham,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OliveOil,NonInvasiveFatalECG_Thorax2,Gun_Point,Strawberry,NonInvasiveFatalECG_Thorax1,FaceFour,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine
TwoLeadECG,ShapesAll,50words,Phoneme,InsectWingbeatSound,WordsSynonyms,Cricket_X,FaceAll,Cricket_Y,Cricket_Z,MedicalImages,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,InlineSkate,ElectricDevices,MiddlePhalanxTW,Lighting7,DistalPhalanxTW,ProximalPhalanxTW,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,Trace,Adiac,synthetic_control,MALLAT,FacesUCR,ScreenType,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,ChlorineConcentration,LargeKitchenAppliances,ProximalPhalanxOutlineAgeGroup,CinC_ECG_torso,Worms,Symbols,CBF,MoteStrain,Computers,SmallKitchenAppliances,SonyAIBORobotSurfaceII,ECG5000,DistalPhalanxOutlineCorrect,Ham,RefrigerationDevices,MiddlePhalanxOutlineCorrect,SonyAIBORobotSurface,ToeSegmentation1,OliveOil,ItalyPowerDemand,ECGFiveDays,Lighting2,PhalangesOutlinesCorrect,ShapeletSim,ProximalPhalanxOutlineCorrect,Two_Patterns,ECG200,FordA,Earthquakes,BeetleFly,ToeSegmentation2,OSULeaf,BirdChicken,SwedishLeaf,Gun_Point,yoga,wafer,Strawberry,Car,DiatomSizeReduction,WormsTwoClass,Meat,Plane,FordB,FISH,Beef,Haptics,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Herring,ArrowHead,Coffee,Wine,FaceFour
Two_Patterns,ShapesAll,50words,Phoneme,WordsSynonyms,InsectWingbeatSound,Cricket_X,FaceAll,Cricket_Y,MedicalImages,Cricket_Z,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,Lighting7,MiddlePhalanxTW,ProximalPhalanxTW,InlineSkate,ElectricDevices,DistalPhalanxTW,uWaveGestureLibrary_Z,Adiac,UWaveGestureLibraryAll,MALLAT,synthetic_control,Trace,FacesUCR,MiddlePhalanxOutlineAgeGroup,ScreenType,ChlorineConcentration,DistalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,Worms,CinC_ECG_torso,Symbols,SonyAIBORobotSurfaceII,DistalPhalanxOutlineCorrect,LargeKitchenAppliances,Ham,Computers,MoteStrain,SonyAIBORobotSurface,MiddlePhalanxOutlineCorrect,ECG5000,RefrigerationDevices,OliveOil,Lighting2,SmallKitchenAppliances,PhalangesOutlinesCorrect,ECG200,ProximalPhalanxOutlineCorrect,ToeSegmentation1,ItalyPowerDemand,ECGFiveDays,ShapeletSim,OSULeaf,Earthquakes,Gun_Point,BeetleFly,BirdChicken,FordA,ToeSegmentation2,FordB,Strawberry,wafer,yoga,TwoLeadECG,Meat,WormsTwoClass,Car,DiatomSizeReduction,Plane,FISH,Beef,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,ArrowHead,Coffee,Herring,Wine,FaceFour,HandOutlines,SwedishLeaf
UWaveGestureLibraryAll,ShapesAll,Phoneme,50words,Adiac,WordsSynonyms,InsectWingbeatSound,Cricket_X,Cricket_Y,FaceAll,Cricket_Z,MedicalImages,uWaveGestureLibrary_X,InlineSkate,uWaveGestureLibrary_Z,uWaveGestureLibrary_Y,ElectricDevices,Lighting7,MiddlePhalanxTW,DistalPhalanxTW,ProximalPhalanxTW,FacesUCR,synthetic_control,Trace,MALLAT,SwedishLeaf,Symbols,Worms,ScreenType,CinC_ECG_torso,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,ChlorineConcentration,LargeKitchenAppliances,Two_Patterns,ProximalPhalanxOutlineAgeGroup,SmallKitchenAppliances,OSULeaf,CBF,ECG5000,SonyAIBORobotSurfaceII,RefrigerationDevices,Computers,DistalPhalanxOutlineCorrect,MoteStrain,Ham,SonyAIBORobotSurface,MiddlePhalanxOutlineCorrect,ECG200,OliveOil,ItalyPowerDemand,ECGFiveDays,Lighting2,Car,ShapeletSim,ToeSegmentation1,FordA,FordB,TwoLeadECG,DiatomSizeReduction,ToeSegmentation2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,FISH,Earthquakes,BeetleFly,BirdChicken,yoga,wafer,Gun_Point,Plane,Strawberry,Meat,WormsTwoClass,Beef,Herring,Haptics,ArrowHead,NonInvasiveFatalECG_Thorax2,Coffee,Wine,HandOutlines,NonInvasiveFatalECG_Thorax1
