,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61,K_62,K_63,K_64,K_65,K_66,K_67,K_68,K_69,K_70,K_71,K_72,K_73,K_74,K_75,K_76,K_77,K_78,K_79,K_80,K_81,K_82
FordA,Phoneme,UWaveGestureLibraryAll,Cricket_X,Two_Patterns,DistalPhalanxTW,ItalyPowerDemand,LargeKitchenAppliances,InlineSkate,Cricket_Z,uWaveGestureLibrary_Z,ECGFiveDays,SmallKitchenAppliances,TwoLeadECG,Worms,Symbols,Cricket_Y,ElectricDevices,ECG5000,uWaveGestureLibrary_X,ToeSegmentation2,ECG200,ShapesAll,CinC_ECG_torso,FaceAll,uWaveGestureLibrary_Y,RefrigerationDevices,FacesUCR,OSULeaf,ToeSegmentation1,InsectWingbeatSound,DistalPhalanxOutlineAgeGroup,ScreenType,Computers,SonyAIBORobotSurface,MiddlePhalanxTW,Lighting7,ProximalPhalanxTW,MedicalImages,DistalPhalanxOutlineCorrect,MoteStrain,SonyAIBORobotSurfaceII,ProximalPhalanxOutlineAgeGroup,synthetic_control,CBF,Earthquakes,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,MiddlePhalanxOutlineCorrect,Ham,WordsSynonyms,Trace,Lighting2,50words,BeetleFly,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,MALLAT,BirdChicken,OliveOil,Adiac,Gun_Point,Strawberry,wafer,yoga,WormsTwoClass,Plane,SwedishLeaf,Meat,DiatomSizeReduction,Car,Beef,Haptics,FISH,ArrowHead,Coffee,Wine,Herring,HandOutlines,NonInvasiveFatalECG_Thorax2,FaceFour,NonInvasiveFatalECG_Thorax1,FordB
FordB,Cricket_Y,Worms,Phoneme,Cricket_Z,TwoLeadECG,ECG200,uWaveGestureLibrary_Z,Two_Patterns,UWaveGestureLibraryAll,Cricket_X,ItalyPowerDemand,ECGFiveDays,CinC_ECG_torso,SmallKitchenAppliances,Symbols,ElectricDevices,ECG5000,OSULeaf,ToeSegmentation2,InlineSkate,ShapesAll,LargeKitchenAppliances,DistalPhalanxTW,SonyAIBORobotSurface,uWaveGestureLibrary_Y,RefrigerationDevices,uWaveGestureLibrary_X,FacesUCR,FaceAll,ToeSegmentation1,InsectWingbeatSound,DistalPhalanxOutlineAgeGroup,Computers,ScreenType,SonyAIBORobotSurfaceII,synthetic_control,Lighting7,ProximalPhalanxTW,DistalPhalanxOutlineCorrect,MoteStrain,MiddlePhalanxTW,MedicalImages,Trace,ProximalPhalanxOutlineAgeGroup,CBF,Earthquakes,MiddlePhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,Ham,ChlorineConcentration,BeetleFly,Lighting2,50words,BirdChicken,WordsSynonyms,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,Adiac,MALLAT,Gun_Point,OliveOil,wafer,yoga,Strawberry,Plane,SwedishLeaf,WormsTwoClass,DiatomSizeReduction,Car,Meat,Haptics,FISH,Beef,Herring,ArrowHead,Coffee,Wine,NonInvasiveFatalECG_Thorax2,HandOutlines,FaceFour,NonInvasiveFatalECG_Thorax1,FordA
Gun_Point,MALLAT,50words,WordsSynonyms,FacesUCR,Phoneme,OliveOil,ProximalPhalanxOutlineAgeGroup,ShapesAll,Worms,MedicalImages,FaceAll,CBF,ProximalPhalanxOutlineCorrect,Lighting7,CinC_ECG_torso,ProximalPhalanxTW,uWaveGestureLibrary_Z,MiddlePhalanxTW,DistalPhalanxTW,Strawberry,UWaveGestureLibraryAll,PhalangesOutlinesCorrect,Cricket_Z,Lighting2,Cricket_X,ElectricDevices,wafer,uWaveGestureLibrary_X,InsectWingbeatSound,ECG5000,uWaveGestureLibrary_Y,MiddlePhalanxOutlineCorrect,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,synthetic_control,WormsTwoClass,Cricket_Y,ChlorineConcentration,RefrigerationDevices,DistalPhalanxOutlineCorrect,Ham,SonyAIBORobotSurfaceII,Earthquakes,Symbols,Computers,Meat,InlineSkate,MoteStrain,ItalyPowerDemand,ScreenType,ECGFiveDays,LargeKitchenAppliances,ToeSegmentation1,Beef,FordA,ArrowHead,ToeSegmentation2,SmallKitchenAppliances,Coffee,Wine,Two_Patterns,TwoLeadECG,FordB,ECG200,OSULeaf,SonyAIBORobotSurface,HandOutlines,Trace,ShapeletSim,BeetleFly,BirdChicken,Adiac,yoga,Plane,SwedishLeaf,DiatomSizeReduction,Car,Haptics,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour
Ham,ProximalPhalanxTW,MiddlePhalanxOutlineCorrect,FaceAll,MedicalImages,SonyAIBORobotSurfaceII,Phoneme,ChlorineConcentration,Cricket_X,MiddlePhalanxTW,InsectWingbeatSound,uWaveGestureLibrary_X,MiddlePhalanxOutlineAgeGroup,ShapesAll,Cricket_Z,ProximalPhalanxOutlineAgeGroup,Lighting7,DistalPhalanxOutlineAgeGroup,Earthquakes,DistalPhalanxTW,uWaveGestureLibrary_Y,CBF,DistalPhalanxOutlineCorrect,Symbols,Lighting2,Computers,RefrigerationDevices,WordsSynonyms,50words,ECG5000,synthetic_control,InlineSkate,MoteStrain,ProximalPhalanxOutlineCorrect,ItalyPowerDemand,ScreenType,PhalangesOutlinesCorrect,Cricket_Y,ECGFiveDays,ElectricDevices,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,FacesUCR,MALLAT,CinC_ECG_torso,LargeKitchenAppliances,ToeSegmentation1,OliveOil,Worms,Gun_Point,FordA,ToeSegmentation2,SmallKitchenAppliances,Strawberry,Two_Patterns,wafer,TwoLeadECG,FordB,ECG200,WormsTwoClass,OSULeaf,SonyAIBORobotSurface,Meat,Trace,Beef,ShapeletSim,ArrowHead,Coffee,BeetleFly,Wine,BirdChicken,Adiac,yoga,HandOutlines,Plane,SwedishLeaf,DiatomSizeReduction,Car,Haptics,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour
HandOutlines,50words,FacesUCR,Worms,Phoneme,ArrowHead,Wine,Coffee,Beef,ECG5000,MedicalImages,WordsSynonyms,Meat,synthetic_control,uWaveGestureLibrary_Y,WormsTwoClass,Cricket_Y,FaceAll,Lighting7,wafer,MALLAT,Strawberry,DistalPhalanxTW,MiddlePhalanxTW,ProximalPhalanxTW,OliveOil,CinC_ECG_torso,CBF,Gun_Point,ProximalPhalanxOutlineAgeGroup,ShapesAll,ProximalPhalanxOutlineCorrect,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,PhalangesOutlinesCorrect,Cricket_Z,Lighting2,Cricket_X,ElectricDevices,uWaveGestureLibrary_X,InsectWingbeatSound,MiddlePhalanxOutlineCorrect,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,RefrigerationDevices,DistalPhalanxOutlineCorrect,Ham,SonyAIBORobotSurfaceII,Earthquakes,Symbols,Computers,InlineSkate,MoteStrain,ItalyPowerDemand,ScreenType,ECGFiveDays,LargeKitchenAppliances,ToeSegmentation1,FordA,ToeSegmentation2,SmallKitchenAppliances,Two_Patterns,TwoLeadECG,FordB,ECG200,OSULeaf,SonyAIBORobotSurface,Trace,ShapeletSim,BeetleFly,BirdChicken,Adiac,yoga,Plane,SwedishLeaf,DiatomSizeReduction,Car,Haptics,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour
Haptics,Adiac,ShapesAll,SwedishLeaf,Phoneme,Cricket_Z,FISH,Cricket_Y,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Cricket_X,uWaveGestureLibrary_Z,Plane,UWaveGestureLibraryAll,uWaveGestureLibrary_X,InsectWingbeatSound,uWaveGestureLibrary_Y,FaceAll,MedicalImages,WordsSynonyms,50words,ElectricDevices,InlineSkate,OSULeaf,FacesUCR,MALLAT,Symbols,synthetic_control,Lighting7,ECG5000,DistalPhalanxTW,Worms,MiddlePhalanxTW,ProximalPhalanxTW,Beef,CinC_ECG_torso,OliveOil,ArrowHead,Two_Patterns,HandOutlines,Meat,Trace,RefrigerationDevices,Car,DiatomSizeReduction,CBF,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,Wine,Coffee,ScreenType,LargeKitchenAppliances,SmallKitchenAppliances,WormsTwoClass,Strawberry,Gun_Point,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,Lighting2,MiddlePhalanxOutlineCorrect,Ham,DistalPhalanxOutlineCorrect,Computers,wafer,ItalyPowerDemand,ECGFiveDays,SonyAIBORobotSurfaceII,FordA,FaceFour,MoteStrain,TwoLeadECG,FordB,ECG200,ToeSegmentation1,SonyAIBORobotSurface,ToeSegmentation2,Earthquakes,ShapeletSim,yoga,BirdChicken,BeetleFly
Herring,Phoneme,SwedishLeaf,Symbols,FISH,Adiac,DiatomSizeReduction,RefrigerationDevices,OSULeaf,Car,Haptics,NonInvasiveFatalECG_Thorax2,synthetic_control,Plane,ShapeletSim,FaceFour,ToeSegmentation2,yoga,Cricket_Z,wafer,NonInvasiveFatalECG_Thorax1,ToeSegmentation1,ElectricDevices,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,FacesUCR,uWaveGestureLibrary_X,Cricket_X,Worms,Trace,SmallKitchenAppliances,MoteStrain,Cricket_Y,uWaveGestureLibrary_Z,SonyAIBORobotSurfaceII,ECG200,SonyAIBORobotSurface,InlineSkate,CinC_ECG_torso,TwoLeadECG,FordB,Two_Patterns,FordA,ItalyPowerDemand,ECGFiveDays,ECG5000,LargeKitchenAppliances,DistalPhalanxTW,FaceAll,InsectWingbeatSound,DistalPhalanxOutlineAgeGroup,Computers,ScreenType,Lighting7,ProximalPhalanxTW,DistalPhalanxOutlineCorrect,MiddlePhalanxTW,MedicalImages,ProximalPhalanxOutlineAgeGroup,CBF,MiddlePhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,Ham,ChlorineConcentration,Lighting2,50words,WordsSynonyms,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,MALLAT,OliveOil,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine,HandOutlines,ShapesAll,BirdChicken,BeetleFly
InlineSkate,Phoneme,DistalPhalanxTW,ElectricDevices,uWaveGestureLibrary_X,LargeKitchenAppliances,InsectWingbeatSound,FaceAll,Cricket_Y,Cricket_X,UWaveGestureLibraryAll,ShapesAll,Two_Patterns,uWaveGestureLibrary_Z,ScreenType,Cricket_Z,uWaveGestureLibrary_Y,CinC_ECG_torso,MedicalImages,ProximalPhalanxTW,MiddlePhalanxTW,SmallKitchenAppliances,FordA,Lighting7,Symbols,ECGFiveDays,DistalPhalanxOutlineAgeGroup,ECG5000,ItalyPowerDemand,TwoLeadECG,FordB,Computers,MiddlePhalanxOutlineAgeGroup,WordsSynonyms,50words,ProximalPhalanxOutlineAgeGroup,Worms,ChlorineConcentration,CBF,RefrigerationDevices,DistalPhalanxOutlineCorrect,Ham,SonyAIBORobotSurface,FacesUCR,ECG200,MALLAT,MiddlePhalanxOutlineCorrect,synthetic_control,SonyAIBORobotSurfaceII,OliveOil,Lighting2,Trace,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,MoteStrain,Gun_Point,ToeSegmentation1,Strawberry,ToeSegmentation2,Meat,Adiac,OSULeaf,WormsTwoClass,wafer,yoga,ShapeletSim,Beef,SwedishLeaf,ArrowHead,Car,DiatomSizeReduction,BirdChicken,BeetleFly,FISH,Earthquakes,Coffee,Wine,Herring,Plane,HandOutlines,NonInvasiveFatalECG_Thorax2,FaceFour,NonInvasiveFatalECG_Thorax1
InsectWingbeatSound,FaceAll,MedicalImages,MiddlePhalanxTW,ProximalPhalanxTW,Phoneme,DistalPhalanxTW,Lighting7,ShapesAll,Cricket_X,uWaveGestureLibrary_X,MiddlePhalanxOutlineAgeGroup,InlineSkate,50words,ScreenType,ChlorineConcentration,WordsSynonyms,uWaveGestureLibrary_Y,ProximalPhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,Ham,DistalPhalanxOutlineCorrect,Cricket_Y,CBF,ElectricDevices,Computers,MiddlePhalanxOutlineCorrect,Cricket_Z,LargeKitchenAppliances,UWaveGestureLibraryAll,RefrigerationDevices,Lighting2,CinC_ECG_torso,MALLAT,FacesUCR,ECG5000,uWaveGestureLibrary_Z,PhalangesOutlinesCorrect,Symbols,ECGFiveDays,ItalyPowerDemand,Two_Patterns,OliveOil,ProximalPhalanxOutlineCorrect,SmallKitchenAppliances,FordA,Gun_Point,Worms,TwoLeadECG,FordB,Strawberry,SonyAIBORobotSurface,synthetic_control,WormsTwoClass,ECG200,SonyAIBORobotSurfaceII,Meat,Trace,MoteStrain,Beef,ToeSegmentation1,ArrowHead,Coffee,Wine,wafer,ToeSegmentation2,yoga,Adiac,OSULeaf,ShapeletSim,HandOutlines,SwedishLeaf,DiatomSizeReduction,Car,BirdChicken,BeetleFly,FISH,Earthquakes,Herring,Plane,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
ItalyPowerDemand,Two_Patterns,Cricket_Z,ECGFiveDays,Phoneme,SmallKitchenAppliances,FordA,InsectWingbeatSound,UWaveGestureLibraryAll,Cricket_X,uWaveGestureLibrary_Z,FaceAll,Symbols,ElectricDevices,ECG5000,TwoLeadECG,ToeSegmentation2,ScreenType,InlineSkate,ProximalPhalanxTW,ShapesAll,Worms,CinC_ECG_torso,FordB,Cricket_Y,LargeKitchenAppliances,ECG200,uWaveGestureLibrary_X,DistalPhalanxTW,uWaveGestureLibrary_Y,RefrigerationDevices,FacesUCR,MiddlePhalanxTW,Lighting7,MedicalImages,ToeSegmentation1,OSULeaf,DistalPhalanxOutlineAgeGroup,Computers,ChlorineConcentration,DistalPhalanxOutlineCorrect,SonyAIBORobotSurface,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,WordsSynonyms,Ham,50words,CBF,MoteStrain,Earthquakes,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineCorrect,synthetic_control,MALLAT,OliveOil,Lighting2,Trace,ShapeletSim,ProximalPhalanxOutlineCorrect,BeetleFly,PhalangesOutlinesCorrect,BirdChicken,Gun_Point,Adiac,Strawberry,Meat,wafer,yoga,WormsTwoClass,Plane,SwedishLeaf,Beef,DiatomSizeReduction,Car,ArrowHead,Haptics,FISH,Coffee,Wine,Herring,HandOutlines,NonInvasiveFatalECG_Thorax2,FaceFour
LargeKitchenAppliances,Phoneme,InlineSkate,DistalPhalanxTW,ElectricDevices,FaceAll,Cricket_Y,uWaveGestureLibrary_X,CinC_ECG_torso,InsectWingbeatSound,uWaveGestureLibrary_Y,Cricket_X,FordA,ShapesAll,UWaveGestureLibraryAll,Cricket_Z,DistalPhalanxOutlineAgeGroup,ECGFiveDays,uWaveGestureLibrary_Z,Two_Patterns,ECG5000,ItalyPowerDemand,Symbols,ProximalPhalanxTW,FacesUCR,TwoLeadECG,Lighting7,FordB,MiddlePhalanxTW,MedicalImages,DistalPhalanxOutlineCorrect,Worms,ProximalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,CBF,ToeSegmentation1,Ham,ECG200,ChlorineConcentration,MiddlePhalanxOutlineCorrect,MoteStrain,SonyAIBORobotSurfaceII,ToeSegmentation2,50words,SonyAIBORobotSurface,WordsSynonyms,Lighting2,synthetic_control,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,MALLAT,OliveOil,OSULeaf,Gun_Point,Trace,Earthquakes,Strawberry,wafer,ShapeletSim,WormsTwoClass,Adiac,BeetleFly,Meat,BirdChicken,yoga,SwedishLeaf,Beef,ArrowHead,Coffee,DiatomSizeReduction,Wine,Car,Plane,FISH,HandOutlines,Herring,NonInvasiveFatalECG_Thorax2,FaceFour,NonInvasiveFatalECG_Thorax1,Haptics,ScreenType,Computers,RefrigerationDevices
Lighting2,MedicalImages,RefrigerationDevices,WordsSynonyms,DistalPhalanxOutlineCorrect,ChlorineConcentration,50words,Ham,synthetic_control,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxTW,MiddlePhalanxTW,CBF,Lighting7,Cricket_X,FaceAll,ProximalPhalanxOutlineAgeGroup,Cricket_Z,DistalPhalanxOutlineAgeGroup,PhalangesOutlinesCorrect,ShapesAll,Phoneme,MiddlePhalanxOutlineCorrect,ProximalPhalanxOutlineCorrect,SonyAIBORobotSurfaceII,InsectWingbeatSound,uWaveGestureLibrary_X,MALLAT,Earthquakes,DistalPhalanxTW,uWaveGestureLibrary_Y,ElectricDevices,Symbols,Computers,OliveOil,UWaveGestureLibraryAll,ECG5000,uWaveGestureLibrary_Z,InlineSkate,MoteStrain,FacesUCR,ItalyPowerDemand,ScreenType,Worms,Cricket_Y,Gun_Point,ECGFiveDays,CinC_ECG_torso,LargeKitchenAppliances,ToeSegmentation1,Strawberry,wafer,FordA,ToeSegmentation2,SmallKitchenAppliances,WormsTwoClass,Two_Patterns,Meat,TwoLeadECG,FordB,ECG200,OSULeaf,SonyAIBORobotSurface,Beef,ArrowHead,Coffee,Wine,Trace,ShapeletSim,BeetleFly,BirdChicken,Adiac,HandOutlines,yoga,Plane,SwedishLeaf,DiatomSizeReduction,Car,Haptics,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour
Lighting7,WordsSynonyms,50words,InsectWingbeatSound,MedicalImages,FaceAll,Cricket_X,MiddlePhalanxTW,ProximalPhalanxTW,Phoneme,MALLAT,ChlorineConcentration,ShapesAll,uWaveGestureLibrary_X,MiddlePhalanxOutlineAgeGroup,DistalPhalanxTW,ProximalPhalanxOutlineAgeGroup,CBF,OliveOil,DistalPhalanxOutlineAgeGroup,FacesUCR,Cricket_Z,uWaveGestureLibrary_Y,PhalangesOutlinesCorrect,InlineSkate,Lighting2,ElectricDevices,MiddlePhalanxOutlineCorrect,ProximalPhalanxOutlineCorrect,Ham,ScreenType,UWaveGestureLibraryAll,Cricket_Y,Gun_Point,DistalPhalanxOutlineCorrect,ECG5000,CinC_ECG_torso,uWaveGestureLibrary_Z,LargeKitchenAppliances,Strawberry,Computers,RefrigerationDevices,Symbols,Two_Patterns,Worms,synthetic_control,Meat,WormsTwoClass,ItalyPowerDemand,ECGFiveDays,SmallKitchenAppliances,FordA,Beef,TwoLeadECG,FordB,SonyAIBORobotSurfaceII,ArrowHead,Trace,ECG200,SonyAIBORobotSurface,Coffee,MoteStrain,Wine,ToeSegmentation1,wafer,HandOutlines,Adiac,ToeSegmentation2,OSULeaf,SwedishLeaf,Car,yoga,DiatomSizeReduction,ShapeletSim,FISH,Earthquakes,BirdChicken,BeetleFly,Plane,Herring,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
MALLAT,50words,WordsSynonyms,OliveOil,FaceAll,Gun_Point,ShapesAll,FacesUCR,ProximalPhalanxTW,Lighting7,Strawberry,ProximalPhalanxOutlineCorrect,Cricket_X,MedicalImages,PhalangesOutlinesCorrect,CBF,MiddlePhalanxTW,ProximalPhalanxOutlineAgeGroup,Lighting2,ChlorineConcentration,InsectWingbeatSound,Cricket_Z,MiddlePhalanxOutlineAgeGroup,DistalPhalanxTW,WormsTwoClass,uWaveGestureLibrary_Y,MiddlePhalanxOutlineCorrect,uWaveGestureLibrary_X,DistalPhalanxOutlineAgeGroup,Ham,ECG5000,synthetic_control,Meat,DistalPhalanxOutlineCorrect,Cricket_Y,UWaveGestureLibraryAll,ElectricDevices,CinC_ECG_torso,ScreenType,InlineSkate,Computers,RefrigerationDevices,Beef,uWaveGestureLibrary_Z,LargeKitchenAppliances,Symbols,Worms,ECGFiveDays,ItalyPowerDemand,ArrowHead,Two_Patterns,Coffee,FordA,SmallKitchenAppliances,Wine,TwoLeadECG,FordB,SonyAIBORobotSurfaceII,SonyAIBORobotSurface,ECG200,HandOutlines,MoteStrain,Trace,ToeSegmentation1,wafer,ToeSegmentation2,yoga,Adiac,OSULeaf,ShapeletSim,SwedishLeaf,BirdChicken,DiatomSizeReduction,Car,Earthquakes,BeetleFly,FISH,Herring,Plane,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics
Meat,FacesUCR,50words,WordsSynonyms,uWaveGestureLibrary_Y,Phoneme,WormsTwoClass,synthetic_control,FaceAll,MedicalImages,ECG5000,Beef,Lighting7,Strawberry,MALLAT,ArrowHead,Coffee,Wine,OliveOil,Cricket_Y,ProximalPhalanxTW,Gun_Point,ShapesAll,MiddlePhalanxTW,DistalPhalanxTW,CBF,ProximalPhalanxOutlineCorrect,ProximalPhalanxOutlineAgeGroup,Worms,PhalangesOutlinesCorrect,CinC_ECG_torso,Cricket_X,Lighting2,Cricket_Z,InsectWingbeatSound,uWaveGestureLibrary_X,MiddlePhalanxOutlineCorrect,UWaveGestureLibraryAll,HandOutlines,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,ElectricDevices,uWaveGestureLibrary_Z,Ham,DistalPhalanxOutlineCorrect,RefrigerationDevices,wafer,Computers,InlineSkate,ScreenType,Symbols,ItalyPowerDemand,SonyAIBORobotSurfaceII,ECGFiveDays,LargeKitchenAppliances,FordA,MoteStrain,SmallKitchenAppliances,Two_Patterns,TwoLeadECG,FordB,ToeSegmentation1,ECG200,Earthquakes,SonyAIBORobotSurface,ToeSegmentation2,OSULeaf,Trace,ShapeletSim,Adiac,BeetleFly,BirdChicken,yoga,SwedishLeaf,DiatomSizeReduction,Car,Plane,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour,Haptics
MedicalImages,50words,MiddlePhalanxTW,InsectWingbeatSound,ChlorineConcentration,Cricket_X,WordsSynonyms,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxTW,Lighting7,FaceAll,Phoneme,ShapesAll,uWaveGestureLibrary_X,DistalPhalanxTW,ProximalPhalanxOutlineAgeGroup,CBF,DistalPhalanxOutlineAgeGroup,MALLAT,FacesUCR,ScreenType,uWaveGestureLibrary_Y,Cricket_Z,ElectricDevices,InlineSkate,OliveOil,Cricket_Y,UWaveGestureLibraryAll,CinC_ECG_torso,Lighting2,LargeKitchenAppliances,MiddlePhalanxOutlineCorrect,Ham,PhalangesOutlinesCorrect,ECG5000,ProximalPhalanxOutlineCorrect,DistalPhalanxOutlineCorrect,uWaveGestureLibrary_Z,Gun_Point,Two_Patterns,Strawberry,Symbols,Worms,Computers,RefrigerationDevices,Meat,WormsTwoClass,synthetic_control,ItalyPowerDemand,ECGFiveDays,SmallKitchenAppliances,FordA,Beef,TwoLeadECG,SonyAIBORobotSurfaceII,FordB,Trace,ArrowHead,MoteStrain,ECG200,Coffee,Wine,SonyAIBORobotSurface,ToeSegmentation1,Adiac,HandOutlines,wafer,ToeSegmentation2,OSULeaf,SwedishLeaf,Car,DiatomSizeReduction,ShapeletSim,FISH,yoga,Earthquakes,BirdChicken,BeetleFly,Plane,Herring,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
MiddlePhalanxOutlineAgeGroup,InsectWingbeatSound,MedicalImages,Lighting7,Cricket_X,WordsSynonyms,50words,ChlorineConcentration,CBF,FaceAll,Ham,Phoneme,ShapesAll,uWaveGestureLibrary_X,Lighting2,Cricket_Z,uWaveGestureLibrary_Y,Computers,RefrigerationDevices,ScreenType,InlineSkate,MALLAT,ElectricDevices,Symbols,UWaveGestureLibraryAll,ECG5000,Cricket_Y,FacesUCR,OliveOil,ItalyPowerDemand,synthetic_control,uWaveGestureLibrary_Z,Gun_Point,MiddlePhalanxOutlineCorrect,ECGFiveDays,CinC_ECG_torso,LargeKitchenAppliances,MiddlePhalanxTW,SonyAIBORobotSurfaceII,Worms,Strawberry,FordA,MoteStrain,SmallKitchenAppliances,Two_Patterns,TwoLeadECG,FordB,WormsTwoClass,DistalPhalanxOutlineAgeGroup,ToeSegmentation1,PhalangesOutlinesCorrect,ECG200,Meat,DistalPhalanxOutlineCorrect,Earthquakes,SonyAIBORobotSurface,ToeSegmentation2,wafer,DistalPhalanxTW,ProximalPhalanxOutlineAgeGroup,ProximalPhalanxTW,ProximalPhalanxOutlineCorrect,Beef,OSULeaf,Trace,ArrowHead,Coffee,Wine,ShapeletSim,Adiac,BeetleFly,BirdChicken,HandOutlines,yoga,SwedishLeaf,DiatomSizeReduction,Car,Plane,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour,NonInvasiveFatalECG_Thorax1
MiddlePhalanxOutlineCorrect,FaceAll,Ham,SonyAIBORobotSurfaceII,Phoneme,MedicalImages,Cricket_X,WordsSynonyms,InsectWingbeatSound,uWaveGestureLibrary_X,ShapesAll,Cricket_Z,Lighting7,ChlorineConcentration,Earthquakes,uWaveGestureLibrary_Y,CBF,Symbols,50words,Computers,Lighting2,RefrigerationDevices,ECG5000,synthetic_control,InlineSkate,MoteStrain,ItalyPowerDemand,ScreenType,MiddlePhalanxTW,MALLAT,MiddlePhalanxOutlineAgeGroup,Cricket_Y,ECGFiveDays,ElectricDevices,OliveOil,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,FacesUCR,CinC_ECG_torso,LargeKitchenAppliances,ToeSegmentation1,Worms,Gun_Point,FordA,ToeSegmentation2,SmallKitchenAppliances,Strawberry,Two_Patterns,wafer,TwoLeadECG,FordB,ECG200,WormsTwoClass,DistalPhalanxOutlineAgeGroup,OSULeaf,Meat,DistalPhalanxOutlineCorrect,DistalPhalanxTW,SonyAIBORobotSurface,PhalangesOutlinesCorrect,ProximalPhalanxOutlineAgeGroup,ProximalPhalanxTW,ProximalPhalanxOutlineCorrect,Beef,Trace,ShapeletSim,ArrowHead,BeetleFly,Coffee,Wine,BirdChicken,Adiac,yoga,HandOutlines,Plane,SwedishLeaf,DiatomSizeReduction,Car,Haptics,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour
MiddlePhalanxTW,InsectWingbeatSound,MedicalImages,50words,FaceAll,ChlorineConcentration,Cricket_X,Phoneme,Lighting7,ShapesAll,WordsSynonyms,CBF,Ham,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,MALLAT,ScreenType,Cricket_Z,Lighting2,InlineSkate,Cricket_Y,ElectricDevices,UWaveGestureLibraryAll,FacesUCR,Computers,OliveOil,RefrigerationDevices,LargeKitchenAppliances,ECG5000,CinC_ECG_torso,Gun_Point,uWaveGestureLibrary_Z,Symbols,Strawberry,ItalyPowerDemand,Two_Patterns,ECGFiveDays,Worms,FordA,SmallKitchenAppliances,MiddlePhalanxOutlineAgeGroup,synthetic_control,WormsTwoClass,TwoLeadECG,FordB,SonyAIBORobotSurfaceII,Meat,MiddlePhalanxOutlineCorrect,ECG200,MoteStrain,SonyAIBORobotSurface,Beef,DistalPhalanxOutlineAgeGroup,DistalPhalanxTW,ProximalPhalanxTW,Trace,ProximalPhalanxOutlineAgeGroup,ArrowHead,ToeSegmentation1,DistalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,Coffee,Wine,wafer,ToeSegmentation2,ProximalPhalanxOutlineCorrect,OSULeaf,HandOutlines,Adiac,yoga,ShapeletSim,Earthquakes,SwedishLeaf,BirdChicken,Car,DiatomSizeReduction,BeetleFly,FISH,Herring,Plane,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
