,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61,K_62,K_63,K_64,K_65,K_66,K_67,K_68,K_69,K_70,K_71,K_72,K_73,K_74,K_75,K_76,K_77,K_78,K_79,K_80,K_81,K_82
DistalPhalanxTW,InsectWingbeatSound,Phoneme,InlineSkate,50words,FaceAll,ElectricDevices,MedicalImages,uWaveGestureLibrary_X,Cricket_X,ShapesAll,Cricket_Y,uWaveGestureLibrary_Y,WordsSynonyms,ScreenType,UWaveGestureLibraryAll,LargeKitchenAppliances,Lighting7,Two_Patterns,Cricket_Z,uWaveGestureLibrary_Z,CinC_ECG_torso,MALLAT,FacesUCR,Symbols,ECG5000,ChlorineConcentration,CBF,Ham,Computers,OliveOil,RefrigerationDevices,Lighting2,Worms,ItalyPowerDemand,ECGFiveDays,SmallKitchenAppliances,FordA,Gun_Point,synthetic_control,TwoLeadECG,FordB,Strawberry,Trace,SonyAIBORobotSurfaceII,Meat,MoteStrain,SonyAIBORobotSurface,ECG200,WormsTwoClass,MiddlePhalanxTW,Beef,DistalPhalanxOutlineAgeGroup,ToeSegmentation1,ArrowHead,Adiac,OSULeaf,ToeSegmentation2,ProximalPhalanxTW,MiddlePhalanxOutlineAgeGroup,wafer,SwedishLeaf,Coffee,Car,Wine,DiatomSizeReduction,DistalPhalanxOutlineCorrect,ProximalPhalanxOutlineAgeGroup,FISH,yoga,MiddlePhalanxOutlineCorrect,ShapeletSim,Earthquakes,HandOutlines,BirdChicken,BeetleFly,PhalangesOutlinesCorrect,Plane,ProximalPhalanxOutlineCorrect,Herring,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
ECG200,Cricket_Y,Phoneme,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,Two_Patterns,Cricket_Z,ShapesAll,FordB,TwoLeadECG,Worms,CinC_ECG_torso,Cricket_X,InlineSkate,SmallKitchenAppliances,Symbols,SonyAIBORobotSurface,LargeKitchenAppliances,DistalPhalanxTW,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,FordA,Trace,FaceAll,InsectWingbeatSound,ScreenType,ECGFiveDays,ItalyPowerDemand,synthetic_control,ECG5000,DistalPhalanxOutlineAgeGroup,ProximalPhalanxTW,FacesUCR,MiddlePhalanxTW,MedicalImages,SonyAIBORobotSurfaceII,Lighting7,RefrigerationDevices,Computers,OSULeaf,ToeSegmentation1,MiddlePhalanxOutlineAgeGroup,ToeSegmentation2,MoteStrain,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,CBF,50words,WordsSynonyms,DistalPhalanxOutlineCorrect,Ham,ShapeletSim,Adiac,MiddlePhalanxOutlineCorrect,MALLAT,Lighting2,OliveOil,yoga,BeetleFly,BirdChicken,PhalangesOutlinesCorrect,SwedishLeaf,ProximalPhalanxOutlineCorrect,Car,wafer,Earthquakes,Gun_Point,DiatomSizeReduction,FISH,Strawberry,Meat,Plane,WormsTwoClass,Beef,ArrowHead,Herring,Coffee,NonInvasiveFatalECG_Thorax2,Wine,FaceFour,NonInvasiveFatalECG_Thorax1,HandOutlines,Haptics
ECG5000,50words,Phoneme,InsectWingbeatSound,FaceAll,WordsSynonyms,MedicalImages,FacesUCR,Cricket_Y,InlineSkate,uWaveGestureLibrary_X,DistalPhalanxTW,Cricket_X,MALLAT,ShapesAll,ElectricDevices,uWaveGestureLibrary_Y,Lighting7,UWaveGestureLibraryAll,ProximalPhalanxTW,MiddlePhalanxTW,uWaveGestureLibrary_Z,Cricket_Z,Beef,CinC_ECG_torso,OliveOil,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,CBF,ProximalPhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,Worms,Two_Patterns,ScreenType,synthetic_control,Meat,LargeKitchenAppliances,Symbols,SmallKitchenAppliances,ArrowHead,RefrigerationDevices,Trace,Adiac,OSULeaf,SwedishLeaf,Wine,Coffee,WormsTwoClass,Strawberry,Gun_Point,ProximalPhalanxOutlineCorrect,FISH,HandOutlines,PhalangesOutlinesCorrect,Lighting2,MiddlePhalanxOutlineCorrect,Ham,DistalPhalanxOutlineCorrect,Car,DiatomSizeReduction,Computers,ItalyPowerDemand,ECGFiveDays,FordA,Plane,SonyAIBORobotSurfaceII,wafer,TwoLeadECG,FordB,MoteStrain,ECG200,SonyAIBORobotSurface,ToeSegmentation1,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,ToeSegmentation2,Earthquakes,FaceFour,ShapeletSim,yoga,BirdChicken,BeetleFly,Haptics
ECGFiveDays,Phoneme,Two_Patterns,UWaveGestureLibraryAll,Cricket_Z,uWaveGestureLibrary_Z,InsectWingbeatSound,InlineSkate,uWaveGestureLibrary_X,ScreenType,Cricket_X,ElectricDevices,FaceAll,Cricket_Y,SmallKitchenAppliances,ShapesAll,LargeKitchenAppliances,DistalPhalanxTW,CinC_ECG_torso,FordA,uWaveGestureLibrary_Y,Symbols,ItalyPowerDemand,ECG5000,TwoLeadECG,ProximalPhalanxTW,FordB,MiddlePhalanxTW,MedicalImages,DistalPhalanxOutlineAgeGroup,Worms,Computers,Lighting7,RefrigerationDevices,FacesUCR,MiddlePhalanxOutlineAgeGroup,WordsSynonyms,ECG200,DistalPhalanxOutlineCorrect,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,50words,SonyAIBORobotSurface,CBF,Ham,MiddlePhalanxOutlineCorrect,SonyAIBORobotSurfaceII,MALLAT,synthetic_control,MoteStrain,ToeSegmentation1,Trace,OliveOil,Lighting2,ToeSegmentation2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OSULeaf,Gun_Point,Strawberry,Adiac,Meat,ShapeletSim,wafer,Earthquakes,WormsTwoClass,SwedishLeaf,yoga,Beef,BirdChicken,BeetleFly,DiatomSizeReduction,Car,ArrowHead,FISH,Plane,Coffee,Wine,Herring,HandOutlines,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
Earthquakes,FISH,InsectWingbeatSound,SwedishLeaf,Symbols,MedicalImages,MiddlePhalanxTW,Phoneme,FaceAll,Adiac,ProximalPhalanxTW,DistalPhalanxTW,Lighting7,Cricket_X,DiatomSizeReduction,uWaveGestureLibrary_X,OSULeaf,WordsSynonyms,50words,uWaveGestureLibrary_Y,InlineSkate,Car,ElectricDevices,Cricket_Y,Cricket_Z,MALLAT,UWaveGestureLibraryAll,MiddlePhalanxOutlineAgeGroup,OliveOil,uWaveGestureLibrary_Z,DistalPhalanxOutlineAgeGroup,Plane,ScreenType,ChlorineConcentration,CinC_ECG_torso,RefrigerationDevices,FacesUCR,Two_Patterns,ProximalPhalanxOutlineAgeGroup,FaceFour,CBF,NonInvasiveFatalECG_Thorax2,ECG5000,LargeKitchenAppliances,synthetic_control,Worms,NonInvasiveFatalECG_Thorax1,SmallKitchenAppliances,Trace,ShapeletSim,yoga,Computers,Beef,DistalPhalanxOutlineCorrect,ItalyPowerDemand,Ham,ECGFiveDays,MiddlePhalanxOutlineCorrect,ToeSegmentation2,SonyAIBORobotSurfaceII,FordA,ToeSegmentation1,MoteStrain,TwoLeadECG,FordB,Lighting2,ECG200,SonyAIBORobotSurface,PhalangesOutlinesCorrect,Meat,wafer,ProximalPhalanxOutlineCorrect,Gun_Point,Strawberry,ArrowHead,WormsTwoClass,Coffee,Wine,Haptics,HandOutlines,ShapesAll,BeetleFly,BirdChicken
ElectricDevices,Phoneme,InlineSkate,50words,WordsSynonyms,ShapesAll,uWaveGestureLibrary_X,FaceAll,Cricket_Y,Cricket_X,DistalPhalanxTW,InsectWingbeatSound,Cricket_Z,UWaveGestureLibraryAll,LargeKitchenAppliances,uWaveGestureLibrary_Z,Two_Patterns,uWaveGestureLibrary_Y,MedicalImages,ScreenType,CinC_ECG_torso,ProximalPhalanxTW,MiddlePhalanxTW,Lighting7,Symbols,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,Worms,SmallKitchenAppliances,ProximalPhalanxOutlineAgeGroup,FacesUCR,MALLAT,synthetic_control,CBF,ECG5000,Adiac,OliveOil,Trace,FordB,TwoLeadECG,FordA,SonyAIBORobotSurface,ECGFiveDays,ItalyPowerDemand,RefrigerationDevices,Computers,SonyAIBORobotSurfaceII,SwedishLeaf,OSULeaf,DistalPhalanxOutlineCorrect,MoteStrain,Ham,ToeSegmentation1,MiddlePhalanxOutlineCorrect,Meat,Lighting2,ToeSegmentation2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Beef,Gun_Point,FISH,ShapeletSim,yoga,DiatomSizeReduction,Car,Strawberry,wafer,ArrowHead,BirdChicken,Plane,BeetleFly,WormsTwoClass,Earthquakes,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Herring,Coffee,Wine,FaceFour,HandOutlines,Haptics
FISH,ShapesAll,Adiac,SwedishLeaf,Symbols,Herring,Phoneme,DiatomSizeReduction,OSULeaf,Car,Plane,FaceFour,NonInvasiveFatalECG_Thorax2,yoga,Cricket_Z,synthetic_control,NonInvasiveFatalECG_Thorax1,BirdChicken,BeetleFly,Cricket_X,Trace,uWaveGestureLibrary_Y,Cricket_Y,ShapeletSim,uWaveGestureLibrary_Z,uWaveGestureLibrary_X,UWaveGestureLibraryAll,ElectricDevices,Worms,SmallKitchenAppliances,Two_Patterns,RefrigerationDevices,SonyAIBORobotSurface,InlineSkate,ToeSegmentation2,CinC_ECG_torso,ECG200,LargeKitchenAppliances,DistalPhalanxTW,FacesUCR,FordB,FaceAll,ToeSegmentation1,TwoLeadECG,InsectWingbeatSound,Earthquakes,ScreenType,FordA,ProximalPhalanxTW,MedicalImages,MiddlePhalanxTW,DistalPhalanxOutlineAgeGroup,MoteStrain,ECG5000,Lighting7,MiddlePhalanxOutlineAgeGroup,ECGFiveDays,ChlorineConcentration,WordsSynonyms,ProximalPhalanxOutlineAgeGroup,ItalyPowerDemand,SonyAIBORobotSurfaceII,50words,CBF,Computers,MALLAT,OliveOil,DistalPhalanxOutlineCorrect,Ham,wafer,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Gun_Point,Meat,Strawberry,Beef,WormsTwoClass,ArrowHead,Coffee,Wine,HandOutlines
FaceAll,50words,WordsSynonyms,InsectWingbeatSound,Phoneme,Lighting7,MALLAT,ProximalPhalanxTW,Cricket_X,uWaveGestureLibrary_X,DistalPhalanxTW,MedicalImages,MiddlePhalanxTW,ShapesAll,InlineSkate,uWaveGestureLibrary_Y,ElectricDevices,Cricket_Y,ScreenType,OliveOil,CBF,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,CinC_ECG_torso,Strawberry,Cricket_Z,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,Gun_Point,UWaveGestureLibraryAll,ECG5000,ProximalPhalanxOutlineCorrect,DistalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,MiddlePhalanxOutlineCorrect,Lighting2,uWaveGestureLibrary_Z,LargeKitchenAppliances,Ham,Computers,RefrigerationDevices,Meat,Worms,Two_Patterns,Symbols,WormsTwoClass,synthetic_control,ItalyPowerDemand,ECGFiveDays,SonyAIBORobotSurfaceII,FordA,SmallKitchenAppliances,Earthquakes,Beef,MoteStrain,wafer,TwoLeadECG,FordB,ArrowHead,ToeSegmentation1,ECG200,Coffee,Wine,SonyAIBORobotSurface,ToeSegmentation2,Trace,OSULeaf,HandOutlines,ShapeletSim,Adiac,yoga,BeetleFly,BirdChicken,SwedishLeaf,Car,DiatomSizeReduction,FISH,Plane,Herring,Haptics,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
FaceFour,NonInvasiveFatalECG_Thorax1,NonInvasiveFatalECG_Thorax2,Plane,SwedishLeaf,Phoneme,FISH,ShapesAll,Adiac,OSULeaf,Symbols,DiatomSizeReduction,Car,Herring,Cricket_Z,synthetic_control,Cricket_X,Trace,Cricket_Y,BeetleFly,BirdChicken,yoga,uWaveGestureLibrary_Y,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,ShapeletSim,ElectricDevices,Worms,uWaveGestureLibrary_X,RefrigerationDevices,SmallKitchenAppliances,Two_Patterns,InlineSkate,FacesUCR,CinC_ECG_torso,Earthquakes,DistalPhalanxTW,LargeKitchenAppliances,FaceAll,InsectWingbeatSound,ToeSegmentation2,ScreenType,SonyAIBORobotSurface,MedicalImages,MiddlePhalanxTW,ToeSegmentation1,ProximalPhalanxTW,ECG200,Lighting7,DistalPhalanxOutlineAgeGroup,WordsSynonyms,50words,MiddlePhalanxOutlineAgeGroup,FordB,ChlorineConcentration,TwoLeadECG,ECG5000,MoteStrain,ProximalPhalanxOutlineAgeGroup,MALLAT,CBF,FordA,OliveOil,SonyAIBORobotSurfaceII,ECGFiveDays,ItalyPowerDemand,wafer,Computers,DistalPhalanxOutlineCorrect,Ham,Meat,MiddlePhalanxOutlineCorrect,Lighting2,Beef,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Gun_Point,ArrowHead,Strawberry,WormsTwoClass,Coffee,Wine,HandOutlines
FacesUCR,50words,WordsSynonyms,Phoneme,Beef,ShapesAll,Meat,MedicalImages,MALLAT,uWaveGestureLibrary_Y,InsectWingbeatSound,ArrowHead,Lighting7,Cricket_X,MiddlePhalanxTW,Cricket_Y,OliveOil,ProximalPhalanxTW,ECG5000,uWaveGestureLibrary_X,DistalPhalanxTW,Cricket_Z,synthetic_control,WormsTwoClass,uWaveGestureLibrary_Z,ElectricDevices,UWaveGestureLibraryAll,Strawberry,CBF,Worms,Gun_Point,Adiac,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,InlineSkate,Coffee,Wine,MiddlePhalanxOutlineAgeGroup,CinC_ECG_torso,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,DistalPhalanxOutlineAgeGroup,Lighting2,ScreenType,MiddlePhalanxOutlineCorrect,Ham,DistalPhalanxOutlineCorrect,Symbols,LargeKitchenAppliances,HandOutlines,Computers,RefrigerationDevices,Two_Patterns,ItalyPowerDemand,ECGFiveDays,SmallKitchenAppliances,FordA,TwoLeadECG,FordB,SwedishLeaf,SonyAIBORobotSurfaceII,OSULeaf,SonyAIBORobotSurface,Trace,ECG200,MoteStrain,NonInvasiveFatalECG_Thorax1,NonInvasiveFatalECG_Thorax2,wafer,ToeSegmentation1,ToeSegmentation2,FISH,yoga,Plane,DiatomSizeReduction,ShapeletSim,Car,BirdChicken,BeetleFly,Earthquakes,Herring,FaceFour,Haptics
FordA,Phoneme,UWaveGestureLibraryAll,Two_Patterns,uWaveGestureLibrary_Z,InlineSkate,Cricket_Z,LargeKitchenAppliances,Cricket_X,SmallKitchenAppliances,DistalPhalanxTW,ElectricDevices,Cricket_Y,CinC_ECG_torso,uWaveGestureLibrary_X,TwoLeadECG,Symbols,ShapesAll,ECGFiveDays,FaceAll,ItalyPowerDemand,uWaveGestureLibrary_Y,Worms,InsectWingbeatSound,ECG5000,ScreenType,ECG200,DistalPhalanxOutlineAgeGroup,Computers,RefrigerationDevices,SonyAIBORobotSurface,ProximalPhalanxTW,MiddlePhalanxTW,MedicalImages,Lighting7,FacesUCR,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,SonyAIBORobotSurfaceII,WordsSynonyms,synthetic_control,CBF,Ham,ToeSegmentation1,MoteStrain,Trace,ToeSegmentation2,50words,MiddlePhalanxOutlineCorrect,Lighting2,MALLAT,OSULeaf,OliveOil,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Gun_Point,Adiac,Strawberry,wafer,Earthquakes,yoga,Meat,SwedishLeaf,BirdChicken,BeetleFly,WormsTwoClass,DiatomSizeReduction,Car,Beef,FISH,ArrowHead,Plane,Coffee,Wine,Herring,HandOutlines,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,FordB
FordB,Cricket_Y,Phoneme,TwoLeadECG,uWaveGestureLibrary_Z,Two_Patterns,UWaveGestureLibraryAll,Cricket_Z,Worms,Cricket_X,CinC_ECG_torso,SmallKitchenAppliances,Symbols,InlineSkate,ShapesAll,ElectricDevices,ECG200,LargeKitchenAppliances,DistalPhalanxTW,uWaveGestureLibrary_X,SonyAIBORobotSurface,ECGFiveDays,uWaveGestureLibrary_Y,ItalyPowerDemand,FaceAll,InsectWingbeatSound,ECG5000,ScreenType,DistalPhalanxOutlineAgeGroup,Computers,ProximalPhalanxTW,RefrigerationDevices,FacesUCR,MiddlePhalanxTW,MedicalImages,Lighting7,Trace,SonyAIBORobotSurfaceII,synthetic_control,MiddlePhalanxOutlineAgeGroup,ToeSegmentation1,ToeSegmentation2,MoteStrain,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,DistalPhalanxOutlineCorrect,CBF,50words,OSULeaf,Ham,WordsSynonyms,MiddlePhalanxOutlineCorrect,Lighting2,MALLAT,PhalangesOutlinesCorrect,OliveOil,ProximalPhalanxOutlineCorrect,Adiac,Gun_Point,yoga,BirdChicken,BeetleFly,wafer,Earthquakes,SwedishLeaf,Strawberry,DiatomSizeReduction,Car,Meat,WormsTwoClass,FISH,Plane,Beef,ArrowHead,Herring,Coffee,Wine,FaceFour,NonInvasiveFatalECG_Thorax2,HandOutlines,NonInvasiveFatalECG_Thorax1,Haptics,FordA
Gun_Point,50words,OliveOil,Phoneme,MALLAT,WordsSynonyms,ShapesAll,FacesUCR,FaceAll,ProximalPhalanxTW,Lighting7,ProximalPhalanxOutlineCorrect,Strawberry,CBF,MedicalImages,PhalangesOutlinesCorrect,ProximalPhalanxOutlineAgeGroup,Cricket_X,MiddlePhalanxTW,Lighting2,Cricket_Z,DistalPhalanxTW,InsectWingbeatSound,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,MiddlePhalanxOutlineCorrect,WormsTwoClass,DistalPhalanxOutlineAgeGroup,ECG5000,CinC_ECG_torso,UWaveGestureLibraryAll,Ham,synthetic_control,ElectricDevices,Cricket_Y,DistalPhalanxOutlineCorrect,Meat,Worms,uWaveGestureLibrary_Z,RefrigerationDevices,ScreenType,InlineSkate,Computers,Symbols,LargeKitchenAppliances,Beef,ItalyPowerDemand,ECGFiveDays,ArrowHead,Two_Patterns,SonyAIBORobotSurfaceII,FordA,SmallKitchenAppliances,Coffee,Wine,wafer,MoteStrain,TwoLeadECG,FordB,ECG200,ToeSegmentation1,SonyAIBORobotSurface,HandOutlines,Trace,ToeSegmentation2,Earthquakes,OSULeaf,Adiac,ShapeletSim,SwedishLeaf,yoga,BirdChicken,BeetleFly,DiatomSizeReduction,Car,FISH,Plane,Herring,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
Ham,MedicalImages,MiddlePhalanxTW,InsectWingbeatSound,ChlorineConcentration,Cricket_X,MiddlePhalanxOutlineAgeGroup,FaceAll,ProximalPhalanxTW,ProximalPhalanxOutlineAgeGroup,Lighting7,ShapesAll,MiddlePhalanxOutlineCorrect,Phoneme,DistalPhalanxTW,CBF,DistalPhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,uWaveGestureLibrary_X,50words,WordsSynonyms,Cricket_Z,Lighting2,uWaveGestureLibrary_Y,ScreenType,InlineSkate,Computers,RefrigerationDevices,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,ElectricDevices,Cricket_Y,MALLAT,UWaveGestureLibraryAll,Symbols,ECG5000,FacesUCR,OliveOil,LargeKitchenAppliances,CinC_ECG_torso,ItalyPowerDemand,uWaveGestureLibrary_Z,ECGFiveDays,Gun_Point,synthetic_control,Worms,SonyAIBORobotSurfaceII,Two_Patterns,FordA,Strawberry,SmallKitchenAppliances,MoteStrain,TwoLeadECG,FordB,WormsTwoClass,Meat,ECG200,ToeSegmentation1,SonyAIBORobotSurface,Beef,ToeSegmentation2,wafer,Trace,ArrowHead,Earthquakes,OSULeaf,Coffee,Wine,Adiac,ShapeletSim,SwedishLeaf,HandOutlines,yoga,BirdChicken,BeetleFly,DiatomSizeReduction,Car,FISH,Plane,Herring,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
HandOutlines,Phoneme,FacesUCR,50words,ArrowHead,Beef,Wine,Coffee,WordsSynonyms,Worms,Meat,ECG5000,MedicalImages,FaceAll,uWaveGestureLibrary_Y,WormsTwoClass,MALLAT,Lighting7,OliveOil,synthetic_control,ProximalPhalanxTW,Strawberry,ShapesAll,MiddlePhalanxTW,CBF,DistalPhalanxTW,Cricket_Y,Cricket_X,ProximalPhalanxOutlineAgeGroup,Gun_Point,InsectWingbeatSound,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,Cricket_Z,uWaveGestureLibrary_X,CinC_ECG_torso,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,DistalPhalanxOutlineAgeGroup,ElectricDevices,UWaveGestureLibraryAll,Lighting2,uWaveGestureLibrary_Z,MiddlePhalanxOutlineCorrect,ScreenType,InlineSkate,Ham,DistalPhalanxOutlineCorrect,Symbols,LargeKitchenAppliances,RefrigerationDevices,Computers,Two_Patterns,SmallKitchenAppliances,ItalyPowerDemand,ECGFiveDays,wafer,SonyAIBORobotSurfaceII,FordA,MoteStrain,TwoLeadECG,FordB,Trace,ECG200,ToeSegmentation1,SonyAIBORobotSurface,OSULeaf,ToeSegmentation2,Earthquakes,Adiac,SwedishLeaf,ShapeletSim,DiatomSizeReduction,Car,yoga,BirdChicken,BeetleFly,FISH,Plane,Haptics,Herring,FaceFour,NonInvasiveFatalECG_Thorax2
Haptics,Adiac,ShapesAll,SwedishLeaf,Phoneme,Cricket_Z,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Cricket_Y,Cricket_X,InsectWingbeatSound,WordsSynonyms,FaceAll,50words,MedicalImages,FacesUCR,uWaveGestureLibrary_Y,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_X,ECG5000,MALLAT,ElectricDevices,Lighting7,InlineSkate,Worms,synthetic_control,Beef,FISH,Plane,ProximalPhalanxTW,ArrowHead,DistalPhalanxTW,MiddlePhalanxTW,Symbols,Meat,HandOutlines,OliveOil,OSULeaf,Wine,Coffee,CinC_ECG_torso,CBF,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,WormsTwoClass,DistalPhalanxOutlineAgeGroup,ScreenType,Two_Patterns,Strawberry,RefrigerationDevices,LargeKitchenAppliances,Gun_Point,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,Lighting2,MiddlePhalanxOutlineCorrect,SmallKitchenAppliances,Ham,DistalPhalanxOutlineCorrect,Trace,Computers,ItalyPowerDemand,ECGFiveDays,FordA,TwoLeadECG,FordB,SonyAIBORobotSurfaceII,ECG200,SonyAIBORobotSurface,Car,MoteStrain,DiatomSizeReduction,wafer,ToeSegmentation1,ToeSegmentation2,ShapeletSim,yoga,BirdChicken,Earthquakes,BeetleFly,FaceFour
Herring,SwedishLeaf,FISH,Symbols,Adiac,Phoneme,DiatomSizeReduction,OSULeaf,Car,Plane,FaceFour,NonInvasiveFatalECG_Thorax2,synthetic_control,yoga,Cricket_Z,ShapeletSim,NonInvasiveFatalECG_Thorax1,RefrigerationDevices,Cricket_X,uWaveGestureLibrary_Y,Trace,Cricket_Y,UWaveGestureLibraryAll,ElectricDevices,uWaveGestureLibrary_Z,uWaveGestureLibrary_X,Worms,ToeSegmentation2,SmallKitchenAppliances,ToeSegmentation1,FacesUCR,InlineSkate,SonyAIBORobotSurface,Two_Patterns,ECG200,CinC_ECG_torso,MoteStrain,LargeKitchenAppliances,wafer,DistalPhalanxTW,FordB,TwoLeadECG,FaceAll,SonyAIBORobotSurfaceII,InsectWingbeatSound,ScreenType,ECG5000,FordA,DistalPhalanxOutlineAgeGroup,ProximalPhalanxTW,MiddlePhalanxTW,MedicalImages,Lighting7,ECGFiveDays,ItalyPowerDemand,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,CBF,50words,WordsSynonyms,Computers,MALLAT,DistalPhalanxOutlineCorrect,OliveOil,Ham,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Gun_Point,Meat,Strawberry,Beef,WormsTwoClass,ArrowHead,Coffee,Wine,HandOutlines,Haptics,ShapesAll,BirdChicken,BeetleFly
InlineSkate,Phoneme,DistalPhalanxTW,ElectricDevices,uWaveGestureLibrary_X,LargeKitchenAppliances,InsectWingbeatSound,FaceAll,Cricket_Y,Cricket_X,UWaveGestureLibraryAll,ShapesAll,Two_Patterns,ScreenType,uWaveGestureLibrary_Z,Cricket_Z,uWaveGestureLibrary_Y,CinC_ECG_torso,MedicalImages,ProximalPhalanxTW,MiddlePhalanxTW,SmallKitchenAppliances,Lighting7,Symbols,DistalPhalanxOutlineAgeGroup,FordA,ECGFiveDays,ECG5000,TwoLeadECG,ItalyPowerDemand,FordB,MiddlePhalanxOutlineAgeGroup,50words,WordsSynonyms,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,Worms,Computers,CBF,RefrigerationDevices,SonyAIBORobotSurface,FacesUCR,ECG200,DistalPhalanxOutlineCorrect,MALLAT,Ham,synthetic_control,OliveOil,MiddlePhalanxOutlineCorrect,SonyAIBORobotSurfaceII,Trace,Lighting2,PhalangesOutlinesCorrect,MoteStrain,ProximalPhalanxOutlineCorrect,Gun_Point,ToeSegmentation1,Strawberry,ToeSegmentation2,Meat,Adiac,OSULeaf,wafer,WormsTwoClass,yoga,Beef,SwedishLeaf,ShapeletSim,ArrowHead,Car,DiatomSizeReduction,BirdChicken,BeetleFly,FISH,Earthquakes,Coffee,Wine,Plane,Herring,HandOutlines,NonInvasiveFatalECG_Thorax2,FaceFour,NonInvasiveFatalECG_Thorax1
