,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61,K_62,K_63,K_64,K_65,K_66,K_67,K_68,K_69,K_70,K_71,K_72,K_73,K_74,K_75,K_76,K_77,K_78,K_79,K_80,K_81,K_82
FordA,50words,ShapesAll,WordsSynonyms,Phoneme,Adiac,FaceAll,Cricket_X,Cricket_Z,MedicalImages,InsectWingbeatSound,FacesUCR,Cricket_Y,MALLAT,Lighting7,uWaveGestureLibrary_Y,uWaveGestureLibrary_X,MiddlePhalanxTW,SwedishLeaf,ProximalPhalanxTW,synthetic_control,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,NonInvasiveFatalECG_Thorax2,ElectricDevices,Trace,OliveOil,DistalPhalanxTW,NonInvasiveFatalECG_Thorax1,Worms,InlineSkate,ChlorineConcentration,OSULeaf,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,CBF,Symbols,Beef,ECG5000,DistalPhalanxOutlineAgeGroup,Car,Meat,CinC_ECG_torso,Plane,PhalangesOutlinesCorrect,Lighting2,FISH,ProximalPhalanxOutlineCorrect,DiatomSizeReduction,MiddlePhalanxOutlineCorrect,SonyAIBORobotSurfaceII,ScreenType,Ham,Gun_Point,DistalPhalanxOutlineCorrect,MoteStrain,Strawberry,RefrigerationDevices,SonyAIBORobotSurface,wafer,WormsTwoClass,yoga,BirdChicken,SmallKitchenAppliances,Computers,ECG200,BeetleFly,ToeSegmentation1,ArrowHead,Earthquakes,ToeSegmentation2,ItalyPowerDemand,Two_Patterns,Coffee,LargeKitchenAppliances,ECGFiveDays,Wine,TwoLeadECG,FaceFour,Herring,Haptics,HandOutlines,FordB
FordB,ShapesAll,50words,Phoneme,WordsSynonyms,Adiac,FaceAll,Cricket_X,InsectWingbeatSound,Cricket_Z,MedicalImages,Cricket_Y,FacesUCR,MALLAT,uWaveGestureLibrary_X,Lighting7,uWaveGestureLibrary_Y,MiddlePhalanxTW,ProximalPhalanxTW,SwedishLeaf,synthetic_control,ElectricDevices,DistalPhalanxTW,InlineSkate,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,Trace,NonInvasiveFatalECG_Thorax2,OliveOil,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,NonInvasiveFatalECG_Thorax1,ProximalPhalanxOutlineAgeGroup,CBF,DistalPhalanxOutlineAgeGroup,Worms,ScreenType,Symbols,OSULeaf,ECG5000,Car,CinC_ECG_torso,FISH,Ham,MiddlePhalanxOutlineCorrect,MoteStrain,Lighting2,DistalPhalanxOutlineCorrect,DiatomSizeReduction,RefrigerationDevices,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Plane,SonyAIBORobotSurfaceII,LargeKitchenAppliances,Computers,SmallKitchenAppliances,Gun_Point,ToeSegmentation1,yoga,Meat,wafer,Strawberry,BirdChicken,BeetleFly,WormsTwoClass,Beef,Earthquakes,ToeSegmentation2,ItalyPowerDemand,ECGFiveDays,SonyAIBORobotSurface,ECG200,Two_Patterns,ArrowHead,FaceFour,Herring,Haptics,Coffee,Wine,HandOutlines,TwoLeadECG,FordA
Gun_Point,ShapesAll,Phoneme,Adiac,50words,WordsSynonyms,Cricket_Y,Cricket_Z,FacesUCR,Cricket_X,InsectWingbeatSound,FaceAll,MedicalImages,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,SwedishLeaf,InlineSkate,ElectricDevices,synthetic_control,DistalPhalanxTW,Beef,NonInvasiveFatalECG_Thorax2,MiddlePhalanxTW,Lighting7,Trace,NonInvasiveFatalECG_Thorax1,Worms,OSULeaf,Symbols,ProximalPhalanxTW,Two_Patterns,ECG5000,CinC_ECG_torso,LargeKitchenAppliances,SmallKitchenAppliances,Car,ArrowHead,ScreenType,Meat,FISH,Plane,DiatomSizeReduction,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,RefrigerationDevices,HandOutlines,SonyAIBORobotSurface,ShapeletSim,ToeSegmentation1,FordA,Coffee,ECG200,ECGFiveDays,Wine,ToeSegmentation2,MoteStrain,ItalyPowerDemand,Computers,FordB,yoga,TwoLeadECG,SonyAIBORobotSurfaceII,ProximalPhalanxOutlineAgeGroup,BirdChicken,CBF,DistalPhalanxOutlineCorrect,Ham,MALLAT,WormsTwoClass,BeetleFly,wafer,MiddlePhalanxOutlineCorrect,Earthquakes,Lighting2,FaceFour,PhalangesOutlinesCorrect,Strawberry,Herring,ProximalPhalanxOutlineCorrect,Haptics
Ham,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,FacesUCR,Cricket_Y,Cricket_Z,FaceAll,Cricket_X,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,SwedishLeaf,MALLAT,uWaveGestureLibrary_Y,ElectricDevices,uWaveGestureLibrary_X,InlineSkate,NonInvasiveFatalECG_Thorax2,Beef,synthetic_control,InsectWingbeatSound,Worms,NonInvasiveFatalECG_Thorax1,DistalPhalanxTW,Trace,OSULeaf,Lighting7,Two_Patterns,MedicalImages,CinC_ECG_torso,ECG5000,OliveOil,Symbols,ProximalPhalanxTW,Meat,ArrowHead,Car,SmallKitchenAppliances,Plane,FISH,LargeKitchenAppliances,DiatomSizeReduction,ScreenType,SonyAIBORobotSurface,Coffee,ShapeletSim,Wine,MiddlePhalanxTW,ECG200,WormsTwoClass,HandOutlines,wafer,FordB,yoga,TwoLeadECG,ToeSegmentation2,FordA,Strawberry,ToeSegmentation1,Gun_Point,ECGFiveDays,BirdChicken,RefrigerationDevices,DistalPhalanxOutlineAgeGroup,ItalyPowerDemand,CBF,MoteStrain,BeetleFly,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,ProximalPhalanxOutlineAgeGroup,Computers,SonyAIBORobotSurfaceII,FaceFour,Lighting2,Herring,MiddlePhalanxOutlineAgeGroup,Haptics,DistalPhalanxOutlineCorrect,Earthquakes,MiddlePhalanxOutlineCorrect
HandOutlines,50words,ShapesAll,Phoneme,WordsSynonyms,FaceAll,Adiac,InsectWingbeatSound,Cricket_X,MedicalImages,FacesUCR,MALLAT,Cricket_Y,Cricket_Z,Lighting7,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,UWaveGestureLibraryAll,ProximalPhalanxTW,MiddlePhalanxTW,uWaveGestureLibrary_Z,InlineSkate,ElectricDevices,DistalPhalanxTW,OliveOil,ECG5000,synthetic_control,SwedishLeaf,CinC_ECG_torso,Worms,CBF,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,Symbols,Two_Patterns,DistalPhalanxOutlineAgeGroup,Beef,Meat,ScreenType,Trace,LargeKitchenAppliances,Strawberry,Gun_Point,OSULeaf,ProximalPhalanxOutlineCorrect,SmallKitchenAppliances,PhalangesOutlinesCorrect,NonInvasiveFatalECG_Thorax2,Lighting2,RefrigerationDevices,MiddlePhalanxOutlineCorrect,WormsTwoClass,Ham,DistalPhalanxOutlineCorrect,Computers,NonInvasiveFatalECG_Thorax1,wafer,ItalyPowerDemand,ECGFiveDays,SonyAIBORobotSurfaceII,FordA,MoteStrain,Car,ToeSegmentation1,FordB,TwoLeadECG,SonyAIBORobotSurface,ECG200,DiatomSizeReduction,FISH,Plane,ToeSegmentation2,ArrowHead,ShapeletSim,Earthquakes,yoga,Coffee,Wine,BirdChicken,BeetleFly,Haptics,FaceFour
Haptics,50words,WordsSynonyms,Phoneme,ShapesAll,FacesUCR,FaceAll,MALLAT,MedicalImages,InsectWingbeatSound,Cricket_X,Beef,Cricket_Y,Lighting7,Cricket_Z,uWaveGestureLibrary_Y,Adiac,ProximalPhalanxTW,MiddlePhalanxTW,uWaveGestureLibrary_X,ECG5000,OliveOil,DistalPhalanxTW,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,InlineSkate,ElectricDevices,ArrowHead,Meat,Worms,synthetic_control,CinC_ECG_torso,CBF,Wine,Coffee,ProximalPhalanxOutlineAgeGroup,WormsTwoClass,HandOutlines,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,Strawberry,DistalPhalanxOutlineAgeGroup,Gun_Point,Two_Patterns,ScreenType,ProximalPhalanxOutlineCorrect,Symbols,PhalangesOutlinesCorrect,NonInvasiveFatalECG_Thorax2,Lighting2,LargeKitchenAppliances,SwedishLeaf,MiddlePhalanxOutlineCorrect,Ham,NonInvasiveFatalECG_Thorax1,DistalPhalanxOutlineCorrect,RefrigerationDevices,wafer,Trace,SmallKitchenAppliances,Computers,ItalyPowerDemand,SonyAIBORobotSurfaceII,ECGFiveDays,OSULeaf,FordA,MoteStrain,TwoLeadECG,FordB,ToeSegmentation1,ECG200,SonyAIBORobotSurface,Earthquakes,ToeSegmentation2,Plane,Car,FISH,ShapeletSim,DiatomSizeReduction,yoga,BirdChicken,BeetleFly,FaceFour
Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Phoneme,50words,Adiac,Cricket_Y,Cricket_Z,Cricket_X,WordsSynonyms,uWaveGestureLibrary_Z,InsectWingbeatSound,UWaveGestureLibraryAll,FaceAll,uWaveGestureLibrary_X,InlineSkate,ElectricDevices,uWaveGestureLibrary_Y,MedicalImages,Plane,ShapesAll,synthetic_control,DistalPhalanxTW,Trace,Two_Patterns,SwedishLeaf,FacesUCR,Worms,Lighting7,MiddlePhalanxTW,FaceFour,ProximalPhalanxTW,CinC_ECG_torso,Symbols,SmallKitchenAppliances,OSULeaf,LargeKitchenAppliances,MALLAT,ScreenType,SonyAIBORobotSurface,ECG200,FordB,TwoLeadECG,ECG5000,DistalPhalanxOutlineAgeGroup,FordA,MiddlePhalanxOutlineAgeGroup,MoteStrain,ToeSegmentation1,ECGFiveDays,ItalyPowerDemand,SonyAIBORobotSurfaceII,ChlorineConcentration,ToeSegmentation2,RefrigerationDevices,ProximalPhalanxOutlineAgeGroup,ShapeletSim,yoga,Computers,CBF,Car,DistalPhalanxOutlineCorrect,Ham,DiatomSizeReduction,OliveOil,MiddlePhalanxOutlineCorrect,wafer,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Haptics,FISH,Gun_Point,Beef,Strawberry,Meat,WormsTwoClass,ArrowHead,Coffee,Wine,HandOutlines,BirdChicken,BeetleFly
InlineSkate,50words,ShapesAll,Phoneme,WordsSynonyms,Adiac,FaceAll,Cricket_X,Cricket_Z,FacesUCR,Cricket_Y,MedicalImages,InsectWingbeatSound,MALLAT,Lighting7,uWaveGestureLibrary_Z,uWaveGestureLibrary_Y,SwedishLeaf,uWaveGestureLibrary_X,UWaveGestureLibraryAll,synthetic_control,ProximalPhalanxTW,MiddlePhalanxTW,ElectricDevices,NonInvasiveFatalECG_Thorax2,Trace,OliveOil,DistalPhalanxTW,Worms,NonInvasiveFatalECG_Thorax1,OSULeaf,Beef,Symbols,ChlorineConcentration,CBF,MiddlePhalanxOutlineAgeGroup,ECG5000,ProximalPhalanxOutlineAgeGroup,CinC_ECG_torso,Car,Meat,Two_Patterns,DistalPhalanxOutlineAgeGroup,Plane,FISH,DiatomSizeReduction,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Lighting2,Gun_Point,SmallKitchenAppliances,MiddlePhalanxOutlineCorrect,SonyAIBORobotSurfaceII,ShapeletSim,Ham,Strawberry,yoga,wafer,RefrigerationDevices,ScreenType,MoteStrain,SonyAIBORobotSurface,ArrowHead,DistalPhalanxOutlineCorrect,WormsTwoClass,ECG200,BirdChicken,BeetleFly,ToeSegmentation1,ToeSegmentation2,FordB,TwoLeadECG,Computers,Coffee,ItalyPowerDemand,LargeKitchenAppliances,Wine,Earthquakes,ECGFiveDays,FordA,FaceFour,HandOutlines,Herring
InsectWingbeatSound,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,FacesUCR,Cricket_Z,Cricket_Y,FaceAll,Cricket_X,uWaveGestureLibrary_Z,MALLAT,UWaveGestureLibraryAll,SwedishLeaf,uWaveGestureLibrary_Y,MedicalImages,ElectricDevices,uWaveGestureLibrary_X,synthetic_control,NonInvasiveFatalECG_Thorax2,InlineSkate,Beef,Lighting7,Worms,NonInvasiveFatalECG_Thorax1,Trace,OSULeaf,DistalPhalanxTW,OliveOil,Two_Patterns,ProximalPhalanxTW,CinC_ECG_torso,ECG5000,Symbols,Meat,MiddlePhalanxTW,Car,SmallKitchenAppliances,ArrowHead,Plane,FISH,DiatomSizeReduction,LargeKitchenAppliances,SonyAIBORobotSurface,WormsTwoClass,ShapeletSim,ECG200,CBF,Strawberry,wafer,Coffee,FordB,Gun_Point,TwoLeadECG,Wine,yoga,RefrigerationDevices,ToeSegmentation2,ProximalPhalanxOutlineAgeGroup,FordA,HandOutlines,ChlorineConcentration,DistalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,BirdChicken,ToeSegmentation1,BeetleFly,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineAgeGroup,Lighting2,ScreenType,MoteStrain,ECGFiveDays,ItalyPowerDemand,MiddlePhalanxOutlineCorrect,FaceFour,Ham,Computers,DistalPhalanxOutlineCorrect,Herring,Earthquakes
ItalyPowerDemand,50words,ShapesAll,Phoneme,WordsSynonyms,Adiac,FaceAll,Cricket_X,Cricket_Z,FacesUCR,Cricket_Y,MedicalImages,MALLAT,InsectWingbeatSound,uWaveGestureLibrary_Y,Lighting7,uWaveGestureLibrary_Z,SwedishLeaf,uWaveGestureLibrary_X,synthetic_control,UWaveGestureLibraryAll,ElectricDevices,MiddlePhalanxTW,ProximalPhalanxTW,NonInvasiveFatalECG_Thorax2,Trace,InlineSkate,DistalPhalanxTW,Worms,OliveOil,NonInvasiveFatalECG_Thorax1,OSULeaf,Beef,Symbols,ChlorineConcentration,ECG5000,CinC_ECG_torso,Meat,CBF,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,Car,DistalPhalanxOutlineAgeGroup,Plane,FISH,DiatomSizeReduction,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Lighting2,SmallKitchenAppliances,ShapeletSim,Gun_Point,Two_Patterns,RefrigerationDevices,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineCorrect,Strawberry,WormsTwoClass,SonyAIBORobotSurface,wafer,Ham,ArrowHead,MoteStrain,yoga,ECG200,LargeKitchenAppliances,BirdChicken,ScreenType,DistalPhalanxOutlineCorrect,ToeSegmentation1,BeetleFly,ToeSegmentation2,Computers,FordB,TwoLeadECG,Coffee,Wine,Earthquakes,FordA,HandOutlines,ECGFiveDays,FaceFour,Herring
LargeKitchenAppliances,50words,ShapesAll,WordsSynonyms,Phoneme,Adiac,FaceAll,FacesUCR,Cricket_X,Cricket_Z,MedicalImages,Cricket_Y,MALLAT,InsectWingbeatSound,Lighting7,uWaveGestureLibrary_Z,SwedishLeaf,uWaveGestureLibrary_Y,NonInvasiveFatalECG_Thorax2,UWaveGestureLibraryAll,synthetic_control,ProximalPhalanxTW,MiddlePhalanxTW,uWaveGestureLibrary_X,NonInvasiveFatalECG_Thorax1,Trace,OliveOil,ElectricDevices,Worms,Beef,OSULeaf,DistalPhalanxTW,Symbols,ChlorineConcentration,CBF,ECG5000,ProximalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,InlineSkate,Meat,Plane,Car,FISH,DiatomSizeReduction,CinC_ECG_torso,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Lighting2,DistalPhalanxOutlineAgeGroup,Gun_Point,Two_Patterns,SonyAIBORobotSurfaceII,SonyAIBORobotSurface,MiddlePhalanxOutlineCorrect,ArrowHead,Strawberry,ShapeletSim,Ham,wafer,WormsTwoClass,ECG200,yoga,MoteStrain,DistalPhalanxOutlineCorrect,BirdChicken,Coffee,BeetleFly,Wine,FordB,TwoLeadECG,Earthquakes,ToeSegmentation2,ToeSegmentation1,ItalyPowerDemand,FaceFour,ECGFiveDays,HandOutlines,Herring,FordA,Haptics,ScreenType,Computers,RefrigerationDevices
Lighting2,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,FacesUCR,Cricket_Y,Cricket_Z,FaceAll,Cricket_X,uWaveGestureLibrary_Z,SwedishLeaf,uWaveGestureLibrary_Y,InsectWingbeatSound,UWaveGestureLibraryAll,InlineSkate,uWaveGestureLibrary_X,ElectricDevices,NonInvasiveFatalECG_Thorax2,synthetic_control,Beef,MALLAT,MedicalImages,DistalPhalanxTW,Worms,NonInvasiveFatalECG_Thorax1,Trace,OSULeaf,Two_Patterns,ECG5000,Symbols,CinC_ECG_torso,Lighting7,ProximalPhalanxTW,MiddlePhalanxTW,ArrowHead,Car,Meat,SmallKitchenAppliances,LargeKitchenAppliances,Plane,FISH,DiatomSizeReduction,OliveOil,ScreenType,Coffee,HandOutlines,ShapeletSim,Wine,SonyAIBORobotSurface,ECG200,FordA,FordB,TwoLeadECG,ToeSegmentation1,ToeSegmentation2,WormsTwoClass,yoga,DistalPhalanxOutlineAgeGroup,ECGFiveDays,wafer,ItalyPowerDemand,MoteStrain,BirdChicken,RefrigerationDevices,ProximalPhalanxOutlineAgeGroup,Strawberry,Computers,SonyAIBORobotSurfaceII,CBF,BeetleFly,MiddlePhalanxOutlineAgeGroup,Gun_Point,DistalPhalanxOutlineCorrect,FaceFour,ChlorineConcentration,Earthquakes,ProximalPhalanxOutlineCorrect,Ham,MiddlePhalanxOutlineCorrect,Herring,Haptics
Lighting7,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,FacesUCR,Cricket_Y,Cricket_Z,FaceAll,Cricket_X,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,InsectWingbeatSound,SwedishLeaf,uWaveGestureLibrary_Y,uWaveGestureLibrary_X,InlineSkate,ElectricDevices,MedicalImages,synthetic_control,NonInvasiveFatalECG_Thorax2,MALLAT,Beef,DistalPhalanxTW,Worms,NonInvasiveFatalECG_Thorax1,Trace,OSULeaf,Two_Patterns,Symbols,MiddlePhalanxTW,ECG5000,ProximalPhalanxTW,CinC_ECG_torso,ArrowHead,SmallKitchenAppliances,Car,LargeKitchenAppliances,Meat,Plane,FISH,OliveOil,DiatomSizeReduction,ScreenType,SonyAIBORobotSurface,ShapeletSim,ECG200,HandOutlines,Coffee,DistalPhalanxOutlineAgeGroup,Wine,FordA,ToeSegmentation2,FordB,TwoLeadECG,RefrigerationDevices,ToeSegmentation1,yoga,ProximalPhalanxOutlineAgeGroup,ECGFiveDays,CBF,WormsTwoClass,ItalyPowerDemand,wafer,MoteStrain,BirdChicken,MiddlePhalanxOutlineAgeGroup,SonyAIBORobotSurfaceII,ChlorineConcentration,BeetleFly,Computers,Strawberry,Gun_Point,DistalPhalanxOutlineCorrect,Ham,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,Lighting2,MiddlePhalanxOutlineCorrect,FaceFour,Earthquakes,Herring
MALLAT,ShapesAll,Adiac,50words,NonInvasiveFatalECG_Thorax2,Cricket_Y,WordsSynonyms,Cricket_Z,FacesUCR,NonInvasiveFatalECG_Thorax1,Cricket_X,SwedishLeaf,InsectWingbeatSound,FaceAll,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,uWaveGestureLibrary_X,MedicalImages,InlineSkate,Phoneme,ElectricDevices,synthetic_control,OSULeaf,Beef,DistalPhalanxTW,Trace,Symbols,Worms,MiddlePhalanxTW,Plane,Lighting7,FISH,Two_Patterns,ECG5000,Car,ProximalPhalanxTW,DiatomSizeReduction,CinC_ECG_torso,SmallKitchenAppliances,ArrowHead,LargeKitchenAppliances,ScreenType,Meat,DistalPhalanxOutlineAgeGroup,ShapeletSim,RefrigerationDevices,yoga,MiddlePhalanxOutlineAgeGroup,HandOutlines,SonyAIBORobotSurface,ECG200,ToeSegmentation2,ChlorineConcentration,ToeSegmentation1,MoteStrain,FordA,BirdChicken,FordB,Coffee,TwoLeadECG,ECGFiveDays,Wine,SonyAIBORobotSurfaceII,ItalyPowerDemand,BeetleFly,Computers,FaceFour,ProximalPhalanxOutlineAgeGroup,CBF,DistalPhalanxOutlineCorrect,wafer,Ham,Earthquakes,MiddlePhalanxOutlineCorrect,WormsTwoClass,Haptics,Herring,Lighting2,PhalangesOutlinesCorrect,OliveOil,ProximalPhalanxOutlineCorrect,Strawberry
Meat,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,FaceAll,Cricket_X,InsectWingbeatSound,Cricket_Z,Cricket_Y,MedicalImages,uWaveGestureLibrary_X,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,FacesUCR,InlineSkate,MALLAT,ElectricDevices,Lighting7,uWaveGestureLibrary_Y,MiddlePhalanxTW,ProximalPhalanxTW,DistalPhalanxTW,SwedishLeaf,Worms,synthetic_control,ECG5000,NonInvasiveFatalECG_Thorax2,CinC_ECG_torso,Symbols,Two_Patterns,Trace,Beef,OliveOil,OSULeaf,ChlorineConcentration,NonInvasiveFatalECG_Thorax1,MiddlePhalanxOutlineAgeGroup,ScreenType,DistalPhalanxOutlineAgeGroup,LargeKitchenAppliances,ProximalPhalanxOutlineAgeGroup,CBF,SmallKitchenAppliances,ArrowHead,RefrigerationDevices,Car,Plane,FISH,Ham,HandOutlines,DiatomSizeReduction,MiddlePhalanxOutlineCorrect,DistalPhalanxOutlineCorrect,Computers,ECGFiveDays,Lighting2,ItalyPowerDemand,SonyAIBORobotSurfaceII,FordA,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,MoteStrain,SonyAIBORobotSurface,ToeSegmentation1,ECG200,FordB,TwoLeadECG,Gun_Point,ToeSegmentation2,ShapeletSim,Wine,Coffee,yoga,Strawberry,wafer,BirdChicken,Earthquakes,BeetleFly,FaceFour,WormsTwoClass,Herring
MedicalImages,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,FacesUCR,Cricket_Y,Cricket_Z,FaceAll,Cricket_X,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,SwedishLeaf,uWaveGestureLibrary_Y,InsectWingbeatSound,uWaveGestureLibrary_X,MALLAT,ElectricDevices,InlineSkate,synthetic_control,NonInvasiveFatalECG_Thorax2,Worms,DistalPhalanxTW,Beef,Lighting7,NonInvasiveFatalECG_Thorax1,Trace,OSULeaf,Two_Patterns,ProximalPhalanxTW,ECG5000,CinC_ECG_torso,Symbols,OliveOil,MiddlePhalanxTW,SmallKitchenAppliances,Car,ArrowHead,LargeKitchenAppliances,Meat,Plane,FISH,DiatomSizeReduction,ScreenType,SonyAIBORobotSurface,ECG200,ShapeletSim,HandOutlines,DistalPhalanxOutlineAgeGroup,FordA,FordB,TwoLeadECG,ToeSegmentation2,ToeSegmentation1,Coffee,CBF,yoga,Wine,wafer,WormsTwoClass,RefrigerationDevices,ECGFiveDays,ProximalPhalanxOutlineAgeGroup,Strawberry,ItalyPowerDemand,BirdChicken,MoteStrain,Gun_Point,SonyAIBORobotSurfaceII,BeetleFly,Computers,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,ChlorineConcentration,Lighting2,DistalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,FaceFour,Ham,Earthquakes,Herring
MiddlePhalanxOutlineAgeGroup,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,FacesUCR,Cricket_Y,Cricket_Z,FaceAll,Cricket_X,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,MALLAT,SwedishLeaf,ElectricDevices,InlineSkate,uWaveGestureLibrary_X,ProximalPhalanxTW,MiddlePhalanxTW,DistalPhalanxTW,Beef,synthetic_control,InsectWingbeatSound,NonInvasiveFatalECG_Thorax2,Worms,Trace,MedicalImages,NonInvasiveFatalECG_Thorax1,Two_Patterns,OSULeaf,Lighting7,CinC_ECG_torso,ECG5000,OliveOil,Symbols,Meat,ProximalPhalanxOutlineAgeGroup,ArrowHead,DistalPhalanxOutlineAgeGroup,SmallKitchenAppliances,Car,LargeKitchenAppliances,Plane,FISH,DiatomSizeReduction,SonyAIBORobotSurface,DistalPhalanxOutlineCorrect,ScreenType,PhalangesOutlinesCorrect,WormsTwoClass,ECG200,ProximalPhalanxOutlineCorrect,Coffee,FordB,TwoLeadECG,ShapeletSim,Wine,FordA,Strawberry,wafer,ToeSegmentation2,HandOutlines,ToeSegmentation1,yoga,MiddlePhalanxOutlineCorrect,Gun_Point,ECGFiveDays,BirdChicken,RefrigerationDevices,ItalyPowerDemand,MoteStrain,BeetleFly,CBF,SonyAIBORobotSurfaceII,Computers,FaceFour,Lighting2,ChlorineConcentration,Herring,Haptics,Earthquakes
MiddlePhalanxOutlineCorrect,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,FacesUCR,Cricket_Y,Cricket_Z,FaceAll,Cricket_X,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,SwedishLeaf,InlineSkate,ElectricDevices,MALLAT,uWaveGestureLibrary_X,ProximalPhalanxTW,InsectWingbeatSound,MiddlePhalanxTW,DistalPhalanxTW,Beef,synthetic_control,NonInvasiveFatalECG_Thorax2,Worms,MedicalImages,Trace,NonInvasiveFatalECG_Thorax1,Two_Patterns,OSULeaf,ECG5000,CinC_ECG_torso,Lighting7,Symbols,Meat,OliveOil,ProximalPhalanxOutlineAgeGroup,SmallKitchenAppliances,ArrowHead,DistalPhalanxOutlineAgeGroup,LargeKitchenAppliances,Car,MiddlePhalanxOutlineAgeGroup,Plane,FISH,DiatomSizeReduction,ScreenType,SonyAIBORobotSurface,DistalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,WormsTwoClass,ECG200,ProximalPhalanxOutlineCorrect,Coffee,FordA,FordB,Wine,TwoLeadECG,ShapeletSim,ToeSegmentation2,HandOutlines,wafer,ToeSegmentation1,Strawberry,yoga,ECGFiveDays,ItalyPowerDemand,RefrigerationDevices,BirdChicken,MoteStrain,Gun_Point,CBF,BeetleFly,Computers,SonyAIBORobotSurfaceII,FaceFour,ChlorineConcentration,Lighting2,Earthquakes,Herring,Haptics
