,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61,K_62,K_63,K_64,K_65,K_66,K_67,K_68,K_69,K_70,K_71,K_72,K_73,K_74,K_75,K_76,K_77,K_78,K_79,K_80,K_81,K_82
UWaveGestureLibraryAll,ShapesAll,Phoneme,50words,Cricket_Y,InsectWingbeatSound,Cricket_X,Adiac,Cricket_Z,FaceAll,WordsSynonyms,uWaveGestureLibrary_X,MedicalImages,InlineSkate,uWaveGestureLibrary_Z,ElectricDevices,uWaveGestureLibrary_Y,DistalPhalanxTW,MiddlePhalanxTW,Lighting7,ProximalPhalanxTW,Trace,synthetic_control,Symbols,CinC_ECG_torso,ScreenType,LargeKitchenAppliances,Worms,FacesUCR,Two_Patterns,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,SmallKitchenAppliances,ChlorineConcentration,SwedishLeaf,MALLAT,SonyAIBORobotSurface,ECG5000,ProximalPhalanxOutlineAgeGroup,OSULeaf,Computers,SonyAIBORobotSurfaceII,ECG200,MoteStrain,CBF,RefrigerationDevices,DistalPhalanxOutlineCorrect,ECGFiveDays,ItalyPowerDemand,FordB,Ham,FordA,TwoLeadECG,MiddlePhalanxOutlineCorrect,ToeSegmentation1,ShapeletSim,ToeSegmentation2,Car,Lighting2,Earthquakes,BeetleFly,OliveOil,DiatomSizeReduction,BirdChicken,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,yoga,FISH,wafer,Gun_Point,Plane,Strawberry,Meat,WormsTwoClass,Haptics,Herring,Beef,ArrowHead,Coffee,Wine,NonInvasiveFatalECG_Thorax2,HandOutlines,FaceFour
Wine,Strawberry,50words,WordsSynonyms,Phoneme,FaceAll,FacesUCR,MALLAT,MedicalImages,Lighting7,OliveOil,ShapesAll,InsectWingbeatSound,ProximalPhalanxTW,Cricket_X,MiddlePhalanxTW,uWaveGestureLibrary_Y,Meat,DistalPhalanxTW,Cricket_Y,WormsTwoClass,Worms,ECG5000,Gun_Point,CBF,uWaveGestureLibrary_X,HandOutlines,ProximalPhalanxOutlineAgeGroup,Cricket_Z,synthetic_control,CinC_ECG_torso,ChlorineConcentration,ElectricDevices,ProximalPhalanxOutlineCorrect,UWaveGestureLibraryAll,MiddlePhalanxOutlineAgeGroup,PhalangesOutlinesCorrect,uWaveGestureLibrary_Z,InlineSkate,wafer,Lighting2,Beef,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,Ham,DistalPhalanxOutlineCorrect,ScreenType,RefrigerationDevices,ArrowHead,Computers,Symbols,LargeKitchenAppliances,SonyAIBORobotSurfaceII,Two_Patterns,ItalyPowerDemand,ECGFiveDays,Earthquakes,MoteStrain,SmallKitchenAppliances,FordA,ToeSegmentation1,Adiac,Trace,TwoLeadECG,FordB,ToeSegmentation2,ECG200,SonyAIBORobotSurface,Coffee,OSULeaf,ShapeletSim,SwedishLeaf,BeetleFly,yoga,BirdChicken,Car,DiatomSizeReduction,Plane,FISH,Haptics,Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
WordsSynonyms,Phoneme,FaceAll,ShapesAll,InsectWingbeatSound,MedicalImages,FacesUCR,Cricket_X,MALLAT,Lighting7,MiddlePhalanxTW,ProximalPhalanxTW,Cricket_Y,uWaveGestureLibrary_X,DistalPhalanxTW,Cricket_Z,uWaveGestureLibrary_Y,InlineSkate,ElectricDevices,UWaveGestureLibraryAll,Beef,OliveOil,uWaveGestureLibrary_Z,ChlorineConcentration,ECG5000,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,CBF,DistalPhalanxOutlineAgeGroup,CinC_ECG_torso,synthetic_control,ScreenType,Worms,Meat,ArrowHead,Ham,MiddlePhalanxOutlineCorrect,Lighting2,DistalPhalanxOutlineCorrect,LargeKitchenAppliances,ProximalPhalanxOutlineCorrect,Gun_Point,PhalangesOutlinesCorrect,Symbols,Strawberry,Two_Patterns,RefrigerationDevices,Computers,WormsTwoClass,Adiac,Coffee,Wine,ItalyPowerDemand,ECGFiveDays,SonyAIBORobotSurfaceII,SmallKitchenAppliances,HandOutlines,FordA,MoteStrain,wafer,Earthquakes,Trace,ToeSegmentation1,TwoLeadECG,FordB,ToeSegmentation2,ECG200,SonyAIBORobotSurface,OSULeaf,SwedishLeaf,ShapeletSim,yoga,BeetleFly,BirdChicken,Car,DiatomSizeReduction,Plane,FISH,NonInvasiveFatalECG_Thorax2,Haptics,NonInvasiveFatalECG_Thorax1,Herring,FaceFour
Worms,50words,ShapesAll,Phoneme,WordsSynonyms,FaceAll,FacesUCR,Cricket_Y,InsectWingbeatSound,Cricket_X,Adiac,MedicalImages,Cricket_Z,MALLAT,uWaveGestureLibrary_Y,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,uWaveGestureLibrary_X,Lighting7,InlineSkate,ElectricDevices,DistalPhalanxTW,MiddlePhalanxTW,ProximalPhalanxTW,Beef,synthetic_control,ECG5000,OliveOil,CinC_ECG_torso,Meat,Two_Patterns,Symbols,CBF,LargeKitchenAppliances,ProximalPhalanxOutlineAgeGroup,Trace,ScreenType,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,Strawberry,ChlorineConcentration,SmallKitchenAppliances,ArrowHead,SwedishLeaf,Gun_Point,OSULeaf,wafer,RefrigerationDevices,FordA,ECG200,ProximalPhalanxOutlineCorrect,TwoLeadECG,ECGFiveDays,SonyAIBORobotSurfaceII,ItalyPowerDemand,PhalangesOutlinesCorrect,Coffee,FordB,Lighting2,Computers,MiddlePhalanxOutlineCorrect,Wine,DistalPhalanxOutlineCorrect,Ham,SonyAIBORobotSurface,ToeSegmentation2,ToeSegmentation1,MoteStrain,ShapeletSim,Car,yoga,DiatomSizeReduction,Earthquakes,BirdChicken,BeetleFly,Plane,FISH,HandOutlines,Haptics,Herring,NonInvasiveFatalECG_Thorax2,FaceFour,NonInvasiveFatalECG_Thorax1
WormsTwoClass,50words,WordsSynonyms,Phoneme,FacesUCR,FaceAll,MALLAT,MedicalImages,ShapesAll,InsectWingbeatSound,Lighting7,Cricket_X,OliveOil,Beef,ProximalPhalanxTW,MiddlePhalanxTW,uWaveGestureLibrary_X,DistalPhalanxTW,uWaveGestureLibrary_Y,Cricket_Z,ECG5000,Meat,CBF,ProximalPhalanxOutlineAgeGroup,Gun_Point,ArrowHead,Cricket_Y,ElectricDevices,UWaveGestureLibraryAll,ChlorineConcentration,Strawberry,InlineSkate,MiddlePhalanxOutlineAgeGroup,uWaveGestureLibrary_Z,ProximalPhalanxOutlineCorrect,CinC_ECG_torso,synthetic_control,PhalangesOutlinesCorrect,DistalPhalanxOutlineAgeGroup,Coffee,Lighting2,Wine,MiddlePhalanxOutlineCorrect,Ham,ScreenType,DistalPhalanxOutlineCorrect,RefrigerationDevices,wafer,LargeKitchenAppliances,Symbols,Computers,HandOutlines,SonyAIBORobotSurfaceII,Two_Patterns,ItalyPowerDemand,ECGFiveDays,Earthquakes,MoteStrain,SmallKitchenAppliances,FordA,Adiac,ToeSegmentation1,Trace,FordB,TwoLeadECG,ToeSegmentation2,ECG200,SonyAIBORobotSurface,OSULeaf,ShapeletSim,SwedishLeaf,yoga,BeetleFly,BirdChicken,Car,DiatomSizeReduction,Plane,FISH,Haptics,NonInvasiveFatalECG_Thorax2,Herring,NonInvasiveFatalECG_Thorax1,FaceFour
synthetic_control,ShapesAll,Adiac,Phoneme,50words,Cricket_Y,Cricket_Z,WordsSynonyms,uWaveGestureLibrary_Z,SwedishLeaf,Cricket_X,UWaveGestureLibraryAll,FaceAll,InsectWingbeatSound,InlineSkate,ElectricDevices,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,OSULeaf,Two_Patterns,Symbols,FacesUCR,MedicalImages,Worms,Trace,Car,DistalPhalanxTW,MALLAT,CinC_ECG_torso,FISH,DiatomSizeReduction,Lighting7,MiddlePhalanxTW,ProximalPhalanxTW,SmallKitchenAppliances,SonyAIBORobotSurface,Plane,FordB,TwoLeadECG,ECG200,LargeKitchenAppliances,ECG5000,yoga,ShapeletSim,ToeSegmentation2,Beef,ScreenType,OliveOil,FordA,RefrigerationDevices,BirdChicken,ToeSegmentation1,ItalyPowerDemand,ECGFiveDays,BeetleFly,DistalPhalanxOutlineAgeGroup,wafer,MoteStrain,SonyAIBORobotSurfaceII,NonInvasiveFatalECG_Thorax2,ProximalPhalanxOutlineAgeGroup,CBF,MiddlePhalanxOutlineAgeGroup,Computers,NonInvasiveFatalECG_Thorax1,ChlorineConcentration,ArrowHead,DistalPhalanxOutlineCorrect,Earthquakes,Strawberry,Gun_Point,Herring,Ham,Haptics,MiddlePhalanxOutlineCorrect,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Lighting2,Coffee,Wine,FaceFour,WormsTwoClass,HandOutlines
uWaveGestureLibrary_X,ShapesAll,Phoneme,50words,WordsSynonyms,Adiac,InsectWingbeatSound,Cricket_Y,Cricket_X,Cricket_Z,FaceAll,UWaveGestureLibraryAll,MedicalImages,InlineSkate,ElectricDevices,DistalPhalanxTW,Lighting7,Two_Patterns,MiddlePhalanxTW,ProximalPhalanxTW,MALLAT,CinC_ECG_torso,Symbols,FacesUCR,Worms,synthetic_control,LargeKitchenAppliances,SmallKitchenAppliances,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,ChlorineConcentration,SwedishLeaf,ScreenType,FordB,TwoLeadECG,OSULeaf,ECG5000,ProximalPhalanxOutlineAgeGroup,Trace,FordA,CBF,ItalyPowerDemand,SonyAIBORobotSurface,ECGFiveDays,ECG200,RefrigerationDevices,DistalPhalanxOutlineCorrect,Computers,Ham,OliveOil,ToeSegmentation2,MiddlePhalanxOutlineCorrect,SonyAIBORobotSurfaceII,Lighting2,MoteStrain,ToeSegmentation1,Car,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,DiatomSizeReduction,ShapeletSim,yoga,Earthquakes,Gun_Point,wafer,BirdChicken,BeetleFly,FISH,Plane,Strawberry,Meat,WormsTwoClass,Beef,Haptics,ArrowHead,Herring,Coffee,Wine,HandOutlines,uWaveGestureLibrary_Z,NonInvasiveFatalECG_Thorax2,FaceFour,NonInvasiveFatalECG_Thorax1
uWaveGestureLibrary_Y,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,Cricket_Y,FaceAll,Cricket_X,Cricket_Z,InsectWingbeatSound,UWaveGestureLibraryAll,MedicalImages,InlineSkate,ElectricDevices,FacesUCR,MALLAT,Lighting7,Two_Patterns,DistalPhalanxTW,ProximalPhalanxTW,MiddlePhalanxTW,SwedishLeaf,CinC_ECG_torso,synthetic_control,Worms,Symbols,OSULeaf,LargeKitchenAppliances,SmallKitchenAppliances,ECG5000,Trace,OliveOil,TwoLeadECG,FordB,ChlorineConcentration,DistalPhalanxOutlineAgeGroup,ScreenType,MiddlePhalanxOutlineAgeGroup,Car,ECG200,ProximalPhalanxOutlineAgeGroup,CBF,FordA,Beef,SonyAIBORobotSurface,RefrigerationDevices,ItalyPowerDemand,ECGFiveDays,DiatomSizeReduction,ToeSegmentation2,SonyAIBORobotSurfaceII,DistalPhalanxOutlineCorrect,Computers,Ham,Lighting2,MiddlePhalanxOutlineCorrect,ShapeletSim,yoga,PhalangesOutlinesCorrect,ToeSegmentation1,ProximalPhalanxOutlineCorrect,MoteStrain,Gun_Point,wafer,FISH,ArrowHead,Strawberry,BirdChicken,Plane,Earthquakes,BeetleFly,Coffee,Wine,WormsTwoClass,Meat,Haptics,HandOutlines,Herring,NonInvasiveFatalECG_Thorax2,FaceFour,NonInvasiveFatalECG_Thorax1,uWaveGestureLibrary_Z
uWaveGestureLibrary_Z,ShapesAll,Phoneme,Cricket_Y,50words,InsectWingbeatSound,Cricket_Z,Cricket_X,FaceAll,InlineSkate,UWaveGestureLibraryAll,WordsSynonyms,Adiac,MedicalImages,ElectricDevices,DistalPhalanxTW,MiddlePhalanxTW,Lighting7,ProximalPhalanxTW,Trace,Two_Patterns,synthetic_control,ScreenType,LargeKitchenAppliances,CinC_ECG_torso,Worms,Symbols,FacesUCR,SmallKitchenAppliances,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,ECG5000,ChlorineConcentration,Computers,ECGFiveDays,ItalyPowerDemand,FordA,ECG200,FordB,TwoLeadECG,MoteStrain,ProximalPhalanxOutlineAgeGroup,SonyAIBORobotSurfaceII,RefrigerationDevices,ToeSegmentation1,MALLAT,SonyAIBORobotSurface,CBF,DistalPhalanxOutlineCorrect,OSULeaf,SwedishLeaf,ToeSegmentation2,Ham,ShapeletSim,MiddlePhalanxOutlineCorrect,yoga,Lighting2,BirdChicken,BeetleFly,Earthquakes,OliveOil,wafer,Car,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,DiatomSizeReduction,Plane,Gun_Point,Strawberry,FISH,Meat,WormsTwoClass,Haptics,Beef,Herring,ArrowHead,Coffee,Wine,HandOutlines,uWaveGestureLibrary_X,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,FaceFour
wafer,ShapesAll,Adiac,50words,Phoneme,WordsSynonyms,SwedishLeaf,Cricket_Z,Cricket_Y,Cricket_X,FacesUCR,FaceAll,uWaveGestureLibrary_Z,synthetic_control,InsectWingbeatSound,MedicalImages,uWaveGestureLibrary_Y,uWaveGestureLibrary_X,UWaveGestureLibraryAll,OSULeaf,Trace,FISH,Car,ElectricDevices,MALLAT,DiatomSizeReduction,InlineSkate,Symbols,Lighting7,Worms,ProximalPhalanxTW,MiddlePhalanxTW,DistalPhalanxTW,OliveOil,ShapeletSim,Two_Patterns,SmallKitchenAppliances,BirdChicken,CinC_ECG_torso,BeetleFly,RefrigerationDevices,Meat,Beef,MoteStrain,ChlorineConcentration,Plane,ProximalPhalanxOutlineAgeGroup,CBF,MiddlePhalanxOutlineAgeGroup,ECG5000,ECG200,DistalPhalanxOutlineAgeGroup,LargeKitchenAppliances,SonyAIBORobotSurfaceII,SonyAIBORobotSurface,ScreenType,TwoLeadECG,FordB,Herring,Gun_Point,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,Lighting2,MiddlePhalanxOutlineCorrect,ToeSegmentation1,Earthquakes,Ham,FordA,WormsTwoClass,ECGFiveDays,DistalPhalanxOutlineCorrect,ItalyPowerDemand,Haptics,Computers,ToeSegmentation2,ArrowHead,Coffee,Wine,Strawberry,yoga,NonInvasiveFatalECG_Thorax2,FaceFour,HandOutlines
yoga,OSULeaf,ShapesAll,Adiac,Phoneme,SwedishLeaf,Cricket_Z,Cricket_Y,Cricket_X,FISH,uWaveGestureLibrary_Z,Trace,Car,synthetic_control,UWaveGestureLibraryAll,DiatomSizeReduction,uWaveGestureLibrary_Y,Symbols,uWaveGestureLibrary_X,ElectricDevices,InlineSkate,Worms,ShapeletSim,BirdChicken,Two_Patterns,SmallKitchenAppliances,BeetleFly,Plane,InsectWingbeatSound,FacesUCR,Herring,FaceAll,ECG200,MoteStrain,CinC_ECG_torso,SonyAIBORobotSurface,DistalPhalanxTW,RefrigerationDevices,TwoLeadECG,FordB,ToeSegmentation1,LargeKitchenAppliances,Haptics,SonyAIBORobotSurfaceII,FordA,Earthquakes,MedicalImages,NonInvasiveFatalECG_Thorax2,ScreenType,ECGFiveDays,ItalyPowerDemand,ECG5000,ToeSegmentation2,MiddlePhalanxTW,FaceFour,ProximalPhalanxTW,50words,Lighting7,DistalPhalanxOutlineAgeGroup,Computers,WordsSynonyms,NonInvasiveFatalECG_Thorax1,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,ProximalPhalanxOutlineAgeGroup,wafer,ChlorineConcentration,CBF,Ham,MiddlePhalanxOutlineCorrect,Lighting2,MALLAT,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OliveOil,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine
