,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61,K_62,K_63,K_64,K_65,K_66,K_67,K_68,K_69,K_70,K_71,K_72,K_73,K_74,K_75,K_76,K_77,K_78,K_79,K_80,K_81,K_82
FordA,Phoneme,UWaveGestureLibraryAll,Cricket_X,Two_Patterns,DistalPhalanxTW,ItalyPowerDemand,LargeKitchenAppliances,InlineSkate,Cricket_Z,uWaveGestureLibrary_Z,ECGFiveDays,SmallKitchenAppliances,TwoLeadECG,Worms,Symbols,Cricket_Y,ElectricDevices,ECG5000,uWaveGestureLibrary_X,ToeSegmentation2,ECG200,ShapesAll,CinC_ECG_torso,FaceAll,uWaveGestureLibrary_Y,RefrigerationDevices,FacesUCR,OSULeaf,ToeSegmentation1,InsectWingbeatSound,DistalPhalanxOutlineAgeGroup,ScreenType,Computers,SonyAIBORobotSurface,MiddlePhalanxTW,Lighting7,ProximalPhalanxTW,MedicalImages,DistalPhalanxOutlineCorrect,MoteStrain,SonyAIBORobotSurfaceII,ProximalPhalanxOutlineAgeGroup,synthetic_control,CBF,Earthquakes,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,MiddlePhalanxOutlineCorrect,Ham,WordsSynonyms,Trace,Lighting2,50words,BeetleFly,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,MALLAT,BirdChicken,OliveOil,Adiac,Gun_Point,Strawberry,wafer,yoga,WormsTwoClass,Plane,SwedishLeaf,Meat,DiatomSizeReduction,Car,Beef,Haptics,FISH,ArrowHead,Coffee,Wine,Herring,HandOutlines,NonInvasiveFatalECG_Thorax2,FaceFour,NonInvasiveFatalECG_Thorax1,FordB
FordB,Cricket_Y,Worms,Phoneme,Cricket_Z,TwoLeadECG,ECG200,uWaveGestureLibrary_Z,Two_Patterns,UWaveGestureLibraryAll,Cricket_X,ItalyPowerDemand,ECGFiveDays,CinC_ECG_torso,SmallKitchenAppliances,Symbols,ElectricDevices,ECG5000,OSULeaf,ToeSegmentation2,InlineSkate,ShapesAll,LargeKitchenAppliances,DistalPhalanxTW,SonyAIBORobotSurface,uWaveGestureLibrary_Y,RefrigerationDevices,uWaveGestureLibrary_X,FacesUCR,FaceAll,ToeSegmentation1,InsectWingbeatSound,DistalPhalanxOutlineAgeGroup,Computers,ScreenType,SonyAIBORobotSurfaceII,synthetic_control,Lighting7,ProximalPhalanxTW,DistalPhalanxOutlineCorrect,MoteStrain,MiddlePhalanxTW,MedicalImages,Trace,ProximalPhalanxOutlineAgeGroup,CBF,Earthquakes,MiddlePhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,Ham,ChlorineConcentration,BeetleFly,Lighting2,50words,BirdChicken,WordsSynonyms,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,Adiac,MALLAT,Gun_Point,OliveOil,wafer,yoga,Strawberry,Plane,SwedishLeaf,WormsTwoClass,DiatomSizeReduction,Car,Meat,Haptics,FISH,Beef,Herring,ArrowHead,Coffee,Wine,NonInvasiveFatalECG_Thorax2,HandOutlines,FaceFour,NonInvasiveFatalECG_Thorax1,FordA
Gun_Point,MALLAT,50words,WordsSynonyms,FacesUCR,Phoneme,OliveOil,ProximalPhalanxOutlineAgeGroup,ShapesAll,Worms,MedicalImages,FaceAll,CBF,ProximalPhalanxOutlineCorrect,Lighting7,CinC_ECG_torso,ProximalPhalanxTW,uWaveGestureLibrary_Z,MiddlePhalanxTW,DistalPhalanxTW,Strawberry,UWaveGestureLibraryAll,PhalangesOutlinesCorrect,Cricket_Z,Lighting2,Cricket_X,ElectricDevices,wafer,uWaveGestureLibrary_X,InsectWingbeatSound,ECG5000,uWaveGestureLibrary_Y,MiddlePhalanxOutlineCorrect,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,synthetic_control,WormsTwoClass,Cricket_Y,ChlorineConcentration,RefrigerationDevices,DistalPhalanxOutlineCorrect,Ham,SonyAIBORobotSurfaceII,Earthquakes,Symbols,Computers,Meat,InlineSkate,MoteStrain,ItalyPowerDemand,ScreenType,ECGFiveDays,LargeKitchenAppliances,ToeSegmentation1,Beef,FordA,ArrowHead,ToeSegmentation2,SmallKitchenAppliances,Coffee,Wine,Two_Patterns,TwoLeadECG,FordB,ECG200,OSULeaf,SonyAIBORobotSurface,HandOutlines,Trace,ShapeletSim,BeetleFly,BirdChicken,Adiac,yoga,Plane,SwedishLeaf,DiatomSizeReduction,Car,Haptics,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour
Ham,ProximalPhalanxTW,MiddlePhalanxOutlineCorrect,FaceAll,MedicalImages,SonyAIBORobotSurfaceII,Phoneme,ChlorineConcentration,Cricket_X,MiddlePhalanxTW,InsectWingbeatSound,uWaveGestureLibrary_X,MiddlePhalanxOutlineAgeGroup,ShapesAll,Cricket_Z,ProximalPhalanxOutlineAgeGroup,Lighting7,DistalPhalanxOutlineAgeGroup,Earthquakes,DistalPhalanxTW,uWaveGestureLibrary_Y,CBF,DistalPhalanxOutlineCorrect,Symbols,Lighting2,Computers,RefrigerationDevices,WordsSynonyms,50words,ECG5000,synthetic_control,InlineSkate,MoteStrain,ProximalPhalanxOutlineCorrect,ItalyPowerDemand,ScreenType,PhalangesOutlinesCorrect,Cricket_Y,ECGFiveDays,ElectricDevices,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,FacesUCR,MALLAT,CinC_ECG_torso,LargeKitchenAppliances,ToeSegmentation1,OliveOil,Worms,Gun_Point,FordA,ToeSegmentation2,SmallKitchenAppliances,Strawberry,Two_Patterns,wafer,TwoLeadECG,FordB,ECG200,WormsTwoClass,OSULeaf,SonyAIBORobotSurface,Meat,Trace,Beef,ShapeletSim,ArrowHead,Coffee,BeetleFly,Wine,BirdChicken,Adiac,yoga,HandOutlines,Plane,SwedishLeaf,DiatomSizeReduction,Car,Haptics,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour
HandOutlines,50words,FacesUCR,Worms,Phoneme,ArrowHead,Wine,Coffee,Beef,ECG5000,MedicalImages,WordsSynonyms,Meat,synthetic_control,uWaveGestureLibrary_Y,WormsTwoClass,Cricket_Y,FaceAll,Lighting7,wafer,MALLAT,Strawberry,DistalPhalanxTW,MiddlePhalanxTW,ProximalPhalanxTW,OliveOil,CinC_ECG_torso,CBF,Gun_Point,ProximalPhalanxOutlineAgeGroup,ShapesAll,ProximalPhalanxOutlineCorrect,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,PhalangesOutlinesCorrect,Cricket_Z,Lighting2,Cricket_X,ElectricDevices,uWaveGestureLibrary_X,InsectWingbeatSound,MiddlePhalanxOutlineCorrect,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,RefrigerationDevices,DistalPhalanxOutlineCorrect,Ham,SonyAIBORobotSurfaceII,Earthquakes,Symbols,Computers,InlineSkate,MoteStrain,ItalyPowerDemand,ScreenType,ECGFiveDays,LargeKitchenAppliances,ToeSegmentation1,FordA,ToeSegmentation2,SmallKitchenAppliances,Two_Patterns,TwoLeadECG,FordB,ECG200,OSULeaf,SonyAIBORobotSurface,Trace,ShapeletSim,BeetleFly,BirdChicken,Adiac,yoga,Plane,SwedishLeaf,DiatomSizeReduction,Car,Haptics,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour
Haptics,Adiac,ShapesAll,SwedishLeaf,Phoneme,Cricket_Z,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Cricket_Y,Cricket_X,InsectWingbeatSound,FaceAll,WordsSynonyms,50words,MedicalImages,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,FacesUCR,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,MALLAT,FISH,ElectricDevices,ECG5000,Plane,InlineSkate,Lighting7,Worms,synthetic_control,Symbols,Beef,DistalPhalanxTW,MiddlePhalanxTW,ProximalPhalanxTW,OSULeaf,ArrowHead,OliveOil,HandOutlines,Meat,CinC_ECG_torso,Two_Patterns,Wine,Coffee,CBF,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,RefrigerationDevices,DistalPhalanxOutlineAgeGroup,Trace,ScreenType,LargeKitchenAppliances,WormsTwoClass,SmallKitchenAppliances,Strawberry,Car,DiatomSizeReduction,Gun_Point,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,Lighting2,MiddlePhalanxOutlineCorrect,Ham,DistalPhalanxOutlineCorrect,Computers,ItalyPowerDemand,ECGFiveDays,FordA,SonyAIBORobotSurfaceII,TwoLeadECG,FordB,ECG200,MoteStrain,SonyAIBORobotSurface,wafer,ToeSegmentation1,ToeSegmentation2,FaceFour,ShapeletSim,yoga,BirdChicken,BeetleFly,Earthquakes
Herring,Phoneme,SwedishLeaf,Symbols,FISH,Adiac,DiatomSizeReduction,RefrigerationDevices,OSULeaf,Car,Haptics,NonInvasiveFatalECG_Thorax2,synthetic_control,Plane,ShapeletSim,FaceFour,ToeSegmentation2,yoga,Cricket_Z,wafer,NonInvasiveFatalECG_Thorax1,ToeSegmentation1,ElectricDevices,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,FacesUCR,uWaveGestureLibrary_X,Cricket_X,Worms,Trace,SmallKitchenAppliances,MoteStrain,Cricket_Y,uWaveGestureLibrary_Z,SonyAIBORobotSurfaceII,ECG200,SonyAIBORobotSurface,InlineSkate,CinC_ECG_torso,TwoLeadECG,FordB,Two_Patterns,FordA,ItalyPowerDemand,ECGFiveDays,ECG5000,LargeKitchenAppliances,DistalPhalanxTW,FaceAll,InsectWingbeatSound,DistalPhalanxOutlineAgeGroup,Computers,ScreenType,Lighting7,ProximalPhalanxTW,DistalPhalanxOutlineCorrect,MiddlePhalanxTW,MedicalImages,ProximalPhalanxOutlineAgeGroup,CBF,MiddlePhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,Ham,ChlorineConcentration,Lighting2,50words,WordsSynonyms,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,MALLAT,OliveOil,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine,HandOutlines,ShapesAll,BirdChicken,BeetleFly
InlineSkate,Phoneme,DistalPhalanxTW,ElectricDevices,LargeKitchenAppliances,uWaveGestureLibrary_X,InsectWingbeatSound,FaceAll,Cricket_Y,Cricket_X,ShapesAll,UWaveGestureLibraryAll,Two_Patterns,uWaveGestureLibrary_Z,ScreenType,Cricket_Z,CinC_ECG_torso,uWaveGestureLibrary_Y,MedicalImages,SmallKitchenAppliances,ProximalPhalanxTW,FordA,ECGFiveDays,MiddlePhalanxTW,DistalPhalanxOutlineAgeGroup,Lighting7,Symbols,ItalyPowerDemand,ECG5000,TwoLeadECG,FordB,Computers,MiddlePhalanxOutlineAgeGroup,WordsSynonyms,50words,ProximalPhalanxOutlineAgeGroup,Worms,ChlorineConcentration,RefrigerationDevices,CBF,DistalPhalanxOutlineCorrect,Ham,FacesUCR,SonyAIBORobotSurface,ECG200,MiddlePhalanxOutlineCorrect,MALLAT,synthetic_control,SonyAIBORobotSurfaceII,Lighting2,OliveOil,PhalangesOutlinesCorrect,Trace,ProximalPhalanxOutlineCorrect,MoteStrain,Gun_Point,ToeSegmentation1,Strawberry,ToeSegmentation2,Meat,Adiac,WormsTwoClass,OSULeaf,wafer,yoga,ShapeletSim,Beef,SwedishLeaf,ArrowHead,Car,DiatomSizeReduction,BirdChicken,BeetleFly,Earthquakes,Coffee,Wine,FISH,Herring,Plane,HandOutlines,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
InsectWingbeatSound,MedicalImages,FaceAll,MiddlePhalanxTW,ProximalPhalanxTW,Phoneme,DistalPhalanxTW,Lighting7,ShapesAll,uWaveGestureLibrary_X,Cricket_X,50words,MiddlePhalanxOutlineAgeGroup,ScreenType,ChlorineConcentration,InlineSkate,WordsSynonyms,uWaveGestureLibrary_Y,ProximalPhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,Cricket_Y,ElectricDevices,Ham,CBF,DistalPhalanxOutlineCorrect,Computers,Cricket_Z,LargeKitchenAppliances,UWaveGestureLibraryAll,MiddlePhalanxOutlineCorrect,RefrigerationDevices,MALLAT,CinC_ECG_torso,FacesUCR,uWaveGestureLibrary_Z,ECG5000,Lighting2,Symbols,OliveOil,Two_Patterns,PhalangesOutlinesCorrect,ECGFiveDays,ItalyPowerDemand,SmallKitchenAppliances,FordA,ProximalPhalanxOutlineCorrect,Worms,Gun_Point,TwoLeadECG,FordB,Strawberry,synthetic_control,SonyAIBORobotSurface,ECG200,SonyAIBORobotSurfaceII,Meat,WormsTwoClass,Trace,MoteStrain,Beef,ToeSegmentation1,ArrowHead,Coffee,ToeSegmentation2,wafer,Wine,Adiac,yoga,OSULeaf,SwedishLeaf,ShapeletSim,HandOutlines,DiatomSizeReduction,Car,BirdChicken,FISH,BeetleFly,Earthquakes,Herring,Plane,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
ItalyPowerDemand,Two_Patterns,Cricket_Z,ECGFiveDays,Phoneme,SmallKitchenAppliances,FordA,InsectWingbeatSound,UWaveGestureLibraryAll,Cricket_X,uWaveGestureLibrary_Z,FaceAll,Symbols,ElectricDevices,ECG5000,TwoLeadECG,ToeSegmentation2,ScreenType,InlineSkate,ProximalPhalanxTW,ShapesAll,Worms,CinC_ECG_torso,FordB,Cricket_Y,LargeKitchenAppliances,ECG200,uWaveGestureLibrary_X,DistalPhalanxTW,uWaveGestureLibrary_Y,RefrigerationDevices,FacesUCR,MiddlePhalanxTW,Lighting7,MedicalImages,ToeSegmentation1,OSULeaf,DistalPhalanxOutlineAgeGroup,Computers,ChlorineConcentration,DistalPhalanxOutlineCorrect,SonyAIBORobotSurface,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,WordsSynonyms,Ham,50words,CBF,MoteStrain,Earthquakes,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineCorrect,synthetic_control,MALLAT,OliveOil,Lighting2,Trace,ShapeletSim,ProximalPhalanxOutlineCorrect,BeetleFly,PhalangesOutlinesCorrect,BirdChicken,Gun_Point,Adiac,Strawberry,Meat,wafer,yoga,WormsTwoClass,Plane,SwedishLeaf,Beef,DiatomSizeReduction,Car,ArrowHead,Haptics,FISH,Coffee,Wine,Herring,HandOutlines,NonInvasiveFatalECG_Thorax2,FaceFour
LargeKitchenAppliances,Phoneme,InlineSkate,DistalPhalanxTW,ElectricDevices,FaceAll,Cricket_Y,uWaveGestureLibrary_X,CinC_ECG_torso,InsectWingbeatSound,uWaveGestureLibrary_Y,Cricket_X,FordA,ShapesAll,UWaveGestureLibraryAll,Cricket_Z,Two_Patterns,ECGFiveDays,uWaveGestureLibrary_Z,DistalPhalanxOutlineAgeGroup,ECG5000,ItalyPowerDemand,Symbols,ProximalPhalanxTW,TwoLeadECG,FordB,Lighting7,MiddlePhalanxTW,MedicalImages,FacesUCR,DistalPhalanxOutlineCorrect,Worms,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,CBF,ChlorineConcentration,Ham,ECG200,MiddlePhalanxOutlineCorrect,50words,ToeSegmentation1,WordsSynonyms,SonyAIBORobotSurface,SonyAIBORobotSurfaceII,MoteStrain,Lighting2,synthetic_control,ToeSegmentation2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,MALLAT,OliveOil,Trace,Gun_Point,OSULeaf,Strawberry,Earthquakes,wafer,WormsTwoClass,ShapeletSim,Meat,Adiac,BeetleFly,BirdChicken,yoga,SwedishLeaf,Beef,ArrowHead,DiatomSizeReduction,Car,Coffee,Wine,Plane,FISH,HandOutlines,Herring,NonInvasiveFatalECG_Thorax2,FaceFour,NonInvasiveFatalECG_Thorax1,Haptics,ScreenType,Computers,RefrigerationDevices
Lighting2,MedicalImages,RefrigerationDevices,WordsSynonyms,DistalPhalanxOutlineCorrect,ChlorineConcentration,50words,Ham,synthetic_control,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxTW,MiddlePhalanxTW,CBF,Lighting7,Cricket_X,FaceAll,ProximalPhalanxOutlineAgeGroup,Cricket_Z,DistalPhalanxOutlineAgeGroup,PhalangesOutlinesCorrect,ShapesAll,Phoneme,MiddlePhalanxOutlineCorrect,ProximalPhalanxOutlineCorrect,SonyAIBORobotSurfaceII,InsectWingbeatSound,uWaveGestureLibrary_X,MALLAT,Earthquakes,DistalPhalanxTW,uWaveGestureLibrary_Y,ElectricDevices,Symbols,Computers,OliveOil,UWaveGestureLibraryAll,ECG5000,uWaveGestureLibrary_Z,InlineSkate,MoteStrain,FacesUCR,ItalyPowerDemand,ScreenType,Worms,Cricket_Y,Gun_Point,ECGFiveDays,CinC_ECG_torso,LargeKitchenAppliances,ToeSegmentation1,Strawberry,wafer,FordA,ToeSegmentation2,SmallKitchenAppliances,WormsTwoClass,Two_Patterns,Meat,TwoLeadECG,FordB,ECG200,OSULeaf,SonyAIBORobotSurface,Beef,ArrowHead,Coffee,Wine,Trace,ShapeletSim,BeetleFly,BirdChicken,Adiac,HandOutlines,yoga,Plane,SwedishLeaf,DiatomSizeReduction,Car,Haptics,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour
Lighting7,WordsSynonyms,50words,MedicalImages,InsectWingbeatSound,FaceAll,Cricket_X,MiddlePhalanxTW,ProximalPhalanxTW,Phoneme,MALLAT,ChlorineConcentration,ShapesAll,MiddlePhalanxOutlineAgeGroup,uWaveGestureLibrary_X,DistalPhalanxTW,ProximalPhalanxOutlineAgeGroup,CBF,OliveOil,DistalPhalanxOutlineAgeGroup,FacesUCR,uWaveGestureLibrary_Y,Cricket_Z,Lighting2,PhalangesOutlinesCorrect,MiddlePhalanxOutlineCorrect,InlineSkate,ElectricDevices,ProximalPhalanxOutlineCorrect,Ham,ScreenType,UWaveGestureLibraryAll,Cricket_Y,Gun_Point,DistalPhalanxOutlineCorrect,ECG5000,CinC_ECG_torso,uWaveGestureLibrary_Z,LargeKitchenAppliances,Strawberry,RefrigerationDevices,Computers,Symbols,Two_Patterns,Worms,synthetic_control,Meat,WormsTwoClass,ItalyPowerDemand,ECGFiveDays,SmallKitchenAppliances,FordA,Beef,TwoLeadECG,FordB,SonyAIBORobotSurfaceII,ArrowHead,ECG200,SonyAIBORobotSurface,Trace,MoteStrain,Coffee,Wine,ToeSegmentation1,wafer,ToeSegmentation2,HandOutlines,Adiac,OSULeaf,SwedishLeaf,yoga,ShapeletSim,Car,DiatomSizeReduction,Earthquakes,BirdChicken,FISH,BeetleFly,Plane,Herring,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
MALLAT,50words,WordsSynonyms,OliveOil,FaceAll,Gun_Point,ShapesAll,FacesUCR,ProximalPhalanxTW,Lighting7,Strawberry,ProximalPhalanxOutlineCorrect,MedicalImages,Cricket_X,PhalangesOutlinesCorrect,CBF,MiddlePhalanxTW,ProximalPhalanxOutlineAgeGroup,Lighting2,ChlorineConcentration,InsectWingbeatSound,Cricket_Z,DistalPhalanxTW,MiddlePhalanxOutlineAgeGroup,uWaveGestureLibrary_Y,WormsTwoClass,MiddlePhalanxOutlineCorrect,uWaveGestureLibrary_X,DistalPhalanxOutlineAgeGroup,Ham,ECG5000,synthetic_control,Meat,DistalPhalanxOutlineCorrect,Cricket_Y,UWaveGestureLibraryAll,ElectricDevices,CinC_ECG_torso,ScreenType,InlineSkate,Computers,RefrigerationDevices,uWaveGestureLibrary_Z,Beef,Worms,LargeKitchenAppliances,Symbols,ItalyPowerDemand,ECGFiveDays,ArrowHead,Two_Patterns,Coffee,FordA,SmallKitchenAppliances,Wine,TwoLeadECG,FordB,SonyAIBORobotSurfaceII,SonyAIBORobotSurface,ECG200,HandOutlines,MoteStrain,wafer,Trace,ToeSegmentation1,ToeSegmentation2,OSULeaf,Adiac,yoga,ShapeletSim,Earthquakes,SwedishLeaf,BirdChicken,BeetleFly,DiatomSizeReduction,Car,FISH,Herring,Plane,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics
Meat,FacesUCR,50words,WordsSynonyms,uWaveGestureLibrary_Y,WormsTwoClass,Phoneme,FaceAll,ECG5000,Beef,synthetic_control,MedicalImages,MALLAT,Strawberry,ArrowHead,Lighting7,Coffee,Wine,OliveOil,ProximalPhalanxTW,Gun_Point,ShapesAll,MiddlePhalanxTW,Cricket_Y,CBF,DistalPhalanxTW,ProximalPhalanxOutlineCorrect,ProximalPhalanxOutlineAgeGroup,Cricket_X,PhalangesOutlinesCorrect,Worms,CinC_ECG_torso,Lighting2,Cricket_Z,InsectWingbeatSound,uWaveGestureLibrary_X,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,DistalPhalanxOutlineAgeGroup,UWaveGestureLibraryAll,HandOutlines,ElectricDevices,Ham,uWaveGestureLibrary_Z,DistalPhalanxOutlineCorrect,RefrigerationDevices,InlineSkate,ScreenType,Computers,Symbols,wafer,LargeKitchenAppliances,ItalyPowerDemand,ECGFiveDays,SonyAIBORobotSurfaceII,SmallKitchenAppliances,Two_Patterns,FordA,MoteStrain,TwoLeadECG,FordB,ECG200,ToeSegmentation1,SonyAIBORobotSurface,ToeSegmentation2,Earthquakes,Trace,OSULeaf,Adiac,ShapeletSim,BeetleFly,BirdChicken,yoga,SwedishLeaf,DiatomSizeReduction,Car,Plane,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour,Haptics
MedicalImages,50words,MiddlePhalanxTW,InsectWingbeatSound,WordsSynonyms,ChlorineConcentration,Cricket_X,MiddlePhalanxOutlineAgeGroup,Lighting7,ProximalPhalanxTW,FaceAll,Phoneme,ShapesAll,ProximalPhalanxOutlineAgeGroup,DistalPhalanxTW,Ham,CBF,uWaveGestureLibrary_X,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,DistalPhalanxOutlineCorrect,MALLAT,Cricket_Z,Lighting2,FacesUCR,ScreenType,uWaveGestureLibrary_Y,PhalangesOutlinesCorrect,InlineSkate,ElectricDevices,OliveOil,Cricket_Y,ProximalPhalanxOutlineCorrect,UWaveGestureLibraryAll,Computers,CinC_ECG_torso,LargeKitchenAppliances,RefrigerationDevices,Gun_Point,ECG5000,uWaveGestureLibrary_Z,Symbols,Strawberry,Two_Patterns,ItalyPowerDemand,ECGFiveDays,Worms,FordA,SmallKitchenAppliances,WormsTwoClass,synthetic_control,Meat,TwoLeadECG,FordB,SonyAIBORobotSurfaceII,Beef,SonyAIBORobotSurface,ECG200,MoteStrain,ArrowHead,Trace,Coffee,Wine,ToeSegmentation1,wafer,ToeSegmentation2,HandOutlines,Adiac,OSULeaf,yoga,ShapeletSim,SwedishLeaf,Car,DiatomSizeReduction,BirdChicken,BeetleFly,Earthquakes,FISH,Herring,Plane,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
MiddlePhalanxOutlineAgeGroup,InsectWingbeatSound,MedicalImages,Lighting7,Cricket_X,WordsSynonyms,ChlorineConcentration,50words,FaceAll,Ham,CBF,Phoneme,ShapesAll,uWaveGestureLibrary_X,Lighting2,Cricket_Z,uWaveGestureLibrary_Y,ScreenType,Computers,InlineSkate,RefrigerationDevices,MALLAT,ElectricDevices,UWaveGestureLibraryAll,Symbols,Cricket_Y,FacesUCR,ECG5000,OliveOil,uWaveGestureLibrary_Z,CinC_ECG_torso,ItalyPowerDemand,LargeKitchenAppliances,Gun_Point,MiddlePhalanxTW,ECGFiveDays,synthetic_control,MiddlePhalanxOutlineCorrect,Worms,SonyAIBORobotSurfaceII,Strawberry,Two_Patterns,FordA,SmallKitchenAppliances,MoteStrain,TwoLeadECG,FordB,WormsTwoClass,DistalPhalanxOutlineAgeGroup,Meat,PhalangesOutlinesCorrect,ECG200,ToeSegmentation1,DistalPhalanxOutlineCorrect,SonyAIBORobotSurface,DistalPhalanxTW,wafer,ToeSegmentation2,ProximalPhalanxOutlineAgeGroup,ProximalPhalanxTW,Earthquakes,Beef,Trace,ProximalPhalanxOutlineCorrect,ArrowHead,OSULeaf,Coffee,Wine,ShapeletSim,Adiac,HandOutlines,BeetleFly,BirdChicken,yoga,SwedishLeaf,DiatomSizeReduction,Car,Plane,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour,NonInvasiveFatalECG_Thorax1
MiddlePhalanxOutlineCorrect,FaceAll,Ham,SonyAIBORobotSurfaceII,Phoneme,MedicalImages,Cricket_X,WordsSynonyms,InsectWingbeatSound,uWaveGestureLibrary_X,ShapesAll,Cricket_Z,Lighting7,ChlorineConcentration,Earthquakes,uWaveGestureLibrary_Y,CBF,Symbols,50words,Computers,Lighting2,RefrigerationDevices,ECG5000,synthetic_control,InlineSkate,MoteStrain,ItalyPowerDemand,ScreenType,MiddlePhalanxTW,MALLAT,MiddlePhalanxOutlineAgeGroup,Cricket_Y,ECGFiveDays,ElectricDevices,OliveOil,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,FacesUCR,CinC_ECG_torso,LargeKitchenAppliances,ToeSegmentation1,Worms,Gun_Point,FordA,ToeSegmentation2,SmallKitchenAppliances,Strawberry,Two_Patterns,wafer,TwoLeadECG,FordB,ECG200,WormsTwoClass,DistalPhalanxOutlineAgeGroup,OSULeaf,Meat,DistalPhalanxOutlineCorrect,DistalPhalanxTW,SonyAIBORobotSurface,PhalangesOutlinesCorrect,ProximalPhalanxOutlineAgeGroup,ProximalPhalanxTW,ProximalPhalanxOutlineCorrect,Beef,Trace,ShapeletSim,ArrowHead,BeetleFly,Coffee,Wine,BirdChicken,Adiac,yoga,HandOutlines,Plane,SwedishLeaf,DiatomSizeReduction,Car,Haptics,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour
MiddlePhalanxTW,InsectWingbeatSound,MedicalImages,50words,FaceAll,Cricket_X,ChlorineConcentration,Phoneme,Ham,Lighting7,ShapesAll,WordsSynonyms,CBF,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,MALLAT,ScreenType,Cricket_Z,InlineSkate,Lighting2,Computers,Cricket_Y,ElectricDevices,UWaveGestureLibraryAll,OliveOil,RefrigerationDevices,FacesUCR,ECG5000,CinC_ECG_torso,LargeKitchenAppliances,Symbols,Gun_Point,uWaveGestureLibrary_Z,ItalyPowerDemand,ECGFiveDays,Strawberry,Worms,Two_Patterns,FordA,SmallKitchenAppliances,synthetic_control,MiddlePhalanxOutlineAgeGroup,TwoLeadECG,FordB,WormsTwoClass,SonyAIBORobotSurfaceII,Meat,MiddlePhalanxOutlineCorrect,MoteStrain,ECG200,SonyAIBORobotSurface,DistalPhalanxOutlineAgeGroup,DistalPhalanxTW,Beef,DistalPhalanxOutlineCorrect,ToeSegmentation1,ProximalPhalanxTW,ProximalPhalanxOutlineAgeGroup,Trace,ArrowHead,wafer,PhalangesOutlinesCorrect,Coffee,Wine,ToeSegmentation2,ProximalPhalanxOutlineCorrect,OSULeaf,HandOutlines,Earthquakes,ShapeletSim,Adiac,yoga,BirdChicken,SwedishLeaf,BeetleFly,DiatomSizeReduction,Car,FISH,Herring,Plane,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
