,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61,K_62,K_63,K_64,K_65,K_66,K_67,K_68,K_69,K_70,K_71,K_72,K_73,K_74,K_75,K_76,K_77,K_78,K_79,K_80,K_81,K_82
FordA,UWaveGestureLibraryAll,Phoneme,Two_Patterns,uWaveGestureLibrary_Z,InlineSkate,Cricket_Z,LargeKitchenAppliances,Cricket_Y,ElectricDevices,DistalPhalanxTW,Cricket_X,SmallKitchenAppliances,CinC_ECG_torso,uWaveGestureLibrary_X,ShapesAll,FaceAll,TwoLeadECG,ECGFiveDays,Symbols,ItalyPowerDemand,uWaveGestureLibrary_Y,InsectWingbeatSound,ECG5000,ScreenType,Worms,DistalPhalanxOutlineAgeGroup,Computers,ECG200,RefrigerationDevices,ProximalPhalanxTW,MiddlePhalanxTW,MedicalImages,Lighting7,SonyAIBORobotSurface,FacesUCR,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,DistalPhalanxOutlineCorrect,WordsSynonyms,ProximalPhalanxOutlineAgeGroup,synthetic_control,CBF,Trace,50words,SonyAIBORobotSurfaceII,Ham,ToeSegmentation1,MoteStrain,MiddlePhalanxOutlineCorrect,ToeSegmentation2,MALLAT,Lighting2,OliveOil,OSULeaf,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Adiac,Gun_Point,Strawberry,Meat,SwedishLeaf,Earthquakes,wafer,Car,DiatomSizeReduction,yoga,WormsTwoClass,BirdChicken,BeetleFly,Beef,FISH,ArrowHead,Plane,Coffee,Wine,Herring,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,HandOutlines,Haptics,FordB
FordB,Cricket_Y,Phoneme,Two_Patterns,TwoLeadECG,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,Cricket_Z,Worms,CinC_ECG_torso,InlineSkate,Cricket_X,Symbols,SmallKitchenAppliances,ShapesAll,ElectricDevices,ECG200,LargeKitchenAppliances,DistalPhalanxTW,uWaveGestureLibrary_X,SonyAIBORobotSurface,uWaveGestureLibrary_Y,ECGFiveDays,FaceAll,ItalyPowerDemand,InsectWingbeatSound,ScreenType,ECG5000,DistalPhalanxOutlineAgeGroup,ProximalPhalanxTW,MiddlePhalanxTW,MedicalImages,Computers,FacesUCR,Trace,Lighting7,RefrigerationDevices,synthetic_control,MiddlePhalanxOutlineAgeGroup,SonyAIBORobotSurfaceII,ChlorineConcentration,ToeSegmentation1,ToeSegmentation2,ProximalPhalanxOutlineAgeGroup,MoteStrain,CBF,WordsSynonyms,50words,DistalPhalanxOutlineCorrect,OSULeaf,Ham,MiddlePhalanxOutlineCorrect,MALLAT,OliveOil,Lighting2,Adiac,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,SwedishLeaf,Gun_Point,yoga,BirdChicken,BeetleFly,wafer,Earthquakes,Car,Meat,DiatomSizeReduction,Strawberry,FISH,WormsTwoClass,Beef,Plane,ArrowHead,Herring,Coffee,FaceFour,NonInvasiveFatalECG_Thorax2,Wine,NonInvasiveFatalECG_Thorax1,HandOutlines,Haptics,FordA
Gun_Point,50words,OliveOil,Phoneme,MALLAT,WordsSynonyms,ShapesAll,FacesUCR,FaceAll,ProximalPhalanxTW,Lighting7,ProximalPhalanxOutlineCorrect,Strawberry,MedicalImages,CBF,PhalangesOutlinesCorrect,Cricket_X,ProximalPhalanxOutlineAgeGroup,MiddlePhalanxTW,Lighting2,DistalPhalanxTW,Cricket_Z,InsectWingbeatSound,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,uWaveGestureLibrary_Y,uWaveGestureLibrary_X,MiddlePhalanxOutlineCorrect,CinC_ECG_torso,DistalPhalanxOutlineAgeGroup,WormsTwoClass,ECG5000,UWaveGestureLibraryAll,ElectricDevices,Ham,Meat,synthetic_control,Cricket_Y,DistalPhalanxOutlineCorrect,Worms,uWaveGestureLibrary_Z,ScreenType,InlineSkate,RefrigerationDevices,Computers,LargeKitchenAppliances,Symbols,Beef,Two_Patterns,ArrowHead,ItalyPowerDemand,ECGFiveDays,SonyAIBORobotSurfaceII,SmallKitchenAppliances,FordA,Coffee,Wine,wafer,MoteStrain,TwoLeadECG,FordB,ECG200,Trace,ToeSegmentation1,SonyAIBORobotSurface,HandOutlines,ToeSegmentation2,OSULeaf,Earthquakes,Adiac,SwedishLeaf,Car,DiatomSizeReduction,ShapeletSim,FISH,yoga,BirdChicken,BeetleFly,Plane,FaceFour,NonInvasiveFatalECG_Thorax2,Herring,NonInvasiveFatalECG_Thorax1
Ham,MedicalImages,MiddlePhalanxTW,InsectWingbeatSound,ChlorineConcentration,Cricket_X,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxTW,FaceAll,ProximalPhalanxOutlineAgeGroup,Lighting7,MiddlePhalanxOutlineCorrect,Phoneme,ShapesAll,CBF,50words,DistalPhalanxOutlineAgeGroup,DistalPhalanxTW,DistalPhalanxOutlineCorrect,WordsSynonyms,uWaveGestureLibrary_X,Cricket_Z,Lighting2,uWaveGestureLibrary_Y,ScreenType,InlineSkate,Computers,PhalangesOutlinesCorrect,RefrigerationDevices,ElectricDevices,ProximalPhalanxOutlineCorrect,Cricket_Y,MALLAT,ECG5000,FacesUCR,UWaveGestureLibraryAll,Symbols,OliveOil,LargeKitchenAppliances,CinC_ECG_torso,uWaveGestureLibrary_Z,ItalyPowerDemand,Gun_Point,ECGFiveDays,synthetic_control,Two_Patterns,Worms,SonyAIBORobotSurfaceII,Strawberry,FordA,SmallKitchenAppliances,MoteStrain,TwoLeadECG,Meat,FordB,WormsTwoClass,ECG200,ToeSegmentation1,SonyAIBORobotSurface,Beef,Trace,ArrowHead,ToeSegmentation2,wafer,Earthquakes,OSULeaf,Coffee,Wine,Adiac,SwedishLeaf,ShapeletSim,Car,DiatomSizeReduction,HandOutlines,yoga,BirdChicken,BeetleFly,FISH,Plane,FaceFour,NonInvasiveFatalECG_Thorax2,Herring,NonInvasiveFatalECG_Thorax1
HandOutlines,Phoneme,FacesUCR,50words,ArrowHead,Beef,Wine,Coffee,WordsSynonyms,Worms,Meat,ECG5000,FaceAll,MedicalImages,uWaveGestureLibrary_Y,MALLAT,WormsTwoClass,OliveOil,Lighting7,ProximalPhalanxTW,ShapesAll,MiddlePhalanxTW,synthetic_control,CBF,DistalPhalanxTW,Cricket_X,ProximalPhalanxOutlineAgeGroup,Cricket_Y,Strawberry,InsectWingbeatSound,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,uWaveGestureLibrary_X,CinC_ECG_torso,Gun_Point,Cricket_Z,DistalPhalanxOutlineAgeGroup,ElectricDevices,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,ProximalPhalanxOutlineCorrect,ScreenType,InlineSkate,PhalangesOutlinesCorrect,Lighting2,LargeKitchenAppliances,Symbols,MiddlePhalanxOutlineCorrect,Ham,Two_Patterns,DistalPhalanxOutlineCorrect,RefrigerationDevices,SmallKitchenAppliances,Computers,ItalyPowerDemand,wafer,ECGFiveDays,SonyAIBORobotSurfaceII,FordA,Trace,MoteStrain,TwoLeadECG,FordB,OSULeaf,ECG200,ToeSegmentation1,SonyAIBORobotSurface,Adiac,ToeSegmentation2,SwedishLeaf,Earthquakes,Car,DiatomSizeReduction,FISH,Plane,ShapeletSim,yoga,BirdChicken,BeetleFly,Haptics,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
Haptics,Adiac,ShapesAll,SwedishLeaf,FISH,Phoneme,Cricket_Z,Plane,Cricket_Y,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Cricket_X,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_X,ElectricDevices,InsectWingbeatSound,uWaveGestureLibrary_Y,MedicalImages,FaceAll,InlineSkate,WordsSynonyms,50words,MALLAT,FacesUCR,OSULeaf,Lighting7,Symbols,synthetic_control,ECG5000,DistalPhalanxTW,Worms,MiddlePhalanxTW,ProximalPhalanxTW,Beef,ArrowHead,CinC_ECG_torso,HandOutlines,OliveOil,Meat,Wine,Coffee,Two_Patterns,CBF,Trace,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,RefrigerationDevices,DistalPhalanxOutlineAgeGroup,ScreenType,WormsTwoClass,LargeKitchenAppliances,DiatomSizeReduction,Car,SmallKitchenAppliances,Strawberry,Gun_Point,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,Lighting2,MiddlePhalanxOutlineCorrect,Ham,DistalPhalanxOutlineCorrect,Computers,wafer,ItalyPowerDemand,ECGFiveDays,SonyAIBORobotSurfaceII,FordA,MoteStrain,TwoLeadECG,FordB,ECG200,ToeSegmentation1,SonyAIBORobotSurface,ToeSegmentation2,Earthquakes,FaceFour,ShapeletSim,yoga,BirdChicken,BeetleFly
Herring,SwedishLeaf,FISH,Symbols,Adiac,Phoneme,DiatomSizeReduction,OSULeaf,Car,Plane,FaceFour,NonInvasiveFatalECG_Thorax2,synthetic_control,Cricket_Z,NonInvasiveFatalECG_Thorax1,yoga,ShapeletSim,Cricket_X,Trace,Cricket_Y,RefrigerationDevices,uWaveGestureLibrary_Y,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,ElectricDevices,Worms,uWaveGestureLibrary_X,SmallKitchenAppliances,ToeSegmentation2,InlineSkate,FacesUCR,Two_Patterns,ToeSegmentation1,CinC_ECG_torso,LargeKitchenAppliances,DistalPhalanxTW,SonyAIBORobotSurface,ECG200,FaceAll,InsectWingbeatSound,MoteStrain,ScreenType,wafer,DistalPhalanxOutlineAgeGroup,ProximalPhalanxTW,MiddlePhalanxTW,MedicalImages,ECG5000,FordB,Lighting7,TwoLeadECG,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,CBF,WordsSynonyms,FordA,50words,ECGFiveDays,ItalyPowerDemand,MALLAT,OliveOil,Computers,DistalPhalanxOutlineCorrect,Ham,Meat,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Beef,Gun_Point,ArrowHead,Strawberry,WormsTwoClass,Coffee,Wine,Haptics,HandOutlines,ShapesAll,BirdChicken,BeetleFly
InlineSkate,Phoneme,LargeKitchenAppliances,DistalPhalanxTW,ElectricDevices,FaceAll,uWaveGestureLibrary_X,InsectWingbeatSound,Cricket_Y,uWaveGestureLibrary_Y,CinC_ECG_torso,Cricket_X,ShapesAll,SmallKitchenAppliances,Cricket_Z,FordA,ScreenType,UWaveGestureLibraryAll,Two_Patterns,uWaveGestureLibrary_Z,ECGFiveDays,DistalPhalanxOutlineAgeGroup,Computers,ECG5000,ItalyPowerDemand,MedicalImages,Symbols,RefrigerationDevices,MiddlePhalanxTW,ProximalPhalanxTW,TwoLeadECG,Lighting7,FordB,FacesUCR,DistalPhalanxOutlineCorrect,Worms,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,WordsSynonyms,CBF,ChlorineConcentration,Ham,50words,ECG200,MiddlePhalanxOutlineCorrect,SonyAIBORobotSurface,ToeSegmentation1,SonyAIBORobotSurfaceII,MoteStrain,Lighting2,synthetic_control,ToeSegmentation2,MALLAT,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,OliveOil,OSULeaf,Trace,Gun_Point,Strawberry,Earthquakes,wafer,WormsTwoClass,ShapeletSim,Meat,Adiac,yoga,BeetleFly,BirdChicken,Beef,SwedishLeaf,ArrowHead,DiatomSizeReduction,Coffee,Car,Wine,Plane,FISH,HandOutlines,Herring,NonInvasiveFatalECG_Thorax2,FaceFour,NonInvasiveFatalECG_Thorax1
InsectWingbeatSound,FaceAll,MedicalImages,MiddlePhalanxTW,Phoneme,ProximalPhalanxTW,Cricket_X,Lighting7,DistalPhalanxTW,ShapesAll,uWaveGestureLibrary_X,InlineSkate,MiddlePhalanxOutlineAgeGroup,50words,DistalPhalanxOutlineCorrect,ProximalPhalanxOutlineAgeGroup,ScreenType,ChlorineConcentration,uWaveGestureLibrary_Y,WordsSynonyms,DistalPhalanxOutlineAgeGroup,Ham,CBF,Cricket_Y,Computers,MiddlePhalanxOutlineCorrect,ElectricDevices,Cricket_Z,LargeKitchenAppliances,UWaveGestureLibraryAll,Lighting2,RefrigerationDevices,CinC_ECG_torso,ECG5000,Symbols,PhalangesOutlinesCorrect,FacesUCR,MALLAT,ItalyPowerDemand,ECGFiveDays,uWaveGestureLibrary_Z,ProximalPhalanxOutlineCorrect,Two_Patterns,FordA,OliveOil,SmallKitchenAppliances,Gun_Point,Worms,TwoLeadECG,FordB,Strawberry,synthetic_control,SonyAIBORobotSurfaceII,SonyAIBORobotSurface,ECG200,WormsTwoClass,Meat,MoteStrain,Trace,ToeSegmentation1,Beef,ArrowHead,Coffee,wafer,ToeSegmentation2,Wine,yoga,Adiac,OSULeaf,ShapeletSim,HandOutlines,SwedishLeaf,BirdChicken,DiatomSizeReduction,Car,BeetleFly,Earthquakes,FISH,Herring,Plane,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
ItalyPowerDemand,Phoneme,Two_Patterns,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,InsectWingbeatSound,Cricket_Z,FaceAll,InlineSkate,Cricket_Y,Cricket_X,ElectricDevices,DistalPhalanxTW,ShapesAll,uWaveGestureLibrary_X,ScreenType,LargeKitchenAppliances,CinC_ECG_torso,ProximalPhalanxTW,uWaveGestureLibrary_Y,MiddlePhalanxTW,MedicalImages,ECGFiveDays,Symbols,SmallKitchenAppliances,Lighting7,FordA,ECG5000,DistalPhalanxOutlineAgeGroup,Computers,Worms,WordsSynonyms,TwoLeadECG,MiddlePhalanxOutlineAgeGroup,FordB,RefrigerationDevices,ChlorineConcentration,50words,DistalPhalanxOutlineCorrect,FacesUCR,ProximalPhalanxOutlineAgeGroup,CBF,Ham,MALLAT,MiddlePhalanxOutlineCorrect,ECG200,synthetic_control,SonyAIBORobotSurface,Trace,SonyAIBORobotSurfaceII,Lighting2,OliveOil,MoteStrain,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,ToeSegmentation1,ToeSegmentation2,OSULeaf,Gun_Point,Strawberry,Adiac,Meat,SwedishLeaf,Beef,WormsTwoClass,Earthquakes,wafer,ShapeletSim,Car,DiatomSizeReduction,ArrowHead,yoga,BirdChicken,BeetleFly,FISH,Plane,Coffee,Wine,FaceFour,NonInvasiveFatalECG_Thorax2,HandOutlines,Herring,NonInvasiveFatalECG_Thorax1
LargeKitchenAppliances,InlineSkate,Phoneme,ElectricDevices,DistalPhalanxTW,uWaveGestureLibrary_X,Cricket_Y,FaceAll,CinC_ECG_torso,InsectWingbeatSound,Cricket_X,UWaveGestureLibraryAll,FordA,uWaveGestureLibrary_Y,Cricket_Z,ShapesAll,Two_Patterns,uWaveGestureLibrary_Z,ECGFiveDays,ItalyPowerDemand,ECG5000,ProximalPhalanxTW,Symbols,DistalPhalanxOutlineAgeGroup,MiddlePhalanxTW,MedicalImages,TwoLeadECG,FordB,Lighting7,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,Worms,ProximalPhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,FacesUCR,WordsSynonyms,50words,CBF,Ham,ECG200,SonyAIBORobotSurface,MiddlePhalanxOutlineCorrect,MALLAT,SonyAIBORobotSurfaceII,synthetic_control,Lighting2,OliveOil,MoteStrain,Trace,ToeSegmentation1,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,ToeSegmentation2,Gun_Point,Strawberry,Meat,OSULeaf,Adiac,wafer,WormsTwoClass,Beef,SwedishLeaf,ShapeletSim,Earthquakes,ArrowHead,yoga,Car,DiatomSizeReduction,BirdChicken,BeetleFly,FISH,Coffee,Wine,Plane,Herring,HandOutlines,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,ScreenType,RefrigerationDevices,SmallKitchenAppliances
Lighting2,MedicalImages,WordsSynonyms,50words,ChlorineConcentration,MiddlePhalanxTW,Cricket_X,FaceAll,Lighting7,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxTW,InsectWingbeatSound,Phoneme,PhalangesOutlinesCorrect,MALLAT,Cricket_Z,ShapesAll,CBF,ProximalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,ProximalPhalanxOutlineCorrect,uWaveGestureLibrary_X,Ham,DistalPhalanxOutlineAgeGroup,DistalPhalanxTW,OliveOil,DistalPhalanxOutlineCorrect,FacesUCR,uWaveGestureLibrary_Y,ElectricDevices,ScreenType,Gun_Point,InlineSkate,UWaveGestureLibraryAll,RefrigerationDevices,Cricket_Y,ECG5000,CinC_ECG_torso,uWaveGestureLibrary_Z,Computers,synthetic_control,LargeKitchenAppliances,Symbols,Strawberry,Worms,Two_Patterns,ItalyPowerDemand,ECGFiveDays,Meat,WormsTwoClass,SonyAIBORobotSurfaceII,SmallKitchenAppliances,FordA,MoteStrain,Beef,TwoLeadECG,FordB,ArrowHead,ECG200,Trace,ToeSegmentation1,wafer,SonyAIBORobotSurface,Coffee,ToeSegmentation2,Wine,OSULeaf,Earthquakes,Adiac,SwedishLeaf,HandOutlines,Car,DiatomSizeReduction,ShapeletSim,FISH,yoga,BirdChicken,BeetleFly,Plane,FaceFour,NonInvasiveFatalECG_Thorax2,Herring,NonInvasiveFatalECG_Thorax1
Lighting7,WordsSynonyms,50words,InsectWingbeatSound,FaceAll,ProximalPhalanxTW,MedicalImages,Cricket_X,Phoneme,MALLAT,MiddlePhalanxTW,ShapesAll,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,uWaveGestureLibrary_X,CBF,DistalPhalanxTW,Lighting2,PhalangesOutlinesCorrect,MiddlePhalanxOutlineCorrect,Cricket_Z,Ham,DistalPhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,uWaveGestureLibrary_Y,ProximalPhalanxOutlineCorrect,OliveOil,ScreenType,ElectricDevices,FacesUCR,RefrigerationDevices,Computers,ECG5000,InlineSkate,Gun_Point,UWaveGestureLibraryAll,synthetic_control,Cricket_Y,CinC_ECG_torso,Strawberry,Symbols,uWaveGestureLibrary_Z,LargeKitchenAppliances,SonyAIBORobotSurfaceII,Worms,ItalyPowerDemand,ECGFiveDays,Earthquakes,MoteStrain,WormsTwoClass,Two_Patterns,Meat,FordA,wafer,SmallKitchenAppliances,ToeSegmentation1,TwoLeadECG,FordB,Beef,ToeSegmentation2,ECG200,SonyAIBORobotSurface,ArrowHead,Coffee,OSULeaf,Wine,Trace,HandOutlines,ShapeletSim,BeetleFly,Adiac,BirdChicken,yoga,SwedishLeaf,Car,DiatomSizeReduction,Plane,FISH,Herring,Haptics,NonInvasiveFatalECG_Thorax2,FaceFour
MALLAT,50words,WordsSynonyms,OliveOil,ShapesAll,FaceAll,Gun_Point,FacesUCR,Strawberry,ProximalPhalanxTW,ProximalPhalanxOutlineAgeGroup,Lighting7,Worms,MedicalImages,CBF,ProximalPhalanxOutlineCorrect,CinC_ECG_torso,PhalangesOutlinesCorrect,MiddlePhalanxTW,DistalPhalanxTW,uWaveGestureLibrary_Z,Cricket_X,UWaveGestureLibraryAll,Cricket_Z,Lighting2,wafer,ElectricDevices,ECG5000,uWaveGestureLibrary_X,InsectWingbeatSound,uWaveGestureLibrary_Y,ChlorineConcentration,MiddlePhalanxOutlineCorrect,WormsTwoClass,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,Cricket_Y,synthetic_control,Ham,RefrigerationDevices,DistalPhalanxOutlineCorrect,Meat,SonyAIBORobotSurfaceII,Earthquakes,Symbols,Computers,InlineSkate,MoteStrain,ScreenType,ItalyPowerDemand,ECGFiveDays,LargeKitchenAppliances,Beef,ToeSegmentation1,ArrowHead,Coffee,FordA,Wine,SmallKitchenAppliances,Two_Patterns,ToeSegmentation2,TwoLeadECG,FordB,ECG200,OSULeaf,SonyAIBORobotSurface,HandOutlines,Trace,ShapeletSim,BeetleFly,BirdChicken,Adiac,yoga,Plane,SwedishLeaf,DiatomSizeReduction,Car,Haptics,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour,NonInvasiveFatalECG_Thorax1
Meat,FacesUCR,50words,WordsSynonyms,uWaveGestureLibrary_Y,WormsTwoClass,Phoneme,FaceAll,Beef,ECG5000,MALLAT,ArrowHead,MedicalImages,OliveOil,Strawberry,Lighting7,Coffee,synthetic_control,Wine,ProximalPhalanxTW,ShapesAll,Gun_Point,Cricket_X,MiddlePhalanxTW,CBF,DistalPhalanxTW,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,ProximalPhalanxOutlineCorrect,InsectWingbeatSound,MiddlePhalanxOutlineAgeGroup,PhalangesOutlinesCorrect,Cricket_Y,uWaveGestureLibrary_X,Worms,Cricket_Z,Lighting2,DistalPhalanxOutlineAgeGroup,CinC_ECG_torso,ElectricDevices,MiddlePhalanxOutlineCorrect,UWaveGestureLibraryAll,HandOutlines,ScreenType,Ham,InlineSkate,uWaveGestureLibrary_Z,DistalPhalanxOutlineCorrect,LargeKitchenAppliances,Symbols,RefrigerationDevices,Computers,Two_Patterns,SmallKitchenAppliances,ItalyPowerDemand,ECGFiveDays,FordA,SonyAIBORobotSurfaceII,wafer,TwoLeadECG,FordB,Trace,MoteStrain,ECG200,SonyAIBORobotSurface,ToeSegmentation1,OSULeaf,Adiac,ToeSegmentation2,SwedishLeaf,Earthquakes,Car,DiatomSizeReduction,FISH,ShapeletSim,yoga,Plane,BirdChicken,BeetleFly,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Herring
MedicalImages,50words,InsectWingbeatSound,MiddlePhalanxTW,ProximalPhalanxTW,ChlorineConcentration,Ham,WordsSynonyms,MiddlePhalanxOutlineAgeGroup,Lighting7,Cricket_X,ProximalPhalanxOutlineAgeGroup,ShapesAll,Phoneme,FaceAll,CBF,DistalPhalanxTW,DistalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,DistalPhalanxOutlineAgeGroup,uWaveGestureLibrary_X,Cricket_Z,MALLAT,Lighting2,uWaveGestureLibrary_Y,FacesUCR,synthetic_control,Computers,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,RefrigerationDevices,ECG5000,SonyAIBORobotSurfaceII,InlineSkate,ScreenType,ElectricDevices,Symbols,Earthquakes,UWaveGestureLibraryAll,OliveOil,Cricket_Y,MoteStrain,Gun_Point,ItalyPowerDemand,uWaveGestureLibrary_Z,ECGFiveDays,CinC_ECG_torso,LargeKitchenAppliances,Worms,Strawberry,FordA,ToeSegmentation1,SmallKitchenAppliances,Two_Patterns,wafer,WormsTwoClass,Meat,ToeSegmentation2,TwoLeadECG,FordB,Beef,ECG200,SonyAIBORobotSurface,OSULeaf,ArrowHead,Coffee,Wine,Trace,ShapeletSim,BeetleFly,HandOutlines,BirdChicken,Adiac,yoga,SwedishLeaf,Plane,DiatomSizeReduction,Car,FISH,Haptics,Herring,NonInvasiveFatalECG_Thorax2,FaceFour
MiddlePhalanxOutlineAgeGroup,MedicalImages,InsectWingbeatSound,Lighting7,Cricket_X,ChlorineConcentration,WordsSynonyms,Ham,FaceAll,50words,Phoneme,ShapesAll,CBF,uWaveGestureLibrary_X,Lighting2,Cricket_Z,uWaveGestureLibrary_Y,ScreenType,MALLAT,ElectricDevices,InlineSkate,Computers,Cricket_Y,OliveOil,FacesUCR,RefrigerationDevices,UWaveGestureLibraryAll,LargeKitchenAppliances,ECG5000,CinC_ECG_torso,Symbols,uWaveGestureLibrary_Z,MiddlePhalanxTW,Gun_Point,ItalyPowerDemand,Two_Patterns,ECGFiveDays,Worms,synthetic_control,Strawberry,FordA,SmallKitchenAppliances,MiddlePhalanxOutlineCorrect,SonyAIBORobotSurfaceII,Meat,TwoLeadECG,FordB,WormsTwoClass,DistalPhalanxOutlineAgeGroup,MoteStrain,ProximalPhalanxTW,DistalPhalanxTW,ProximalPhalanxOutlineAgeGroup,Beef,ECG200,SonyAIBORobotSurface,Trace,PhalangesOutlinesCorrect,DistalPhalanxOutlineCorrect,ArrowHead,ToeSegmentation1,wafer,ToeSegmentation2,ProximalPhalanxOutlineCorrect,OSULeaf,Coffee,Wine,Adiac,Earthquakes,SwedishLeaf,Car,DiatomSizeReduction,ShapeletSim,HandOutlines,yoga,FISH,BirdChicken,BeetleFly,Plane,FaceFour,NonInvasiveFatalECG_Thorax2,Herring,NonInvasiveFatalECG_Thorax1
MiddlePhalanxOutlineCorrect,MedicalImages,Cricket_X,InsectWingbeatSound,WordsSynonyms,Lighting7,FaceAll,ChlorineConcentration,50words,Phoneme,Ham,ShapesAll,uWaveGestureLibrary_X,CBF,Cricket_Z,Lighting2,uWaveGestureLibrary_Y,MALLAT,ScreenType,InlineSkate,ElectricDevices,Cricket_Y,OliveOil,RefrigerationDevices,Computers,FacesUCR,MiddlePhalanxOutlineAgeGroup,UWaveGestureLibraryAll,ECG5000,MiddlePhalanxTW,LargeKitchenAppliances,CinC_ECG_torso,Symbols,Gun_Point,uWaveGestureLibrary_Z,synthetic_control,ItalyPowerDemand,Two_Patterns,ECGFiveDays,Worms,Strawberry,SonyAIBORobotSurfaceII,FordA,SmallKitchenAppliances,Meat,WormsTwoClass,MoteStrain,TwoLeadECG,FordB,DistalPhalanxOutlineAgeGroup,PhalangesOutlinesCorrect,DistalPhalanxTW,ProximalPhalanxOutlineAgeGroup,ProximalPhalanxTW,Beef,ECG200,DistalPhalanxOutlineCorrect,ToeSegmentation1,Trace,SonyAIBORobotSurface,ArrowHead,wafer,ProximalPhalanxOutlineCorrect,ToeSegmentation2,OSULeaf,Earthquakes,Coffee,Wine,Adiac,SwedishLeaf,Car,DiatomSizeReduction,ShapeletSim,HandOutlines,yoga,FISH,BirdChicken,BeetleFly,Plane,FaceFour,NonInvasiveFatalECG_Thorax2,Herring,NonInvasiveFatalECG_Thorax1
