,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61,K_62,K_63,K_64,K_65,K_66,K_67,K_68,K_69,K_70,K_71,K_72,K_73,K_74,K_75,K_76,K_77,K_78,K_79,K_80,K_81,K_82
FordB,ShapesAll,50words,WordsSynonyms,Phoneme,Adiac,FaceAll,Cricket_X,InsectWingbeatSound,Cricket_Z,MedicalImages,Cricket_Y,FacesUCR,MALLAT,uWaveGestureLibrary_X,Lighting7,uWaveGestureLibrary_Y,MiddlePhalanxTW,ProximalPhalanxTW,SwedishLeaf,synthetic_control,DistalPhalanxTW,InlineSkate,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,Trace,NonInvasiveFatalECG_Thorax2,OliveOil,MiddlePhalanxOutlineAgeGroup,NonInvasiveFatalECG_Thorax1,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,CBF,DistalPhalanxOutlineAgeGroup,Worms,ScreenType,Symbols,OSULeaf,ECG5000,Car,CinC_ECG_torso,FISH,Ham,MiddlePhalanxOutlineCorrect,MoteStrain,Lighting2,DiatomSizeReduction,DistalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,RefrigerationDevices,Plane,ProximalPhalanxOutlineCorrect,SonyAIBORobotSurfaceII,Computers,LargeKitchenAppliances,SmallKitchenAppliances,Gun_Point,yoga,ToeSegmentation1,Meat,wafer,Strawberry,BirdChicken,BeetleFly,WormsTwoClass,Beef,Earthquakes,ToeSegmentation2,ItalyPowerDemand,ECGFiveDays,SonyAIBORobotSurface,ECG200,Two_Patterns,ArrowHead,FaceFour,Herring,Haptics,Coffee,Wine,HandOutlines,TwoLeadECG,FordA,ShapeletSim
Gun_Point,ShapesAll,Phoneme,Adiac,50words,WordsSynonyms,Cricket_Y,Cricket_Z,FacesUCR,Cricket_X,InsectWingbeatSound,FaceAll,uWaveGestureLibrary_X,MedicalImages,uWaveGestureLibrary_Y,uWaveGestureLibrary_Z,SwedishLeaf,UWaveGestureLibraryAll,InlineSkate,synthetic_control,DistalPhalanxTW,NonInvasiveFatalECG_Thorax2,Beef,MiddlePhalanxTW,Lighting7,Trace,NonInvasiveFatalECG_Thorax1,Worms,OSULeaf,Symbols,Two_Patterns,ProximalPhalanxTW,ECG5000,CinC_ECG_torso,LargeKitchenAppliances,SmallKitchenAppliances,Car,ArrowHead,ScreenType,FISH,Plane,Meat,DiatomSizeReduction,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,RefrigerationDevices,HandOutlines,SonyAIBORobotSurface,ShapeletSim,ToeSegmentation1,FordA,ECG200,Coffee,ECGFiveDays,Wine,ToeSegmentation2,MoteStrain,yoga,ItalyPowerDemand,FordB,TwoLeadECG,SonyAIBORobotSurfaceII,Computers,BirdChicken,ProximalPhalanxOutlineAgeGroup,CBF,DistalPhalanxOutlineCorrect,Ham,MALLAT,BeetleFly,WormsTwoClass,wafer,MiddlePhalanxOutlineCorrect,Earthquakes,Lighting2,FaceFour,PhalangesOutlinesCorrect,Strawberry,Herring,ProximalPhalanxOutlineCorrect,Haptics,OliveOil
Ham,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,FacesUCR,Cricket_Y,Cricket_Z,FaceAll,Cricket_X,uWaveGestureLibrary_Z,SwedishLeaf,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,MALLAT,uWaveGestureLibrary_X,InlineSkate,NonInvasiveFatalECG_Thorax2,Beef,synthetic_control,InsectWingbeatSound,Worms,NonInvasiveFatalECG_Thorax1,DistalPhalanxTW,Trace,OSULeaf,Lighting7,Two_Patterns,ECG5000,CinC_ECG_torso,MedicalImages,OliveOil,Symbols,ProximalPhalanxTW,Meat,ArrowHead,Car,SmallKitchenAppliances,Plane,FISH,LargeKitchenAppliances,DiatomSizeReduction,ScreenType,Coffee,SonyAIBORobotSurface,ShapeletSim,Wine,ECG200,MiddlePhalanxTW,HandOutlines,WormsTwoClass,yoga,wafer,FordB,TwoLeadECG,ToeSegmentation2,FordA,Strawberry,ToeSegmentation1,Gun_Point,ECGFiveDays,BirdChicken,RefrigerationDevices,ItalyPowerDemand,DistalPhalanxOutlineAgeGroup,BeetleFly,MoteStrain,CBF,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,ProximalPhalanxOutlineAgeGroup,Computers,SonyAIBORobotSurfaceII,FaceFour,Lighting2,Herring,MiddlePhalanxOutlineAgeGroup,Haptics,Earthquakes,DistalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,ChlorineConcentration
HandOutlines,50words,ShapesAll,Phoneme,WordsSynonyms,FaceAll,Adiac,InsectWingbeatSound,Cricket_X,FacesUCR,MedicalImages,Cricket_Y,MALLAT,Cricket_Z,Lighting7,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,UWaveGestureLibraryAll,ProximalPhalanxTW,MiddlePhalanxTW,uWaveGestureLibrary_Z,InlineSkate,DistalPhalanxTW,OliveOil,ECG5000,synthetic_control,SwedishLeaf,CinC_ECG_torso,Worms,CBF,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,Two_Patterns,Symbols,DistalPhalanxOutlineAgeGroup,Beef,Meat,ScreenType,Trace,LargeKitchenAppliances,Strawberry,Gun_Point,OSULeaf,SmallKitchenAppliances,ProximalPhalanxOutlineCorrect,NonInvasiveFatalECG_Thorax2,PhalangesOutlinesCorrect,Lighting2,RefrigerationDevices,MiddlePhalanxOutlineCorrect,WormsTwoClass,Ham,DistalPhalanxOutlineCorrect,Computers,NonInvasiveFatalECG_Thorax1,wafer,SonyAIBORobotSurfaceII,ItalyPowerDemand,ECGFiveDays,FordA,Car,MoteStrain,ToeSegmentation1,FordB,TwoLeadECG,SonyAIBORobotSurface,ECG200,DiatomSizeReduction,FISH,Plane,ToeSegmentation2,ArrowHead,ShapeletSim,Earthquakes,yoga,Coffee,Wine,BirdChicken,BeetleFly,Haptics,FaceFour,Herring
Haptics,50words,WordsSynonyms,Phoneme,ShapesAll,FacesUCR,FaceAll,MALLAT,MedicalImages,InsectWingbeatSound,Cricket_X,Beef,Cricket_Y,Lighting7,Adiac,Cricket_Z,uWaveGestureLibrary_Y,ProximalPhalanxTW,MiddlePhalanxTW,uWaveGestureLibrary_X,ECG5000,OliveOil,DistalPhalanxTW,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,InlineSkate,ArrowHead,Meat,Worms,synthetic_control,CinC_ECG_torso,CBF,Wine,Coffee,ProximalPhalanxOutlineAgeGroup,HandOutlines,WormsTwoClass,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,Strawberry,DistalPhalanxOutlineAgeGroup,Gun_Point,Two_Patterns,Symbols,ScreenType,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,NonInvasiveFatalECG_Thorax2,Lighting2,SwedishLeaf,LargeKitchenAppliances,MiddlePhalanxOutlineCorrect,Ham,NonInvasiveFatalECG_Thorax1,RefrigerationDevices,DistalPhalanxOutlineCorrect,wafer,Trace,SmallKitchenAppliances,Computers,ItalyPowerDemand,SonyAIBORobotSurfaceII,ECGFiveDays,OSULeaf,FordA,MoteStrain,TwoLeadECG,FordB,ToeSegmentation1,ECG200,SonyAIBORobotSurface,Earthquakes,ToeSegmentation2,Plane,Car,FISH,ShapeletSim,DiatomSizeReduction,yoga,BirdChicken,BeetleFly,FaceFour,Herring
Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Phoneme,50words,Adiac,Cricket_Y,Cricket_Z,Cricket_X,WordsSynonyms,uWaveGestureLibrary_Z,InsectWingbeatSound,UWaveGestureLibraryAll,FaceAll,uWaveGestureLibrary_X,InlineSkate,uWaveGestureLibrary_Y,MedicalImages,Plane,ShapesAll,DistalPhalanxTW,synthetic_control,Trace,Two_Patterns,SwedishLeaf,FacesUCR,Worms,Lighting7,MiddlePhalanxTW,FaceFour,ProximalPhalanxTW,CinC_ECG_torso,Symbols,SmallKitchenAppliances,OSULeaf,LargeKitchenAppliances,MALLAT,ScreenType,SonyAIBORobotSurface,ECG200,FordB,TwoLeadECG,ECG5000,DistalPhalanxOutlineAgeGroup,FordA,MiddlePhalanxOutlineAgeGroup,MoteStrain,ToeSegmentation1,ECGFiveDays,ItalyPowerDemand,ChlorineConcentration,SonyAIBORobotSurfaceII,ToeSegmentation2,ProximalPhalanxOutlineAgeGroup,RefrigerationDevices,ShapeletSim,yoga,Computers,CBF,Car,DistalPhalanxOutlineCorrect,Ham,OliveOil,DiatomSizeReduction,MiddlePhalanxOutlineCorrect,Lighting2,wafer,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Haptics,FISH,Gun_Point,Beef,Strawberry,Meat,WormsTwoClass,ArrowHead,Coffee,Wine,HandOutlines,BirdChicken,BeetleFly,Earthquakes
InlineSkate,50words,ShapesAll,Phoneme,WordsSynonyms,Adiac,FaceAll,Cricket_X,Cricket_Z,FacesUCR,Cricket_Y,MedicalImages,InsectWingbeatSound,MALLAT,Lighting7,uWaveGestureLibrary_Z,uWaveGestureLibrary_Y,SwedishLeaf,uWaveGestureLibrary_X,UWaveGestureLibraryAll,synthetic_control,ProximalPhalanxTW,MiddlePhalanxTW,NonInvasiveFatalECG_Thorax2,Trace,OliveOil,Worms,DistalPhalanxTW,NonInvasiveFatalECG_Thorax1,OSULeaf,Beef,Symbols,ChlorineConcentration,CBF,ECG5000,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,Car,CinC_ECG_torso,Meat,Two_Patterns,DistalPhalanxOutlineAgeGroup,Plane,FISH,DiatomSizeReduction,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Lighting2,Gun_Point,SmallKitchenAppliances,MiddlePhalanxOutlineCorrect,SonyAIBORobotSurfaceII,ShapeletSim,Ham,Strawberry,yoga,wafer,RefrigerationDevices,ScreenType,MoteStrain,SonyAIBORobotSurface,ArrowHead,DistalPhalanxOutlineCorrect,WormsTwoClass,ECG200,BirdChicken,BeetleFly,ToeSegmentation1,ToeSegmentation2,FordB,TwoLeadECG,Computers,Coffee,ItalyPowerDemand,LargeKitchenAppliances,Wine,Earthquakes,ECGFiveDays,FordA,FaceFour,HandOutlines,Herring,Haptics
InsectWingbeatSound,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,FacesUCR,Cricket_Z,Cricket_Y,FaceAll,Cricket_X,uWaveGestureLibrary_Z,MALLAT,UWaveGestureLibraryAll,SwedishLeaf,uWaveGestureLibrary_Y,MedicalImages,uWaveGestureLibrary_X,synthetic_control,NonInvasiveFatalECG_Thorax2,InlineSkate,Beef,Lighting7,Worms,NonInvasiveFatalECG_Thorax1,Trace,OSULeaf,DistalPhalanxTW,OliveOil,Two_Patterns,ProximalPhalanxTW,CinC_ECG_torso,ECG5000,Symbols,Meat,MiddlePhalanxTW,Car,ArrowHead,SmallKitchenAppliances,Plane,FISH,DiatomSizeReduction,LargeKitchenAppliances,SonyAIBORobotSurface,WormsTwoClass,ShapeletSim,ECG200,CBF,Strawberry,wafer,Coffee,FordB,Gun_Point,TwoLeadECG,yoga,Wine,RefrigerationDevices,ToeSegmentation2,ProximalPhalanxOutlineAgeGroup,FordA,HandOutlines,ChlorineConcentration,ProximalPhalanxOutlineCorrect,DistalPhalanxOutlineAgeGroup,PhalangesOutlinesCorrect,BirdChicken,ToeSegmentation1,BeetleFly,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineAgeGroup,Lighting2,ScreenType,MoteStrain,ECGFiveDays,ItalyPowerDemand,MiddlePhalanxOutlineCorrect,FaceFour,Ham,Computers,DistalPhalanxOutlineCorrect,Herring,Earthquakes,Haptics
ItalyPowerDemand,50words,ShapesAll,Phoneme,WordsSynonyms,Adiac,FaceAll,Cricket_X,Cricket_Z,FacesUCR,Cricket_Y,MedicalImages,MALLAT,InsectWingbeatSound,uWaveGestureLibrary_Y,Lighting7,uWaveGestureLibrary_Z,SwedishLeaf,uWaveGestureLibrary_X,synthetic_control,UWaveGestureLibraryAll,MiddlePhalanxTW,ProximalPhalanxTW,NonInvasiveFatalECG_Thorax2,Trace,InlineSkate,DistalPhalanxTW,Worms,OliveOil,NonInvasiveFatalECG_Thorax1,OSULeaf,Beef,Symbols,ChlorineConcentration,ECG5000,CinC_ECG_torso,Meat,CBF,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,Car,DistalPhalanxOutlineAgeGroup,Plane,FISH,DiatomSizeReduction,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Lighting2,SmallKitchenAppliances,ShapeletSim,Gun_Point,Two_Patterns,RefrigerationDevices,SonyAIBORobotSurfaceII,Strawberry,MiddlePhalanxOutlineCorrect,WormsTwoClass,SonyAIBORobotSurface,wafer,Ham,ArrowHead,yoga,MoteStrain,ECG200,BirdChicken,LargeKitchenAppliances,ScreenType,DistalPhalanxOutlineCorrect,ToeSegmentation1,BeetleFly,ToeSegmentation2,Computers,FordB,Coffee,TwoLeadECG,Wine,Earthquakes,FordA,HandOutlines,ECGFiveDays,FaceFour,Herring,Haptics
LargeKitchenAppliances,50words,ShapesAll,WordsSynonyms,Phoneme,Adiac,FaceAll,FacesUCR,Cricket_X,Cricket_Z,MedicalImages,Cricket_Y,MALLAT,InsectWingbeatSound,Lighting7,uWaveGestureLibrary_Z,SwedishLeaf,uWaveGestureLibrary_Y,NonInvasiveFatalECG_Thorax2,UWaveGestureLibraryAll,synthetic_control,ProximalPhalanxTW,MiddlePhalanxTW,uWaveGestureLibrary_X,NonInvasiveFatalECG_Thorax1,Trace,OliveOil,Worms,Beef,OSULeaf,DistalPhalanxTW,Symbols,ChlorineConcentration,CBF,ECG5000,ProximalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,InlineSkate,Meat,Plane,Car,FISH,DiatomSizeReduction,CinC_ECG_torso,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Lighting2,Gun_Point,DistalPhalanxOutlineAgeGroup,Two_Patterns,SonyAIBORobotSurfaceII,SonyAIBORobotSurface,ArrowHead,MiddlePhalanxOutlineCorrect,Strawberry,ShapeletSim,Ham,wafer,WormsTwoClass,ECG200,yoga,MoteStrain,DistalPhalanxOutlineCorrect,BirdChicken,Coffee,BeetleFly,Wine,FordB,TwoLeadECG,Earthquakes,ToeSegmentation2,ToeSegmentation1,ItalyPowerDemand,FaceFour,ECGFiveDays,HandOutlines,Herring,FordA,Haptics,ScreenType,Computers,RefrigerationDevices,SmallKitchenAppliances
Lighting2,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,FacesUCR,Cricket_Y,Cricket_Z,FaceAll,Cricket_X,SwedishLeaf,uWaveGestureLibrary_Z,uWaveGestureLibrary_Y,UWaveGestureLibraryAll,InsectWingbeatSound,InlineSkate,uWaveGestureLibrary_X,NonInvasiveFatalECG_Thorax2,synthetic_control,Beef,MALLAT,MedicalImages,DistalPhalanxTW,Worms,NonInvasiveFatalECG_Thorax1,Trace,OSULeaf,Two_Patterns,ECG5000,Symbols,CinC_ECG_torso,Lighting7,ProximalPhalanxTW,MiddlePhalanxTW,ArrowHead,Car,SmallKitchenAppliances,Meat,LargeKitchenAppliances,Plane,FISH,DiatomSizeReduction,OliveOil,ScreenType,HandOutlines,ShapeletSim,Coffee,Wine,ECG200,SonyAIBORobotSurface,FordB,FordA,TwoLeadECG,ToeSegmentation2,ToeSegmentation1,yoga,WormsTwoClass,ECGFiveDays,wafer,DistalPhalanxOutlineAgeGroup,ItalyPowerDemand,MoteStrain,BirdChicken,RefrigerationDevices,ProximalPhalanxOutlineAgeGroup,Strawberry,SonyAIBORobotSurfaceII,Computers,BeetleFly,CBF,MiddlePhalanxOutlineAgeGroup,Gun_Point,FaceFour,DistalPhalanxOutlineCorrect,Earthquakes,ChlorineConcentration,ProximalPhalanxOutlineCorrect,Ham,Herring,MiddlePhalanxOutlineCorrect,Haptics,PhalangesOutlinesCorrect
Lighting7,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,FacesUCR,Cricket_Y,Cricket_Z,FaceAll,Cricket_X,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,SwedishLeaf,InsectWingbeatSound,uWaveGestureLibrary_Y,uWaveGestureLibrary_X,InlineSkate,MedicalImages,synthetic_control,NonInvasiveFatalECG_Thorax2,MALLAT,Beef,DistalPhalanxTW,Worms,NonInvasiveFatalECG_Thorax1,Trace,OSULeaf,Two_Patterns,Symbols,ECG5000,MiddlePhalanxTW,ProximalPhalanxTW,CinC_ECG_torso,ArrowHead,SmallKitchenAppliances,Car,Meat,LargeKitchenAppliances,Plane,FISH,DiatomSizeReduction,OliveOil,ScreenType,SonyAIBORobotSurface,ShapeletSim,ECG200,HandOutlines,Coffee,Wine,FordA,DistalPhalanxOutlineAgeGroup,ToeSegmentation2,FordB,TwoLeadECG,RefrigerationDevices,yoga,ToeSegmentation1,ProximalPhalanxOutlineAgeGroup,ECGFiveDays,CBF,WormsTwoClass,ItalyPowerDemand,wafer,BirdChicken,MoteStrain,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,BeetleFly,Computers,Strawberry,Gun_Point,DistalPhalanxOutlineCorrect,Ham,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,Lighting2,MiddlePhalanxOutlineCorrect,FaceFour,Earthquakes,Herring,Haptics
MALLAT,ShapesAll,Adiac,50words,NonInvasiveFatalECG_Thorax2,Cricket_Y,Cricket_Z,WordsSynonyms,NonInvasiveFatalECG_Thorax1,FacesUCR,Cricket_X,SwedishLeaf,InsectWingbeatSound,FaceAll,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,uWaveGestureLibrary_X,MedicalImages,Phoneme,InlineSkate,synthetic_control,OSULeaf,Beef,DistalPhalanxTW,Trace,Symbols,Worms,Plane,MiddlePhalanxTW,FISH,Lighting7,Two_Patterns,Car,ECG5000,ProximalPhalanxTW,DiatomSizeReduction,CinC_ECG_torso,SmallKitchenAppliances,ArrowHead,LargeKitchenAppliances,ScreenType,Meat,ShapeletSim,DistalPhalanxOutlineAgeGroup,RefrigerationDevices,yoga,HandOutlines,SonyAIBORobotSurface,MiddlePhalanxOutlineAgeGroup,ECG200,ToeSegmentation2,ToeSegmentation1,ChlorineConcentration,BirdChicken,FordA,MoteStrain,FordB,TwoLeadECG,Coffee,Wine,ECGFiveDays,SonyAIBORobotSurfaceII,ItalyPowerDemand,BeetleFly,FaceFour,Computers,ProximalPhalanxOutlineAgeGroup,CBF,wafer,DistalPhalanxOutlineCorrect,Ham,Earthquakes,MiddlePhalanxOutlineCorrect,WormsTwoClass,Haptics,Herring,Lighting2,PhalangesOutlinesCorrect,OliveOil,ProximalPhalanxOutlineCorrect,Strawberry,Gun_Point
Meat,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,FaceAll,Cricket_X,InsectWingbeatSound,Cricket_Z,Cricket_Y,MedicalImages,uWaveGestureLibrary_X,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,FacesUCR,InlineSkate,MALLAT,Lighting7,uWaveGestureLibrary_Y,MiddlePhalanxTW,SwedishLeaf,ProximalPhalanxTW,DistalPhalanxTW,Worms,synthetic_control,ECG5000,NonInvasiveFatalECG_Thorax2,Two_Patterns,Symbols,CinC_ECG_torso,Trace,Beef,OliveOil,OSULeaf,NonInvasiveFatalECG_Thorax1,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,ScreenType,LargeKitchenAppliances,ProximalPhalanxOutlineAgeGroup,CBF,SmallKitchenAppliances,ArrowHead,Car,RefrigerationDevices,Plane,FISH,DiatomSizeReduction,Ham,HandOutlines,MiddlePhalanxOutlineCorrect,DistalPhalanxOutlineCorrect,Computers,ECGFiveDays,Lighting2,ItalyPowerDemand,SonyAIBORobotSurfaceII,FordA,PhalangesOutlinesCorrect,MoteStrain,ProximalPhalanxOutlineCorrect,SonyAIBORobotSurface,ToeSegmentation1,ECG200,FordB,TwoLeadECG,ToeSegmentation2,Gun_Point,ShapeletSim,Wine,yoga,Coffee,wafer,Strawberry,BirdChicken,BeetleFly,Earthquakes,FaceFour,WormsTwoClass,Herring,Haptics
MedicalImages,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,FacesUCR,Cricket_Y,Cricket_Z,FaceAll,Cricket_X,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,SwedishLeaf,uWaveGestureLibrary_Y,InsectWingbeatSound,uWaveGestureLibrary_X,MALLAT,InlineSkate,synthetic_control,NonInvasiveFatalECG_Thorax2,Worms,Beef,DistalPhalanxTW,Lighting7,NonInvasiveFatalECG_Thorax1,Trace,OSULeaf,Two_Patterns,ProximalPhalanxTW,ECG5000,CinC_ECG_torso,Symbols,OliveOil,MiddlePhalanxTW,Car,SmallKitchenAppliances,ArrowHead,LargeKitchenAppliances,Meat,Plane,FISH,DiatomSizeReduction,ScreenType,SonyAIBORobotSurface,ShapeletSim,ECG200,HandOutlines,DistalPhalanxOutlineAgeGroup,FordA,FordB,ToeSegmentation2,TwoLeadECG,ToeSegmentation1,Coffee,yoga,Wine,wafer,CBF,WormsTwoClass,RefrigerationDevices,ECGFiveDays,Strawberry,ProximalPhalanxOutlineAgeGroup,ItalyPowerDemand,BirdChicken,MoteStrain,Gun_Point,BeetleFly,SonyAIBORobotSurfaceII,Computers,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,ChlorineConcentration,Lighting2,DistalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,FaceFour,Ham,Earthquakes,Herring,Haptics
MiddlePhalanxOutlineAgeGroup,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,FacesUCR,Cricket_Y,Cricket_Z,FaceAll,Cricket_X,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,MALLAT,SwedishLeaf,InlineSkate,uWaveGestureLibrary_X,ProximalPhalanxTW,MiddlePhalanxTW,DistalPhalanxTW,Beef,synthetic_control,InsectWingbeatSound,NonInvasiveFatalECG_Thorax2,Worms,Trace,NonInvasiveFatalECG_Thorax1,MedicalImages,Two_Patterns,OSULeaf,Lighting7,CinC_ECG_torso,ECG5000,OliveOil,Symbols,Meat,ProximalPhalanxOutlineAgeGroup,ArrowHead,DistalPhalanxOutlineAgeGroup,SmallKitchenAppliances,Car,LargeKitchenAppliances,Plane,FISH,DiatomSizeReduction,SonyAIBORobotSurface,DistalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,WormsTwoClass,ECG200,ScreenType,ProximalPhalanxOutlineCorrect,Coffee,ShapeletSim,FordB,TwoLeadECG,Wine,FordA,wafer,Strawberry,ToeSegmentation2,HandOutlines,yoga,ToeSegmentation1,MiddlePhalanxOutlineCorrect,Gun_Point,ECGFiveDays,BirdChicken,RefrigerationDevices,ItalyPowerDemand,MoteStrain,BeetleFly,CBF,SonyAIBORobotSurfaceII,Computers,FaceFour,Lighting2,ChlorineConcentration,Herring,Haptics,Earthquakes,Ham
MiddlePhalanxOutlineCorrect,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,FacesUCR,Cricket_Y,Cricket_Z,FaceAll,Cricket_X,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,SwedishLeaf,InlineSkate,MALLAT,uWaveGestureLibrary_X,ProximalPhalanxTW,MiddlePhalanxTW,InsectWingbeatSound,DistalPhalanxTW,Beef,synthetic_control,NonInvasiveFatalECG_Thorax2,Worms,MedicalImages,Trace,NonInvasiveFatalECG_Thorax1,Two_Patterns,OSULeaf,ECG5000,CinC_ECG_torso,Symbols,Lighting7,Meat,OliveOil,ProximalPhalanxOutlineAgeGroup,SmallKitchenAppliances,ArrowHead,DistalPhalanxOutlineAgeGroup,LargeKitchenAppliances,Car,MiddlePhalanxOutlineAgeGroup,Plane,FISH,DiatomSizeReduction,ScreenType,SonyAIBORobotSurface,DistalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,ECG200,WormsTwoClass,ProximalPhalanxOutlineCorrect,Coffee,FordA,Wine,FordB,ShapeletSim,TwoLeadECG,ToeSegmentation2,HandOutlines,wafer,ToeSegmentation1,yoga,Strawberry,ECGFiveDays,ItalyPowerDemand,RefrigerationDevices,BirdChicken,MoteStrain,Gun_Point,BeetleFly,CBF,Computers,SonyAIBORobotSurfaceII,FaceFour,ChlorineConcentration,Lighting2,Earthquakes,Herring,Haptics,Ham
MiddlePhalanxTW,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,FacesUCR,Cricket_Y,Cricket_Z,FaceAll,Cricket_X,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,SwedishLeaf,uWaveGestureLibrary_X,MALLAT,InlineSkate,ProximalPhalanxTW,InsectWingbeatSound,synthetic_control,Beef,DistalPhalanxTW,MedicalImages,NonInvasiveFatalECG_Thorax2,Worms,Trace,Lighting7,NonInvasiveFatalECG_Thorax1,Two_Patterns,OSULeaf,CinC_ECG_torso,ECG5000,Symbols,OliveOil,ProximalPhalanxOutlineAgeGroup,Meat,SmallKitchenAppliances,ArrowHead,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,Car,LargeKitchenAppliances,Plane,FISH,DiatomSizeReduction,SonyAIBORobotSurface,DistalPhalanxOutlineCorrect,ScreenType,ECG200,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Coffee,MiddlePhalanxOutlineCorrect,ShapeletSim,FordB,TwoLeadECG,Wine,FordA,WormsTwoClass,HandOutlines,ToeSegmentation2,ToeSegmentation1,yoga,RefrigerationDevices,wafer,ECGFiveDays,CBF,BirdChicken,ItalyPowerDemand,Strawberry,Gun_Point,MoteStrain,BeetleFly,SonyAIBORobotSurfaceII,Computers,ChlorineConcentration,Lighting2,FaceFour,Herring,Earthquakes,Ham,Haptics
