,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61,K_62,K_63,K_64,K_65,K_66,K_67,K_68,K_69,K_70,K_71,K_72,K_73,K_74,K_75,K_76,K_77,K_78,K_79,K_80,K_81,K_82
FordB,Phoneme,ShapesAll,InsectWingbeatSound,Cricket_Y,Cricket_X,50words,FaceAll,uWaveGestureLibrary_X,Cricket_Z,InlineSkate,MedicalImages,WordsSynonyms,uWaveGestureLibrary_Y,uWaveGestureLibrary_Z,DistalPhalanxTW,UWaveGestureLibraryAll,MiddlePhalanxTW,ProximalPhalanxTW,Lighting7,Trace,ScreenType,LargeKitchenAppliances,synthetic_control,DistalPhalanxOutlineAgeGroup,CinC_ECG_torso,Symbols,SmallKitchenAppliances,MiddlePhalanxOutlineAgeGroup,FacesUCR,Computers,Worms,ECG5000,SonyAIBORobotSurface,SonyAIBORobotSurfaceII,MoteStrain,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,Two_Patterns,ECGFiveDays,DistalPhalanxOutlineCorrect,ItalyPowerDemand,CBF,RefrigerationDevices,MALLAT,ToeSegmentation1,Ham,ECG200,MiddlePhalanxOutlineCorrect,Adiac,Lighting2,ToeSegmentation2,Earthquakes,BeetleFly,PhalangesOutlinesCorrect,OSULeaf,ProximalPhalanxOutlineCorrect,OliveOil,BirdChicken,TwoLeadECG,Gun_Point,yoga,wafer,SwedishLeaf,Strawberry,WormsTwoClass,Plane,Car,DiatomSizeReduction,Meat,FISH,Haptics,Beef,Herring,ArrowHead,NonInvasiveFatalECG_Thorax2,Coffee,NonInvasiveFatalECG_Thorax1,Wine,HandOutlines,FaceFour,FordA,ShapeletSim
Gun_Point,50words,WordsSynonyms,Phoneme,FaceAll,InsectWingbeatSound,MedicalImages,Cricket_X,FacesUCR,ShapesAll,Lighting7,MiddlePhalanxTW,ProximalPhalanxTW,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,MALLAT,Cricket_Y,DistalPhalanxTW,Cricket_Z,InlineSkate,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,UWaveGestureLibraryAll,ECG5000,DistalPhalanxOutlineAgeGroup,Meat,uWaveGestureLibrary_Z,CBF,synthetic_control,Ham,MiddlePhalanxOutlineCorrect,WormsTwoClass,Beef,ProximalPhalanxOutlineAgeGroup,Lighting2,ScreenType,PhalangesOutlinesCorrect,DistalPhalanxOutlineCorrect,CinC_ECG_torso,Strawberry,RefrigerationDevices,LargeKitchenAppliances,ProximalPhalanxOutlineCorrect,Computers,Symbols,SonyAIBORobotSurfaceII,Two_Patterns,wafer,ECGFiveDays,ItalyPowerDemand,ArrowHead,Earthquakes,Worms,MoteStrain,SmallKitchenAppliances,FordA,OliveOil,Coffee,ToeSegmentation1,Wine,Adiac,Trace,TwoLeadECG,FordB,ToeSegmentation2,SonyAIBORobotSurface,ECG200,HandOutlines,OSULeaf,ShapeletSim,SwedishLeaf,BeetleFly,yoga,BirdChicken,Car,DiatomSizeReduction,Plane,FISH,Haptics,Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,FaceFour
Ham,50words,WordsSynonyms,Phoneme,FaceAll,InsectWingbeatSound,ShapesAll,MALLAT,Cricket_X,Lighting7,uWaveGestureLibrary_X,MedicalImages,ProximalPhalanxTW,InlineSkate,Cricket_Y,FacesUCR,DistalPhalanxTW,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,Cricket_Z,uWaveGestureLibrary_Z,ScreenType,MiddlePhalanxTW,OliveOil,DistalPhalanxOutlineAgeGroup,CinC_ECG_torso,CBF,PhalangesOutlinesCorrect,LargeKitchenAppliances,ECG5000,ProximalPhalanxOutlineCorrect,ProximalPhalanxOutlineAgeGroup,Computers,MiddlePhalanxOutlineAgeGroup,Gun_Point,Worms,Lighting2,Two_Patterns,Symbols,ECGFiveDays,ItalyPowerDemand,synthetic_control,DistalPhalanxOutlineCorrect,RefrigerationDevices,ChlorineConcentration,MiddlePhalanxOutlineCorrect,SmallKitchenAppliances,Strawberry,FordA,MoteStrain,ToeSegmentation1,Meat,Beef,Earthquakes,TwoLeadECG,FordB,WormsTwoClass,ToeSegmentation2,SonyAIBORobotSurfaceII,ECG200,wafer,Trace,Adiac,SonyAIBORobotSurface,OSULeaf,ArrowHead,Coffee,Wine,ShapeletSim,SwedishLeaf,HandOutlines,BeetleFly,yoga,BirdChicken,Car,DiatomSizeReduction,Plane,FISH,Haptics,NonInvasiveFatalECG_Thorax2,Herring,NonInvasiveFatalECG_Thorax1,FaceFour
HandOutlines,50words,WordsSynonyms,Phoneme,FacesUCR,FaceAll,MALLAT,MedicalImages,Beef,Lighting7,OliveOil,Meat,ShapesAll,InsectWingbeatSound,uWaveGestureLibrary_Y,ProximalPhalanxTW,Cricket_X,MiddlePhalanxTW,ECG5000,WormsTwoClass,Strawberry,Cricket_Y,DistalPhalanxTW,ArrowHead,Gun_Point,CBF,synthetic_control,uWaveGestureLibrary_X,ProximalPhalanxOutlineAgeGroup,Coffee,Wine,Cricket_Z,CinC_ECG_torso,ProximalPhalanxOutlineCorrect,ChlorineConcentration,wafer,UWaveGestureLibraryAll,Worms,PhalangesOutlinesCorrect,MiddlePhalanxOutlineAgeGroup,uWaveGestureLibrary_Z,Lighting2,InlineSkate,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,Ham,DistalPhalanxOutlineCorrect,ScreenType,RefrigerationDevices,Computers,Symbols,LargeKitchenAppliances,SonyAIBORobotSurfaceII,Two_Patterns,ItalyPowerDemand,ECGFiveDays,Earthquakes,MoteStrain,SmallKitchenAppliances,FordA,ToeSegmentation1,Adiac,TwoLeadECG,FordB,Trace,ToeSegmentation2,ECG200,SonyAIBORobotSurface,OSULeaf,ShapeletSim,SwedishLeaf,BeetleFly,yoga,BirdChicken,Car,DiatomSizeReduction,Plane,FISH,Haptics,Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,FaceFour
Haptics,50words,WordsSynonyms,FacesUCR,Phoneme,Beef,FaceAll,MALLAT,ArrowHead,Meat,MedicalImages,ECG5000,Wine,HandOutlines,Coffee,OliveOil,Lighting7,uWaveGestureLibrary_Y,ShapesAll,Worms,WormsTwoClass,ProximalPhalanxTW,MiddlePhalanxTW,Strawberry,InsectWingbeatSound,Cricket_X,synthetic_control,Cricket_Y,DistalPhalanxTW,Gun_Point,CBF,ProximalPhalanxOutlineAgeGroup,wafer,CinC_ECG_torso,uWaveGestureLibrary_X,Cricket_Z,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,ChlorineConcentration,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,MiddlePhalanxOutlineAgeGroup,Lighting2,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,InlineSkate,Ham,DistalPhalanxOutlineCorrect,RefrigerationDevices,ScreenType,Symbols,Computers,SonyAIBORobotSurfaceII,LargeKitchenAppliances,Adiac,Two_Patterns,Earthquakes,ItalyPowerDemand,ECGFiveDays,MoteStrain,NonInvasiveFatalECG_Thorax2,SwedishLeaf,SmallKitchenAppliances,NonInvasiveFatalECG_Thorax1,FordA,ToeSegmentation1,Trace,Plane,TwoLeadECG,FordB,ToeSegmentation2,OSULeaf,ECG200,SonyAIBORobotSurface,FISH,FaceFour,ShapeletSim,yoga,DiatomSizeReduction,BeetleFly,BirdChicken,Car,Herring
Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Adiac,Phoneme,Cricket_Z,Plane,Cricket_Y,SwedishLeaf,Cricket_X,uWaveGestureLibrary_Z,Trace,synthetic_control,UWaveGestureLibraryAll,FaceFour,OSULeaf,uWaveGestureLibrary_Y,uWaveGestureLibrary_X,Car,Worms,yoga,DiatomSizeReduction,InlineSkate,ShapeletSim,SmallKitchenAppliances,Symbols,Two_Patterns,FISH,SonyAIBORobotSurface,FacesUCR,ECG200,ToeSegmentation1,ToeSegmentation2,MoteStrain,wafer,FordB,CinC_ECG_torso,TwoLeadECG,InsectWingbeatSound,SonyAIBORobotSurfaceII,FaceAll,DistalPhalanxTW,LargeKitchenAppliances,FordA,RefrigerationDevices,Haptics,ECGFiveDays,ItalyPowerDemand,MedicalImages,ScreenType,ECG5000,MiddlePhalanxTW,ProximalPhalanxTW,50words,DistalPhalanxOutlineAgeGroup,Lighting7,Computers,WordsSynonyms,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,CBF,Ham,MiddlePhalanxOutlineCorrect,Lighting2,MALLAT,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OliveOil,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ShapesAll,ArrowHead,Coffee,Wine,HandOutlines,BirdChicken,BeetleFly,Earthquakes
InlineSkate,Phoneme,50words,ShapesAll,InsectWingbeatSound,WordsSynonyms,Cricket_X,FaceAll,Cricket_Y,MedicalImages,Cricket_Z,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_X,Lighting7,MiddlePhalanxTW,ProximalPhalanxTW,uWaveGestureLibrary_Y,DistalPhalanxTW,Two_Patterns,MALLAT,ScreenType,MiddlePhalanxOutlineAgeGroup,Symbols,ChlorineConcentration,CinC_ECG_torso,DistalPhalanxOutlineAgeGroup,Worms,FacesUCR,ProximalPhalanxOutlineAgeGroup,synthetic_control,CBF,SmallKitchenAppliances,LargeKitchenAppliances,Trace,ECG5000,ItalyPowerDemand,FordB,DistalPhalanxOutlineCorrect,TwoLeadECG,ECGFiveDays,Ham,Computers,MiddlePhalanxOutlineCorrect,SonyAIBORobotSurfaceII,ECG200,FordA,SonyAIBORobotSurface,RefrigerationDevices,Lighting2,MoteStrain,PhalangesOutlinesCorrect,OliveOil,ProximalPhalanxOutlineCorrect,Earthquakes,ToeSegmentation1,OSULeaf,ToeSegmentation2,Adiac,Gun_Point,ShapeletSim,BeetleFly,Strawberry,BirdChicken,wafer,yoga,Meat,WormsTwoClass,SwedishLeaf,Beef,Plane,DiatomSizeReduction,Car,ArrowHead,Coffee,Wine,FISH,Haptics,HandOutlines,Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,FaceFour
InsectWingbeatSound,50words,Phoneme,WordsSynonyms,FaceAll,ShapesAll,Cricket_X,MedicalImages,InlineSkate,Cricket_Y,uWaveGestureLibrary_X,Lighting7,MALLAT,UWaveGestureLibraryAll,Cricket_Z,ProximalPhalanxTW,DistalPhalanxTW,uWaveGestureLibrary_Z,MiddlePhalanxTW,FacesUCR,uWaveGestureLibrary_Y,CinC_ECG_torso,LargeKitchenAppliances,ChlorineConcentration,Two_Patterns,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,ScreenType,OliveOil,CBF,ProximalPhalanxOutlineAgeGroup,ECG5000,RefrigerationDevices,Lighting2,PhalangesOutlinesCorrect,Symbols,Worms,SmallKitchenAppliances,ProximalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,synthetic_control,FordA,Ham,DistalPhalanxOutlineCorrect,ECGFiveDays,Computers,ItalyPowerDemand,Gun_Point,TwoLeadECG,FordB,ToeSegmentation1,SonyAIBORobotSurfaceII,ToeSegmentation2,ECG200,Strawberry,MoteStrain,SonyAIBORobotSurface,Trace,Meat,Earthquakes,WormsTwoClass,OSULeaf,Adiac,Beef,wafer,ArrowHead,ShapeletSim,Coffee,Wine,BeetleFly,SwedishLeaf,BirdChicken,yoga,HandOutlines,Car,DiatomSizeReduction,Plane,FISH,Haptics,NonInvasiveFatalECG_Thorax2,Herring,NonInvasiveFatalECG_Thorax1,FaceFour
ItalyPowerDemand,Phoneme,50words,ShapesAll,WordsSynonyms,InsectWingbeatSound,FaceAll,Cricket_X,MedicalImages,Cricket_Y,uWaveGestureLibrary_X,InlineSkate,Cricket_Z,MiddlePhalanxTW,DistalPhalanxTW,uWaveGestureLibrary_Z,Lighting7,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,ProximalPhalanxTW,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,MALLAT,ChlorineConcentration,CinC_ECG_torso,LargeKitchenAppliances,FacesUCR,ScreenType,Symbols,ProximalPhalanxOutlineAgeGroup,CBF,synthetic_control,Worms,Two_Patterns,Computers,Ham,RefrigerationDevices,DistalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,ECG5000,Trace,SonyAIBORobotSurfaceII,SonyAIBORobotSurface,Lighting2,SmallKitchenAppliances,ECG200,FordA,ECGFiveDays,PhalangesOutlinesCorrect,FordB,MoteStrain,TwoLeadECG,OliveOil,ProximalPhalanxOutlineCorrect,ToeSegmentation1,Earthquakes,OSULeaf,ToeSegmentation2,Gun_Point,Adiac,ShapeletSim,Strawberry,BeetleFly,Meat,BirdChicken,WormsTwoClass,wafer,Beef,yoga,SwedishLeaf,ArrowHead,Car,Plane,DiatomSizeReduction,Coffee,Wine,HandOutlines,FISH,Haptics,Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,FaceFour
LargeKitchenAppliances,50words,Phoneme,ShapesAll,WordsSynonyms,InsectWingbeatSound,MedicalImages,FaceAll,Cricket_X,Cricket_Y,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,Cricket_Z,Lighting7,MiddlePhalanxTW,uWaveGestureLibrary_X,ProximalPhalanxTW,InlineSkate,uWaveGestureLibrary_Y,Two_Patterns,DistalPhalanxTW,MALLAT,MiddlePhalanxOutlineAgeGroup,Symbols,ChlorineConcentration,Worms,ProximalPhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,CBF,CinC_ECG_torso,FacesUCR,DistalPhalanxOutlineCorrect,ECG5000,synthetic_control,FordB,TwoLeadECG,Ham,ItalyPowerDemand,SonyAIBORobotSurface,MiddlePhalanxOutlineCorrect,ECG200,ECGFiveDays,SonyAIBORobotSurfaceII,Lighting2,PhalangesOutlinesCorrect,OliveOil,MoteStrain,ProximalPhalanxOutlineCorrect,Trace,FordA,OSULeaf,Earthquakes,Gun_Point,ToeSegmentation2,Adiac,ToeSegmentation1,Strawberry,ShapeletSim,wafer,Meat,BeetleFly,WormsTwoClass,BirdChicken,Beef,yoga,SwedishLeaf,Car,DiatomSizeReduction,ArrowHead,Plane,Coffee,Wine,FISH,Haptics,NonInvasiveFatalECG_Thorax2,HandOutlines,Herring,NonInvasiveFatalECG_Thorax1,FaceFour,ScreenType,Computers,RefrigerationDevices,SmallKitchenAppliances
Lighting2,50words,WordsSynonyms,Phoneme,FaceAll,InsectWingbeatSound,ShapesAll,MedicalImages,MALLAT,Cricket_X,Lighting7,FacesUCR,MiddlePhalanxTW,ProximalPhalanxTW,uWaveGestureLibrary_X,DistalPhalanxTW,Cricket_Y,InlineSkate,uWaveGestureLibrary_Y,OliveOil,Cricket_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,ProximalPhalanxOutlineAgeGroup,CBF,MiddlePhalanxOutlineAgeGroup,ScreenType,DistalPhalanxOutlineAgeGroup,CinC_ECG_torso,ECG5000,ChlorineConcentration,Gun_Point,LargeKitchenAppliances,ProximalPhalanxOutlineCorrect,Worms,Computers,MiddlePhalanxOutlineCorrect,Symbols,Strawberry,Ham,DistalPhalanxOutlineCorrect,Two_Patterns,synthetic_control,PhalangesOutlinesCorrect,ItalyPowerDemand,ECGFiveDays,Meat,WormsTwoClass,RefrigerationDevices,SonyAIBORobotSurfaceII,MoteStrain,Beef,SmallKitchenAppliances,Earthquakes,FordA,ToeSegmentation1,wafer,FordB,TwoLeadECG,Adiac,ToeSegmentation2,ArrowHead,Trace,ECG200,SonyAIBORobotSurface,Coffee,Wine,OSULeaf,HandOutlines,ShapeletSim,SwedishLeaf,BeetleFly,yoga,BirdChicken,Car,DiatomSizeReduction,Plane,FISH,Haptics,NonInvasiveFatalECG_Thorax2,Herring,NonInvasiveFatalECG_Thorax1,FaceFour
Lighting7,50words,WordsSynonyms,Phoneme,FaceAll,InsectWingbeatSound,MedicalImages,ShapesAll,MALLAT,Cricket_X,FacesUCR,MiddlePhalanxTW,uWaveGestureLibrary_X,ProximalPhalanxTW,Cricket_Y,DistalPhalanxTW,InlineSkate,Cricket_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,OliveOil,uWaveGestureLibrary_Z,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,CinC_ECG_torso,CBF,DistalPhalanxOutlineAgeGroup,ScreenType,ECG5000,LargeKitchenAppliances,Ham,Lighting2,PhalangesOutlinesCorrect,Two_Patterns,Gun_Point,Worms,synthetic_control,ProximalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,DistalPhalanxOutlineCorrect,Symbols,RefrigerationDevices,Meat,Computers,Beef,Strawberry,ECGFiveDays,SmallKitchenAppliances,ItalyPowerDemand,WormsTwoClass,FordA,SonyAIBORobotSurfaceII,MoteStrain,ToeSegmentation1,Earthquakes,ArrowHead,TwoLeadECG,FordB,wafer,ToeSegmentation2,Adiac,Trace,ECG200,Coffee,SonyAIBORobotSurface,Wine,OSULeaf,HandOutlines,ShapeletSim,SwedishLeaf,BeetleFly,BirdChicken,yoga,Car,DiatomSizeReduction,Plane,FISH,Haptics,NonInvasiveFatalECG_Thorax2,Herring,NonInvasiveFatalECG_Thorax1,FaceFour
MALLAT,50words,WordsSynonyms,FaceAll,ShapesAll,InsectWingbeatSound,MedicalImages,FacesUCR,Cricket_X,Lighting7,MiddlePhalanxTW,Cricket_Y,ProximalPhalanxTW,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,Cricket_Z,DistalPhalanxTW,InlineSkate,UWaveGestureLibraryAll,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,uWaveGestureLibrary_Z,ECG5000,Meat,synthetic_control,DistalPhalanxOutlineAgeGroup,Beef,CBF,ProximalPhalanxOutlineAgeGroup,OliveOil,Ham,ScreenType,MiddlePhalanxOutlineCorrect,WormsTwoClass,CinC_ECG_torso,Lighting2,DistalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,LargeKitchenAppliances,Symbols,RefrigerationDevices,ProximalPhalanxOutlineCorrect,Worms,Two_Patterns,Adiac,Computers,Strawberry,ArrowHead,SonyAIBORobotSurfaceII,ItalyPowerDemand,ECGFiveDays,SmallKitchenAppliances,Gun_Point,wafer,MoteStrain,FordA,Earthquakes,Coffee,Trace,Wine,ToeSegmentation1,TwoLeadECG,FordB,ECG200,SonyAIBORobotSurface,ToeSegmentation2,HandOutlines,OSULeaf,SwedishLeaf,ShapeletSim,yoga,BeetleFly,BirdChicken,Car,DiatomSizeReduction,Plane,FISH,NonInvasiveFatalECG_Thorax2,Haptics,NonInvasiveFatalECG_Thorax1,Herring,FaceFour,Phoneme
Meat,50words,WordsSynonyms,Phoneme,FaceAll,MALLAT,FacesUCR,MedicalImages,Beef,ShapesAll,Lighting7,InsectWingbeatSound,OliveOil,Cricket_X,ProximalPhalanxTW,MiddlePhalanxTW,ArrowHead,DistalPhalanxTW,ECG5000,uWaveGestureLibrary_X,Cricket_Y,Strawberry,uWaveGestureLibrary_Y,Coffee,Cricket_Z,CBF,Wine,Gun_Point,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,UWaveGestureLibraryAll,Worms,CinC_ECG_torso,ProximalPhalanxOutlineCorrect,InlineSkate,MiddlePhalanxOutlineAgeGroup,uWaveGestureLibrary_Z,PhalangesOutlinesCorrect,Lighting2,DistalPhalanxOutlineAgeGroup,WormsTwoClass,MiddlePhalanxOutlineCorrect,HandOutlines,wafer,Ham,DistalPhalanxOutlineCorrect,ScreenType,synthetic_control,RefrigerationDevices,LargeKitchenAppliances,Symbols,Computers,Two_Patterns,SonyAIBORobotSurfaceII,ItalyPowerDemand,ECGFiveDays,Earthquakes,SmallKitchenAppliances,MoteStrain,FordA,ToeSegmentation1,Adiac,Trace,TwoLeadECG,FordB,ToeSegmentation2,ECG200,SonyAIBORobotSurface,OSULeaf,ShapeletSim,SwedishLeaf,BeetleFly,yoga,BirdChicken,Car,DiatomSizeReduction,Plane,FISH,Haptics,Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,FaceFour
MedicalImages,50words,WordsSynonyms,Phoneme,FaceAll,InsectWingbeatSound,ShapesAll,MALLAT,Cricket_X,Lighting7,FacesUCR,uWaveGestureLibrary_X,ProximalPhalanxTW,Cricket_Y,InlineSkate,DistalPhalanxTW,MiddlePhalanxTW,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,Cricket_Z,OliveOil,uWaveGestureLibrary_Z,ScreenType,CinC_ECG_torso,DistalPhalanxOutlineAgeGroup,CBF,ECG5000,ProximalPhalanxOutlineAgeGroup,LargeKitchenAppliances,PhalangesOutlinesCorrect,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ProximalPhalanxOutlineCorrect,Worms,Gun_Point,Lighting2,Two_Patterns,Strawberry,Computers,synthetic_control,Beef,MiddlePhalanxOutlineCorrect,Symbols,DistalPhalanxOutlineCorrect,ECGFiveDays,ItalyPowerDemand,RefrigerationDevices,Meat,Ham,WormsTwoClass,SmallKitchenAppliances,FordA,ArrowHead,MoteStrain,ToeSegmentation1,wafer,SonyAIBORobotSurfaceII,Earthquakes,HandOutlines,TwoLeadECG,FordB,Coffee,Wine,ToeSegmentation2,ECG200,Adiac,Trace,SonyAIBORobotSurface,OSULeaf,ShapeletSim,SwedishLeaf,BeetleFly,yoga,BirdChicken,Car,DiatomSizeReduction,Plane,FISH,Haptics,NonInvasiveFatalECG_Thorax2,Herring,NonInvasiveFatalECG_Thorax1,FaceFour
MiddlePhalanxOutlineAgeGroup,50words,WordsSynonyms,Phoneme,FaceAll,InsectWingbeatSound,ShapesAll,MALLAT,Cricket_X,MedicalImages,uWaveGestureLibrary_X,InlineSkate,Cricket_Y,Lighting7,FacesUCR,UWaveGestureLibraryAll,Cricket_Z,uWaveGestureLibrary_Z,uWaveGestureLibrary_Y,OliveOil,ScreenType,CinC_ECG_torso,MiddlePhalanxTW,LargeKitchenAppliances,ECG5000,Two_Patterns,CBF,Worms,Gun_Point,Computers,ChlorineConcentration,Lighting2,ECGFiveDays,Symbols,ItalyPowerDemand,RefrigerationDevices,MiddlePhalanxOutlineCorrect,SmallKitchenAppliances,FordA,Strawberry,synthetic_control,Ham,ToeSegmentation1,MoteStrain,Meat,WormsTwoClass,TwoLeadECG,FordB,DistalPhalanxOutlineAgeGroup,ProximalPhalanxTW,Beef,ToeSegmentation2,SonyAIBORobotSurfaceII,DistalPhalanxTW,PhalangesOutlinesCorrect,ECG200,wafer,SonyAIBORobotSurface,DistalPhalanxOutlineCorrect,Earthquakes,Trace,ProximalPhalanxOutlineAgeGroup,Adiac,OSULeaf,ArrowHead,ProximalPhalanxOutlineCorrect,Coffee,Wine,ShapeletSim,BeetleFly,HandOutlines,SwedishLeaf,BirdChicken,yoga,Car,DiatomSizeReduction,Plane,FISH,Haptics,NonInvasiveFatalECG_Thorax2,Herring,NonInvasiveFatalECG_Thorax1,FaceFour
MiddlePhalanxOutlineCorrect,50words,WordsSynonyms,Phoneme,FaceAll,InsectWingbeatSound,ShapesAll,MALLAT,MedicalImages,Cricket_X,FacesUCR,uWaveGestureLibrary_X,Cricket_Y,InlineSkate,Lighting7,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,Cricket_Z,uWaveGestureLibrary_Z,OliveOil,ScreenType,CinC_ECG_torso,MiddlePhalanxTW,LargeKitchenAppliances,ECG5000,CBF,MiddlePhalanxOutlineAgeGroup,Two_Patterns,ChlorineConcentration,Gun_Point,Worms,Computers,Symbols,ECGFiveDays,Lighting2,ItalyPowerDemand,Strawberry,RefrigerationDevices,SmallKitchenAppliances,synthetic_control,FordA,Ham,Meat,WormsTwoClass,MoteStrain,ToeSegmentation1,PhalangesOutlinesCorrect,ProximalPhalanxTW,Beef,DistalPhalanxOutlineAgeGroup,TwoLeadECG,FordB,Earthquakes,wafer,ToeSegmentation2,SonyAIBORobotSurfaceII,DistalPhalanxTW,DistalPhalanxOutlineCorrect,ECG200,SonyAIBORobotSurface,ProximalPhalanxOutlineAgeGroup,Trace,Adiac,ProximalPhalanxOutlineCorrect,ArrowHead,OSULeaf,Coffee,Wine,ShapeletSim,HandOutlines,SwedishLeaf,BeetleFly,BirdChicken,yoga,Car,DiatomSizeReduction,Plane,FISH,Haptics,NonInvasiveFatalECG_Thorax2,Herring,NonInvasiveFatalECG_Thorax1,FaceFour
MiddlePhalanxTW,50words,WordsSynonyms,Phoneme,FaceAll,InsectWingbeatSound,ShapesAll,Cricket_X,MALLAT,MedicalImages,Lighting7,FacesUCR,uWaveGestureLibrary_X,Cricket_Y,InlineSkate,UWaveGestureLibraryAll,Cricket_Z,uWaveGestureLibrary_Z,uWaveGestureLibrary_Y,OliveOil,ScreenType,CinC_ECG_torso,LargeKitchenAppliances,Two_Patterns,ECG5000,CBF,ChlorineConcentration,Lighting2,Worms,synthetic_control,ECGFiveDays,RefrigerationDevices,Gun_Point,Symbols,Computers,ItalyPowerDemand,SmallKitchenAppliances,FordA,MiddlePhalanxOutlineAgeGroup,Meat,Beef,Ham,Strawberry,ToeSegmentation1,WormsTwoClass,MiddlePhalanxOutlineCorrect,TwoLeadECG,FordB,MoteStrain,ToeSegmentation2,ProximalPhalanxTW,SonyAIBORobotSurfaceII,ECG200,DistalPhalanxTW,SonyAIBORobotSurface,DistalPhalanxOutlineAgeGroup,Trace,Earthquakes,wafer,ArrowHead,DistalPhalanxOutlineCorrect,Adiac,ProximalPhalanxOutlineAgeGroup,OSULeaf,Coffee,PhalangesOutlinesCorrect,Wine,ProximalPhalanxOutlineCorrect,ShapeletSim,HandOutlines,BeetleFly,SwedishLeaf,BirdChicken,yoga,Car,DiatomSizeReduction,Plane,FISH,Haptics,Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,FaceFour
