,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61,K_62,K_63,K_64,K_65,K_66,K_67,K_68,K_69,K_70,K_71,K_72,K_73,K_74,K_75,K_76,K_77,K_78,K_79,K_80,K_81,K_82
FordB,ShapesAll,50words,Phoneme,InsectWingbeatSound,WordsSynonyms,Cricket_X,FaceAll,Cricket_Y,Cricket_Z,MedicalImages,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,InlineSkate,MiddlePhalanxTW,Lighting7,DistalPhalanxTW,ProximalPhalanxTW,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,Adiac,Trace,synthetic_control,MALLAT,FacesUCR,ScreenType,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,ChlorineConcentration,LargeKitchenAppliances,ProximalPhalanxOutlineAgeGroup,CinC_ECG_torso,Symbols,Worms,CBF,Computers,MoteStrain,SmallKitchenAppliances,SonyAIBORobotSurfaceII,ECG5000,DistalPhalanxOutlineCorrect,Ham,RefrigerationDevices,MiddlePhalanxOutlineCorrect,ToeSegmentation1,OliveOil,SonyAIBORobotSurface,ItalyPowerDemand,ECGFiveDays,Lighting2,PhalangesOutlinesCorrect,Two_Patterns,ProximalPhalanxOutlineCorrect,ECG200,Earthquakes,ToeSegmentation2,BeetleFly,SwedishLeaf,BirdChicken,OSULeaf,Gun_Point,yoga,wafer,Strawberry,Car,DiatomSizeReduction,WormsTwoClass,Meat,Plane,TwoLeadECG,FISH,Beef,Haptics,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Herring,ArrowHead,Coffee,Wine,FaceFour,HandOutlines,FordA,ShapeletSim
Gun_Point,50words,Phoneme,WordsSynonyms,ShapesAll,FaceAll,InsectWingbeatSound,FacesUCR,MedicalImages,Cricket_X,Cricket_Y,uWaveGestureLibrary_X,Cricket_Z,Lighting7,uWaveGestureLibrary_Y,MiddlePhalanxTW,InlineSkate,DistalPhalanxTW,ProximalPhalanxTW,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,Adiac,Beef,ECG5000,synthetic_control,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,MALLAT,Meat,DistalPhalanxOutlineAgeGroup,ScreenType,CinC_ECG_torso,LargeKitchenAppliances,Two_Patterns,Symbols,CBF,Ham,ProximalPhalanxOutlineAgeGroup,WormsTwoClass,Worms,MiddlePhalanxOutlineCorrect,DistalPhalanxOutlineCorrect,ArrowHead,Computers,RefrigerationDevices,SmallKitchenAppliances,Lighting2,Trace,ECGFiveDays,ItalyPowerDemand,SonyAIBORobotSurfaceII,PhalangesOutlinesCorrect,FordA,Strawberry,Coffee,MoteStrain,Wine,ToeSegmentation1,ProximalPhalanxOutlineCorrect,wafer,FordB,TwoLeadECG,SwedishLeaf,Earthquakes,SonyAIBORobotSurface,OSULeaf,ECG200,HandOutlines,ToeSegmentation2,ShapeletSim,Car,yoga,DiatomSizeReduction,BirdChicken,BeetleFly,OliveOil,Plane,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring,FaceFour
Ham,50words,Phoneme,WordsSynonyms,ShapesAll,FaceAll,FacesUCR,InsectWingbeatSound,Cricket_Y,MALLAT,Cricket_X,uWaveGestureLibrary_X,InlineSkate,Cricket_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,Lighting7,uWaveGestureLibrary_Y,DistalPhalanxTW,MedicalImages,ProximalPhalanxTW,Adiac,OliveOil,CinC_ECG_torso,ScreenType,Worms,Two_Patterns,ECG5000,LargeKitchenAppliances,MiddlePhalanxTW,synthetic_control,Beef,DistalPhalanxOutlineAgeGroup,Symbols,CBF,SmallKitchenAppliances,Gun_Point,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,ECGFiveDays,Meat,ProximalPhalanxOutlineAgeGroup,ItalyPowerDemand,Computers,Trace,Strawberry,FordA,RefrigerationDevices,Lighting2,ToeSegmentation1,TwoLeadECG,MiddlePhalanxOutlineAgeGroup,FordB,WormsTwoClass,MoteStrain,ECG200,SonyAIBORobotSurface,ArrowHead,DistalPhalanxOutlineCorrect,OSULeaf,ToeSegmentation2,wafer,SwedishLeaf,MiddlePhalanxOutlineCorrect,ChlorineConcentration,Coffee,SonyAIBORobotSurfaceII,Wine,ShapeletSim,Earthquakes,HandOutlines,Car,yoga,BirdChicken,DiatomSizeReduction,BeetleFly,Plane,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring,FaceFour
HandOutlines,50words,WordsSynonyms,Phoneme,FaceAll,FacesUCR,MALLAT,ShapesAll,MedicalImages,InsectWingbeatSound,Lighting7,Cricket_X,OliveOil,ProximalPhalanxTW,MiddlePhalanxTW,uWaveGestureLibrary_Y,Cricket_Y,Beef,DistalPhalanxTW,uWaveGestureLibrary_X,Cricket_Z,Meat,ECG5000,UWaveGestureLibraryAll,InlineSkate,uWaveGestureLibrary_Z,CBF,Strawberry,WormsTwoClass,synthetic_control,ProximalPhalanxOutlineAgeGroup,Gun_Point,CinC_ECG_torso,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineCorrect,Worms,DistalPhalanxOutlineAgeGroup,ArrowHead,PhalangesOutlinesCorrect,Lighting2,MiddlePhalanxOutlineCorrect,wafer,ScreenType,Ham,Adiac,Coffee,Wine,DistalPhalanxOutlineCorrect,LargeKitchenAppliances,RefrigerationDevices,Symbols,Two_Patterns,Computers,SonyAIBORobotSurfaceII,ItalyPowerDemand,SmallKitchenAppliances,ECGFiveDays,MoteStrain,FordA,Trace,Earthquakes,ToeSegmentation1,TwoLeadECG,FordB,ECG200,SonyAIBORobotSurface,ToeSegmentation2,OSULeaf,SwedishLeaf,ShapeletSim,yoga,Car,BirdChicken,BeetleFly,DiatomSizeReduction,Plane,FISH,Haptics,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Herring,FaceFour
Haptics,50words,WordsSynonyms,Phoneme,FacesUCR,FaceAll,Beef,MALLAT,MedicalImages,ShapesAll,ArrowHead,Lighting7,ECG5000,Meat,InsectWingbeatSound,OliveOil,uWaveGestureLibrary_Y,Cricket_X,ProximalPhalanxTW,MiddlePhalanxTW,Wine,Coffee,HandOutlines,Cricket_Y,Worms,WormsTwoClass,DistalPhalanxTW,Strawberry,uWaveGestureLibrary_X,synthetic_control,Cricket_Z,CBF,Gun_Point,UWaveGestureLibraryAll,ProximalPhalanxOutlineAgeGroup,uWaveGestureLibrary_Z,CinC_ECG_torso,InlineSkate,ChlorineConcentration,ProximalPhalanxOutlineCorrect,MiddlePhalanxOutlineAgeGroup,PhalangesOutlinesCorrect,wafer,DistalPhalanxOutlineAgeGroup,Lighting2,MiddlePhalanxOutlineCorrect,Ham,ScreenType,DistalPhalanxOutlineCorrect,RefrigerationDevices,Symbols,Adiac,LargeKitchenAppliances,Two_Patterns,Computers,SonyAIBORobotSurfaceII,ItalyPowerDemand,ECGFiveDays,SmallKitchenAppliances,NonInvasiveFatalECG_Thorax2,MoteStrain,Earthquakes,FordA,Trace,NonInvasiveFatalECG_Thorax1,ToeSegmentation1,SwedishLeaf,TwoLeadECG,FordB,ECG200,SonyAIBORobotSurface,ToeSegmentation2,OSULeaf,Plane,ShapeletSim,yoga,BeetleFly,BirdChicken,FISH,DiatomSizeReduction,Car,FaceFour,Herring
Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Phoneme,Adiac,Cricket_Z,Cricket_Y,Cricket_X,Plane,uWaveGestureLibrary_Z,SwedishLeaf,UWaveGestureLibraryAll,Trace,uWaveGestureLibrary_Y,uWaveGestureLibrary_X,synthetic_control,FaceFour,InlineSkate,OSULeaf,InsectWingbeatSound,Worms,Two_Patterns,FaceAll,SmallKitchenAppliances,Symbols,50words,yoga,Car,SonyAIBORobotSurface,DistalPhalanxTW,CinC_ECG_torso,ECG200,FacesUCR,ShapeletSim,FordB,TwoLeadECG,MedicalImages,DiatomSizeReduction,ToeSegmentation1,ToeSegmentation2,MoteStrain,WordsSynonyms,LargeKitchenAppliances,SonyAIBORobotSurfaceII,FordA,MiddlePhalanxTW,FISH,ScreenType,ProximalPhalanxTW,wafer,Lighting7,ECGFiveDays,ItalyPowerDemand,ECG5000,RefrigerationDevices,DistalPhalanxOutlineAgeGroup,Computers,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,Haptics,CBF,MALLAT,Ham,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OliveOil,Gun_Point,ShapesAll,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine,HandOutlines,BirdChicken,BeetleFly,Earthquakes
InlineSkate,50words,ShapesAll,Phoneme,WordsSynonyms,InsectWingbeatSound,Cricket_X,FaceAll,MedicalImages,Cricket_Y,Cricket_Z,uWaveGestureLibrary_Z,uWaveGestureLibrary_X,UWaveGestureLibraryAll,Lighting7,MiddlePhalanxTW,ProximalPhalanxTW,MALLAT,uWaveGestureLibrary_Y,FacesUCR,DistalPhalanxTW,Adiac,synthetic_control,Two_Patterns,Worms,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,Trace,ProximalPhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,Symbols,CinC_ECG_torso,CBF,ScreenType,OliveOil,ECG5000,SmallKitchenAppliances,Ham,MiddlePhalanxOutlineCorrect,Lighting2,SonyAIBORobotSurfaceII,DistalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,SonyAIBORobotSurface,ECG200,ProximalPhalanxOutlineCorrect,LargeKitchenAppliances,FordB,ItalyPowerDemand,TwoLeadECG,Computers,RefrigerationDevices,MoteStrain,ECGFiveDays,FordA,OSULeaf,Gun_Point,ToeSegmentation1,ShapeletSim,Earthquakes,SwedishLeaf,ToeSegmentation2,Strawberry,wafer,Meat,Beef,yoga,BeetleFly,BirdChicken,WormsTwoClass,Car,DiatomSizeReduction,Plane,ArrowHead,Coffee,Wine,FISH,NonInvasiveFatalECG_Thorax2,Haptics,HandOutlines,NonInvasiveFatalECG_Thorax1,Herring,FaceFour
InsectWingbeatSound,50words,Phoneme,WordsSynonyms,ShapesAll,FaceAll,Cricket_X,Cricket_Y,Cricket_Z,FacesUCR,MedicalImages,MALLAT,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,InlineSkate,uWaveGestureLibrary_X,Lighting7,uWaveGestureLibrary_Y,DistalPhalanxTW,ProximalPhalanxTW,MiddlePhalanxTW,Adiac,Two_Patterns,CinC_ECG_torso,OliveOil,Worms,synthetic_control,LargeKitchenAppliances,ECG5000,ChlorineConcentration,DistalPhalanxOutlineAgeGroup,SmallKitchenAppliances,Symbols,CBF,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,ScreenType,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,FordA,Lighting2,RefrigerationDevices,Trace,Beef,Gun_Point,ECGFiveDays,TwoLeadECG,FordB,Meat,MiddlePhalanxOutlineCorrect,ItalyPowerDemand,Ham,Strawberry,ECG200,SonyAIBORobotSurface,DistalPhalanxOutlineCorrect,Computers,WormsTwoClass,ToeSegmentation2,SonyAIBORobotSurfaceII,ToeSegmentation1,OSULeaf,MoteStrain,SwedishLeaf,wafer,ArrowHead,ShapeletSim,Coffee,Wine,Earthquakes,yoga,Car,BeetleFly,BirdChicken,HandOutlines,DiatomSizeReduction,Plane,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring,FaceFour
ItalyPowerDemand,50words,ShapesAll,Phoneme,WordsSynonyms,FaceAll,Cricket_X,InsectWingbeatSound,MedicalImages,Cricket_Y,Cricket_Z,uWaveGestureLibrary_X,Lighting7,uWaveGestureLibrary_Z,InlineSkate,MiddlePhalanxTW,uWaveGestureLibrary_Y,UWaveGestureLibraryAll,MALLAT,ProximalPhalanxTW,FacesUCR,DistalPhalanxTW,Adiac,synthetic_control,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,Trace,Worms,CinC_ECG_torso,DistalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,CBF,Symbols,OliveOil,LargeKitchenAppliances,ScreenType,Two_Patterns,ECG5000,Ham,MiddlePhalanxOutlineCorrect,Lighting2,SonyAIBORobotSurfaceII,RefrigerationDevices,DistalPhalanxOutlineCorrect,SmallKitchenAppliances,PhalangesOutlinesCorrect,SonyAIBORobotSurface,Computers,ProximalPhalanxOutlineCorrect,ECG200,MoteStrain,FordB,TwoLeadECG,FordA,ECGFiveDays,Gun_Point,ToeSegmentation1,OSULeaf,Meat,Strawberry,Earthquakes,ShapeletSim,ToeSegmentation2,SwedishLeaf,WormsTwoClass,Beef,wafer,BeetleFly,BirdChicken,yoga,Car,DiatomSizeReduction,ArrowHead,Plane,Coffee,Wine,FISH,HandOutlines,NonInvasiveFatalECG_Thorax2,Haptics,NonInvasiveFatalECG_Thorax1,Herring,FaceFour
LargeKitchenAppliances,50words,ShapesAll,Phoneme,WordsSynonyms,InsectWingbeatSound,FaceAll,MedicalImages,Cricket_X,Cricket_Y,Cricket_Z,uWaveGestureLibrary_Z,Lighting7,UWaveGestureLibraryAll,MiddlePhalanxTW,MALLAT,ProximalPhalanxTW,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,FacesUCR,Adiac,InlineSkate,DistalPhalanxTW,synthetic_control,Worms,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,Two_Patterns,ProximalPhalanxOutlineAgeGroup,Symbols,CBF,OliveOil,Trace,DistalPhalanxOutlineAgeGroup,CinC_ECG_torso,ECG5000,SonyAIBORobotSurface,MiddlePhalanxOutlineCorrect,Ham,Lighting2,DistalPhalanxOutlineCorrect,SonyAIBORobotSurfaceII,PhalangesOutlinesCorrect,ECG200,ProximalPhalanxOutlineCorrect,FordB,TwoLeadECG,ItalyPowerDemand,MoteStrain,OSULeaf,Gun_Point,ECGFiveDays,Earthquakes,Strawberry,SwedishLeaf,FordA,Beef,Meat,ShapeletSim,wafer,WormsTwoClass,ToeSegmentation2,ToeSegmentation1,yoga,BeetleFly,BirdChicken,Car,DiatomSizeReduction,ArrowHead,Plane,Coffee,Wine,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,HandOutlines,Herring,FaceFour,ScreenType,Computers,RefrigerationDevices,SmallKitchenAppliances
Lighting2,50words,Phoneme,ShapesAll,WordsSynonyms,FaceAll,InsectWingbeatSound,FacesUCR,Cricket_Y,Cricket_X,MALLAT,MedicalImages,uWaveGestureLibrary_X,Cricket_Z,InlineSkate,uWaveGestureLibrary_Y,DistalPhalanxTW,UWaveGestureLibraryAll,Lighting7,uWaveGestureLibrary_Z,ProximalPhalanxTW,MiddlePhalanxTW,Adiac,OliveOil,CinC_ECG_torso,ECG5000,ScreenType,Worms,Two_Patterns,Beef,LargeKitchenAppliances,synthetic_control,ProximalPhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,Symbols,CBF,Meat,MiddlePhalanxOutlineAgeGroup,SmallKitchenAppliances,Strawberry,Computers,Gun_Point,ItalyPowerDemand,ECGFiveDays,WormsTwoClass,Trace,ChlorineConcentration,FordA,ArrowHead,DistalPhalanxOutlineCorrect,ProximalPhalanxOutlineCorrect,MoteStrain,RefrigerationDevices,Ham,MiddlePhalanxOutlineCorrect,SonyAIBORobotSurfaceII,FordB,TwoLeadECG,ToeSegmentation1,wafer,ECG200,SonyAIBORobotSurface,PhalangesOutlinesCorrect,OSULeaf,ToeSegmentation2,SwedishLeaf,Coffee,Wine,Earthquakes,HandOutlines,ShapeletSim,Car,yoga,DiatomSizeReduction,BirdChicken,BeetleFly,Plane,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring,FaceFour
Lighting7,50words,Phoneme,WordsSynonyms,ShapesAll,FaceAll,FacesUCR,InsectWingbeatSound,Cricket_X,MedicalImages,Cricket_Y,MALLAT,Cricket_Z,uWaveGestureLibrary_X,InlineSkate,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,uWaveGestureLibrary_Z,DistalPhalanxTW,MiddlePhalanxTW,ProximalPhalanxTW,Adiac,OliveOil,CinC_ECG_torso,ECG5000,Two_Patterns,Beef,synthetic_control,Worms,LargeKitchenAppliances,ScreenType,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,CBF,Symbols,Meat,SmallKitchenAppliances,Trace,RefrigerationDevices,ECGFiveDays,Computers,Gun_Point,FordA,Ham,ItalyPowerDemand,Lighting2,PhalangesOutlinesCorrect,ArrowHead,DistalPhalanxOutlineCorrect,Strawberry,WormsTwoClass,ProximalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,SonyAIBORobotSurfaceII,TwoLeadECG,FordB,ToeSegmentation1,MoteStrain,ECG200,SonyAIBORobotSurface,ToeSegmentation2,Coffee,OSULeaf,Wine,SwedishLeaf,wafer,Earthquakes,HandOutlines,ShapeletSim,Car,yoga,BirdChicken,DiatomSizeReduction,BeetleFly,Plane,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring,FaceFour
MALLAT,50words,ShapesAll,WordsSynonyms,FaceAll,InsectWingbeatSound,FacesUCR,Cricket_X,MedicalImages,Cricket_Y,Adiac,Cricket_Z,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,Lighting7,InlineSkate,MiddlePhalanxTW,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,DistalPhalanxTW,ProximalPhalanxTW,Beef,synthetic_control,ECG5000,ChlorineConcentration,Meat,MiddlePhalanxOutlineAgeGroup,Two_Patterns,Worms,DistalPhalanxOutlineAgeGroup,CinC_ECG_torso,ScreenType,Symbols,LargeKitchenAppliances,ProximalPhalanxOutlineAgeGroup,Trace,CBF,ArrowHead,SmallKitchenAppliances,SwedishLeaf,Ham,DistalPhalanxOutlineCorrect,RefrigerationDevices,MiddlePhalanxOutlineCorrect,WormsTwoClass,Computers,ECGFiveDays,Lighting2,ItalyPowerDemand,SonyAIBORobotSurfaceII,OSULeaf,FordA,OliveOil,Coffee,MoteStrain,Wine,PhalangesOutlinesCorrect,ToeSegmentation1,FordB,TwoLeadECG,SonyAIBORobotSurface,ECG200,HandOutlines,ProximalPhalanxOutlineCorrect,ToeSegmentation2,wafer,Strawberry,Earthquakes,ShapeletSim,Car,yoga,DiatomSizeReduction,Gun_Point,NonInvasiveFatalECG_Thorax2,Plane,BirdChicken,BeetleFly,NonInvasiveFatalECG_Thorax1,FISH,Haptics,FaceFour,Herring,Phoneme
Meat,50words,WordsSynonyms,Phoneme,ShapesAll,FaceAll,MedicalImages,MALLAT,InsectWingbeatSound,FacesUCR,Cricket_X,Lighting7,ProximalPhalanxTW,Cricket_Y,MiddlePhalanxTW,Beef,Cricket_Z,uWaveGestureLibrary_X,OliveOil,DistalPhalanxTW,UWaveGestureLibraryAll,InlineSkate,uWaveGestureLibrary_Y,uWaveGestureLibrary_Z,ArrowHead,ECG5000,Worms,CBF,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,CinC_ECG_torso,Adiac,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,Gun_Point,Wine,Coffee,Strawberry,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,ScreenType,Lighting2,synthetic_control,HandOutlines,MiddlePhalanxOutlineCorrect,Ham,Two_Patterns,LargeKitchenAppliances,Symbols,DistalPhalanxOutlineCorrect,RefrigerationDevices,Computers,SmallKitchenAppliances,wafer,SonyAIBORobotSurfaceII,ItalyPowerDemand,Trace,ECGFiveDays,WormsTwoClass,FordA,MoteStrain,ToeSegmentation1,Earthquakes,TwoLeadECG,FordB,ECG200,SonyAIBORobotSurface,ToeSegmentation2,OSULeaf,SwedishLeaf,ShapeletSim,yoga,Car,BirdChicken,BeetleFly,DiatomSizeReduction,Plane,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring,FaceFour
MedicalImages,50words,Phoneme,WordsSynonyms,ShapesAll,FaceAll,InsectWingbeatSound,FacesUCR,Cricket_X,MALLAT,Cricket_Y,Cricket_Z,uWaveGestureLibrary_X,InlineSkate,Lighting7,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,uWaveGestureLibrary_Y,DistalPhalanxTW,ProximalPhalanxTW,MiddlePhalanxTW,Adiac,OliveOil,CinC_ECG_torso,Worms,ECG5000,Two_Patterns,ScreenType,LargeKitchenAppliances,synthetic_control,Beef,DistalPhalanxOutlineAgeGroup,CBF,ProximalPhalanxOutlineAgeGroup,Symbols,SmallKitchenAppliances,Gun_Point,PhalangesOutlinesCorrect,Meat,MiddlePhalanxOutlineAgeGroup,Strawberry,ProximalPhalanxOutlineCorrect,ChlorineConcentration,ECGFiveDays,Computers,Trace,ItalyPowerDemand,FordA,Lighting2,WormsTwoClass,ArrowHead,RefrigerationDevices,MiddlePhalanxOutlineCorrect,DistalPhalanxOutlineCorrect,ToeSegmentation1,TwoLeadECG,FordB,MoteStrain,wafer,ECG200,Ham,SonyAIBORobotSurface,SonyAIBORobotSurfaceII,ToeSegmentation2,OSULeaf,HandOutlines,Coffee,Wine,SwedishLeaf,Earthquakes,ShapeletSim,Car,yoga,BirdChicken,BeetleFly,DiatomSizeReduction,Plane,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring,FaceFour
MiddlePhalanxOutlineAgeGroup,50words,Phoneme,WordsSynonyms,ShapesAll,FaceAll,Cricket_Y,FacesUCR,MALLAT,InsectWingbeatSound,Cricket_X,InlineSkate,Cricket_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_X,uWaveGestureLibrary_Z,uWaveGestureLibrary_Y,MedicalImages,Lighting7,MiddlePhalanxTW,OliveOil,CinC_ECG_torso,Adiac,Two_Patterns,LargeKitchenAppliances,Worms,ECG5000,ScreenType,synthetic_control,ProximalPhalanxTW,Beef,SmallKitchenAppliances,Symbols,Gun_Point,DistalPhalanxTW,Meat,CBF,ECGFiveDays,FordA,Strawberry,MiddlePhalanxOutlineCorrect,ItalyPowerDemand,Trace,DistalPhalanxOutlineAgeGroup,Computers,WormsTwoClass,RefrigerationDevices,TwoLeadECG,FordB,Lighting2,ProximalPhalanxOutlineAgeGroup,ToeSegmentation1,SonyAIBORobotSurface,PhalangesOutlinesCorrect,ECG200,ChlorineConcentration,DistalPhalanxOutlineCorrect,ToeSegmentation2,ArrowHead,MoteStrain,OSULeaf,wafer,SonyAIBORobotSurfaceII,ProximalPhalanxOutlineCorrect,SwedishLeaf,Coffee,Ham,Wine,ShapeletSim,HandOutlines,Earthquakes,yoga,Car,BirdChicken,BeetleFly,DiatomSizeReduction,Plane,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring,FaceFour
MiddlePhalanxOutlineCorrect,50words,Phoneme,WordsSynonyms,ShapesAll,FaceAll,FacesUCR,Cricket_Y,InsectWingbeatSound,MALLAT,Cricket_X,InlineSkate,Cricket_Z,uWaveGestureLibrary_X,UWaveGestureLibraryAll,MedicalImages,uWaveGestureLibrary_Z,uWaveGestureLibrary_Y,Lighting7,MiddlePhalanxTW,OliveOil,CinC_ECG_torso,Adiac,Two_Patterns,ECG5000,LargeKitchenAppliances,ScreenType,Worms,ProximalPhalanxTW,MiddlePhalanxOutlineAgeGroup,synthetic_control,Beef,Symbols,SmallKitchenAppliances,Meat,CBF,DistalPhalanxTW,Gun_Point,Strawberry,ECGFiveDays,FordA,ItalyPowerDemand,Computers,DistalPhalanxOutlineAgeGroup,Trace,WormsTwoClass,RefrigerationDevices,PhalangesOutlinesCorrect,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,TwoLeadECG,FordB,ToeSegmentation1,DistalPhalanxOutlineCorrect,Lighting2,ArrowHead,SonyAIBORobotSurface,ECG200,MoteStrain,ToeSegmentation2,wafer,OSULeaf,ProximalPhalanxOutlineCorrect,SonyAIBORobotSurfaceII,Ham,SwedishLeaf,Coffee,Wine,ShapeletSim,Earthquakes,HandOutlines,yoga,Car,BeetleFly,BirdChicken,DiatomSizeReduction,Plane,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring,FaceFour
MiddlePhalanxTW,50words,Phoneme,WordsSynonyms,ShapesAll,FaceAll,FacesUCR,Cricket_Y,Cricket_X,InsectWingbeatSound,MALLAT,Cricket_Z,InlineSkate,UWaveGestureLibraryAll,uWaveGestureLibrary_X,uWaveGestureLibrary_Z,MedicalImages,Lighting7,uWaveGestureLibrary_Y,Adiac,CinC_ECG_torso,OliveOil,Two_Patterns,Worms,LargeKitchenAppliances,ECG5000,synthetic_control,ScreenType,Beef,ProximalPhalanxTW,SmallKitchenAppliances,Symbols,MiddlePhalanxOutlineAgeGroup,Meat,CBF,FordA,ECGFiveDays,DistalPhalanxTW,Gun_Point,Trace,ItalyPowerDemand,ChlorineConcentration,RefrigerationDevices,Lighting2,Computers,TwoLeadECG,FordB,WormsTwoClass,Strawberry,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,ArrowHead,ECG200,ToeSegmentation1,SonyAIBORobotSurface,ProximalPhalanxOutlineAgeGroup,ToeSegmentation2,DistalPhalanxOutlineCorrect,OSULeaf,MoteStrain,SonyAIBORobotSurfaceII,PhalangesOutlinesCorrect,wafer,Coffee,Ham,Wine,SwedishLeaf,ProximalPhalanxOutlineCorrect,ShapeletSim,HandOutlines,Earthquakes,yoga,Car,BeetleFly,BirdChicken,DiatomSizeReduction,Plane,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring,FaceFour
