,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61
Herring,SwedishLeaf,Symbols,FISH,Adiac,DiatomSizeReduction,OSULeaf,ShapesAll,RefrigerationDevices,Cricket_Z,Cricket_Y,Plane,Car,Cricket_X,50words,synthetic_control,FaceFour,InlineSkate,Trace,FaceAll,WordsSynonyms,Haptics,Worms,MedicalImages,DistalPhalanxTW,SmallKitchenAppliances,ShapeletSim,ToeSegmentation1,LargeKitchenAppliances,MiddlePhalanxTW,SonyAIBORobotSurface,Lighting7,ProximalPhalanxTW,ECG200,TwoLeadECG,MoteStrain,ScreenType,ItalyPowerDemand,ECGFiveDays,SonyAIBORobotSurfaceII,DistalPhalanxOutlineAgeGroup,Earthquakes,Computers,MiddlePhalanxOutlineAgeGroup,BeetleFly,ProximalPhalanxOutlineAgeGroup,CBF,BirdChicken,DistalPhalanxOutlineCorrect,Ham,MiddlePhalanxOutlineCorrect,OliveOil,Lighting2,Beef,ProximalPhalanxOutlineCorrect,Meat,Gun_Point,ArrowHead,Strawberry,WormsTwoClass,Coffee,Wine
InlineSkate,SonyAIBORobotSurface,ShapesAll,LargeKitchenAppliances,Cricket_Y,DistalPhalanxTW,SmallKitchenAppliances,Cricket_X,Computers,Symbols,FaceAll,MiddlePhalanxTW,Cricket_Z,Worms,ToeSegmentation1,OSULeaf,RefrigerationDevices,DistalPhalanxOutlineAgeGroup,ScreenType,MedicalImages,TwoLeadECG,MoteStrain,ECGFiveDays,ProximalPhalanxTW,ECG200,DistalPhalanxOutlineCorrect,ItalyPowerDemand,Lighting7,50words,SonyAIBORobotSurfaceII,WordsSynonyms,ProximalPhalanxOutlineAgeGroup,synthetic_control,CBF,MiddlePhalanxOutlineAgeGroup,Trace,Earthquakes,Adiac,Ham,MiddlePhalanxOutlineCorrect,Lighting2,ShapeletSim,SwedishLeaf,ProximalPhalanxOutlineCorrect,OliveOil,BeetleFly,Haptics,BirdChicken,Plane,Gun_Point,Beef,FISH,Car,Meat,Strawberry,DiatomSizeReduction,FaceFour,WormsTwoClass,ArrowHead,Coffee,Wine,Herring
ItalyPowerDemand,Cricket_Z,FaceAll,ECGFiveDays,Lighting7,SmallKitchenAppliances,ProximalPhalanxTW,ScreenType,Cricket_X,Symbols,InlineSkate,Cricket_Y,DistalPhalanxOutlineCorrect,ShapesAll,TwoLeadECG,MoteStrain,Worms,DistalPhalanxTW,MiddlePhalanxTW,LargeKitchenAppliances,MedicalImages,Computers,ECG200,DistalPhalanxOutlineAgeGroup,50words,ProximalPhalanxOutlineAgeGroup,RefrigerationDevices,CBF,ToeSegmentation1,WordsSynonyms,MiddlePhalanxOutlineAgeGroup,Earthquakes,OSULeaf,SonyAIBORobotSurface,SonyAIBORobotSurfaceII,Ham,Adiac,MiddlePhalanxOutlineCorrect,synthetic_control,Lighting2,Trace,SwedishLeaf,ProximalPhalanxOutlineCorrect,OliveOil,Haptics,Plane,ShapeletSim,Gun_Point,Beef,FISH,Meat,Car,BeetleFly,Strawberry,DiatomSizeReduction,BirdChicken,WormsTwoClass,FaceFour,ArrowHead,Coffee,Wine,Herring
LargeKitchenAppliances,DistalPhalanxTW,InlineSkate,DistalPhalanxOutlineAgeGroup,FaceAll,Cricket_Y,Cricket_X,ShapesAll,ToeSegmentation1,Cricket_Z,ECGFiveDays,Symbols,ItalyPowerDemand,ProximalPhalanxTW,TwoLeadECG,MedicalImages,Lighting7,50words,Worms,MiddlePhalanxTW,WordsSynonyms,DistalPhalanxOutlineCorrect,ECG200,MoteStrain,ProximalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,CBF,OSULeaf,Earthquakes,Ham,Adiac,MiddlePhalanxOutlineCorrect,SonyAIBORobotSurfaceII,SonyAIBORobotSurface,synthetic_control,SmallKitchenAppliances,Lighting2,RefrigerationDevices,ScreenType,Computers,ProximalPhalanxOutlineCorrect,SwedishLeaf,OliveOil,Trace,Haptics,Gun_Point,Beef,Plane,FISH,Meat,ShapeletSim,Strawberry,Car,DiatomSizeReduction,FaceFour,WormsTwoClass,ArrowHead,BeetleFly,BirdChicken,Coffee,Wine,Herring
Lighting2,WordsSynonyms,RefrigerationDevices,MedicalImages,50words,Cricket_X,DistalPhalanxOutlineCorrect,FaceAll,Ham,synthetic_control,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxTW,Cricket_Z,Lighting7,MiddlePhalanxTW,CBF,ShapesAll,ProximalPhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,ProximalPhalanxOutlineCorrect,Adiac,DistalPhalanxTW,OliveOil,Cricket_Y,SonyAIBORobotSurfaceII,InlineSkate,Worms,Symbols,Gun_Point,SwedishLeaf,Earthquakes,Computers,ScreenType,Beef,MoteStrain,OSULeaf,Plane,LargeKitchenAppliances,Strawberry,Haptics,ItalyPowerDemand,Trace,FISH,Meat,SmallKitchenAppliances,ECGFiveDays,ArrowHead,Car,DiatomSizeReduction,WormsTwoClass,ToeSegmentation1,FaceFour,TwoLeadECG,ECG200,Coffee,SonyAIBORobotSurface,Wine,ShapeletSim,BirdChicken,BeetleFly,Herring
Lighting7,FaceAll,WordsSynonyms,MedicalImages,ProximalPhalanxTW,50words,ProximalPhalanxOutlineCorrect,MiddlePhalanxOutlineAgeGroup,Cricket_X,CBF,DistalPhalanxOutlineCorrect,DistalPhalanxOutlineAgeGroup,MiddlePhalanxTW,MoteStrain,MiddlePhalanxOutlineCorrect,InlineSkate,ShapesAll,DistalPhalanxTW,Earthquakes,synthetic_control,ProximalPhalanxOutlineAgeGroup,ItalyPowerDemand,Cricket_Y,Symbols,ScreenType,Computers,Lighting2,WormsTwoClass,Strawberry,Cricket_Z,RefrigerationDevices,Ham,SonyAIBORobotSurfaceII,OliveOil,Adiac,ECGFiveDays,Gun_Point,Worms,SwedishLeaf,LargeKitchenAppliances,Meat,Beef,ToeSegmentation1,SmallKitchenAppliances,OSULeaf,Plane,Trace,Haptics,FISH,ArrowHead,Car,DiatomSizeReduction,TwoLeadECG,ECG200,FaceFour,SonyAIBORobotSurface,Coffee,Wine,ShapeletSim,BirdChicken,BeetleFly,Herring
Meat,synthetic_control,50words,WordsSynonyms,WormsTwoClass,FaceAll,Beef,MedicalImages,Cricket_Y,Lighting7,Strawberry,ShapesAll,ArrowHead,OliveOil,Coffee,DistalPhalanxTW,MiddlePhalanxTW,Wine,ProximalPhalanxTW,Adiac,Cricket_X,Gun_Point,CBF,Cricket_Z,Worms,ProximalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineCorrect,InlineSkate,SwedishLeaf,MiddlePhalanxOutlineAgeGroup,Lighting2,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,Symbols,Ham,RefrigerationDevices,OSULeaf,Trace,ScreenType,DistalPhalanxOutlineCorrect,Plane,LargeKitchenAppliances,FISH,SmallKitchenAppliances,SonyAIBORobotSurfaceII,Computers,Car,Haptics,DiatomSizeReduction,ECGFiveDays,ItalyPowerDemand,MoteStrain,SonyAIBORobotSurface,ECG200,ToeSegmentation1,TwoLeadECG,Earthquakes,FaceFour,ShapeletSim,BirdChicken,BeetleFly,Herring
MedicalImages,MiddlePhalanxOutlineAgeGroup,WordsSynonyms,50words,MiddlePhalanxTW,ShapesAll,Ham,RefrigerationDevices,Lighting2,ProximalPhalanxTW,Lighting7,DistalPhalanxOutlineCorrect,synthetic_control,MiddlePhalanxOutlineCorrect,Cricket_X,Beef,DistalPhalanxOutlineAgeGroup,FaceAll,Cricket_Z,CBF,InlineSkate,Meat,ProximalPhalanxOutlineAgeGroup,SonyAIBORobotSurfaceII,DistalPhalanxTW,MoteStrain,Earthquakes,Computers,Worms,Symbols,ProximalPhalanxOutlineCorrect,ArrowHead,Coffee,Cricket_Y,OliveOil,ScreenType,Gun_Point,Adiac,Wine,WormsTwoClass,ItalyPowerDemand,Strawberry,ECGFiveDays,SwedishLeaf,LargeKitchenAppliances,ToeSegmentation1,OSULeaf,SmallKitchenAppliances,Trace,Plane,Haptics,FISH,Car,DiatomSizeReduction,TwoLeadECG,ECG200,SonyAIBORobotSurface,FaceFour,ShapeletSim,BirdChicken,BeetleFly,Herring
MiddlePhalanxOutlineAgeGroup,Earthquakes,synthetic_control,CBF,MedicalImages,Lighting7,Cricket_Z,Cricket_X,FaceAll,50words,WordsSynonyms,Ham,Symbols,ShapesAll,SonyAIBORobotSurfaceII,Computers,RefrigerationDevices,Lighting2,InlineSkate,ScreenType,MoteStrain,Cricket_Y,ItalyPowerDemand,Adiac,MiddlePhalanxTW,ECGFiveDays,OliveOil,LargeKitchenAppliances,MiddlePhalanxOutlineCorrect,Worms,Gun_Point,SwedishLeaf,ToeSegmentation1,ProximalPhalanxTW,SmallKitchenAppliances,DistalPhalanxTW,Beef,Strawberry,OSULeaf,Meat,Trace,DistalPhalanxOutlineAgeGroup,Plane,Haptics,TwoLeadECG,WormsTwoClass,FISH,ProximalPhalanxOutlineAgeGroup,ECG200,ArrowHead,SonyAIBORobotSurface,DistalPhalanxOutlineCorrect,Car,DiatomSizeReduction,ProximalPhalanxOutlineCorrect,FaceFour,Coffee,ShapeletSim,Wine,BirdChicken,BeetleFly,Herring
MiddlePhalanxOutlineCorrect,Cricket_X,WordsSynonyms,FaceAll,Lighting7,MedicalImages,Ham,50words,SonyAIBORobotSurfaceII,ShapesAll,CBF,Cricket_Z,synthetic_control,Lighting2,Earthquakes,RefrigerationDevices,Symbols,Computers,InlineSkate,Cricket_Y,ScreenType,MoteStrain,MiddlePhalanxTW,Adiac,MiddlePhalanxOutlineAgeGroup,ItalyPowerDemand,OliveOil,ECGFiveDays,Worms,Gun_Point,LargeKitchenAppliances,SwedishLeaf,ProximalPhalanxTW,Beef,DistalPhalanxTW,Strawberry,ToeSegmentation1,SmallKitchenAppliances,OSULeaf,Meat,Trace,DistalPhalanxOutlineAgeGroup,Plane,Haptics,WormsTwoClass,ProximalPhalanxOutlineAgeGroup,FISH,TwoLeadECG,ArrowHead,ECG200,DistalPhalanxOutlineCorrect,Car,SonyAIBORobotSurface,DiatomSizeReduction,ProximalPhalanxOutlineCorrect,FaceFour,Coffee,Wine,ShapeletSim,BirdChicken,BeetleFly,Herring
MiddlePhalanxTW,MedicalImages,Cricket_X,Ham,50words,Lighting7,SonyAIBORobotSurfaceII,Cricket_Z,InlineSkate,ShapesAll,FaceAll,WordsSynonyms,Strawberry,MoteStrain,Computers,Earthquakes,CBF,Symbols,Lighting2,RefrigerationDevices,ScreenType,ItalyPowerDemand,Cricket_Y,synthetic_control,OliveOil,ECGFiveDays,Adiac,LargeKitchenAppliances,Gun_Point,Worms,MiddlePhalanxOutlineAgeGroup,ToeSegmentation1,SwedishLeaf,MiddlePhalanxOutlineCorrect,SmallKitchenAppliances,ProximalPhalanxTW,Beef,WormsTwoClass,DistalPhalanxTW,Meat,OSULeaf,Trace,TwoLeadECG,Plane,Haptics,DistalPhalanxOutlineAgeGroup,FISH,ArrowHead,ProximalPhalanxOutlineAgeGroup,ECG200,SonyAIBORobotSurface,Car,DistalPhalanxOutlineCorrect,DiatomSizeReduction,Coffee,ProximalPhalanxOutlineCorrect,Wine,FaceFour,ShapeletSim,BirdChicken,BeetleFly,Herring
MoteStrain,Cricket_Z,InlineSkate,Trace,MiddlePhalanxTW,SmallKitchenAppliances,Cricket_Y,ShapesAll,DistalPhalanxOutlineCorrect,MedicalImages,ProximalPhalanxTW,FaceAll,Cricket_X,BeetleFly,Computers,Lighting7,DistalPhalanxTW,ShapeletSim,ItalyPowerDemand,Symbols,synthetic_control,ScreenType,Adiac,Worms,ProximalPhalanxOutlineAgeGroup,CBF,50words,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,BirdChicken,Earthquakes,SonyAIBORobotSurfaceII,SonyAIBORobotSurface,WordsSynonyms,ECGFiveDays,SwedishLeaf,ECG200,ToeSegmentation1,OSULeaf,TwoLeadECG,Ham,MiddlePhalanxOutlineCorrect,LargeKitchenAppliances,Plane,RefrigerationDevices,DiatomSizeReduction,Car,Lighting2,FISH,Haptics,ProximalPhalanxOutlineCorrect,OliveOil,Beef,Gun_Point,Meat,FaceFour,ArrowHead,Strawberry,Herring,WormsTwoClass,Coffee,Wine
OSULeaf,SwedishLeaf,Symbols,Plane,InlineSkate,ShapesAll,FaceFour,SonyAIBORobotSurface,Adiac,TwoLeadECG,Cricket_Y,FISH,DiatomSizeReduction,RefrigerationDevices,ECG200,Worms,Cricket_Z,Car,Cricket_X,Herring,Earthquakes,synthetic_control,BeetleFly,SmallKitchenAppliances,ItalyPowerDemand,ECGFiveDays,ShapeletSim,50words,DistalPhalanxTW,LargeKitchenAppliances,FaceAll,BirdChicken,SonyAIBORobotSurfaceII,Trace,Haptics,WordsSynonyms,MedicalImages,ScreenType,ToeSegmentation1,DistalPhalanxOutlineAgeGroup,ProximalPhalanxTW,MiddlePhalanxTW,Lighting7,Computers,MoteStrain,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,CBF,DistalPhalanxOutlineCorrect,Ham,MiddlePhalanxOutlineCorrect,OliveOil,Lighting2,Beef,ProximalPhalanxOutlineCorrect,Meat,Gun_Point,ArrowHead,Strawberry,WormsTwoClass,Coffee,Wine
OliveOil,50words,WordsSynonyms,Gun_Point,FaceAll,ProximalPhalanxOutlineAgeGroup,ShapesAll,CBF,Worms,MedicalImages,ProximalPhalanxTW,ProximalPhalanxOutlineCorrect,Lighting7,Cricket_X,MiddlePhalanxTW,Adiac,Strawberry,Cricket_Z,DistalPhalanxTW,Cricket_Y,Lighting2,SwedishLeaf,synthetic_control,InlineSkate,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,WormsTwoClass,Beef,Ham,Symbols,Meat,RefrigerationDevices,DistalPhalanxOutlineCorrect,OSULeaf,Plane,Trace,ScreenType,FISH,Haptics,LargeKitchenAppliances,SonyAIBORobotSurfaceII,ArrowHead,SmallKitchenAppliances,Car,Computers,DiatomSizeReduction,MoteStrain,Earthquakes,ItalyPowerDemand,ECGFiveDays,FaceFour,ToeSegmentation1,SonyAIBORobotSurface,Coffee,ECG200,ShapeletSim,Wine,TwoLeadECG,BirdChicken,BeetleFly,Herring
Plane,FaceFour,SwedishLeaf,OSULeaf,ShapesAll,FISH,Symbols,Adiac,Herring,Earthquakes,DiatomSizeReduction,ShapeletSim,Cricket_Z,RefrigerationDevices,Car,BeetleFly,synthetic_control,50words,Cricket_Y,Cricket_X,BirdChicken,Haptics,WordsSynonyms,FaceAll,InlineSkate,Trace,MedicalImages,Worms,ToeSegmentation1,DistalPhalanxTW,SmallKitchenAppliances,Lighting7,MiddlePhalanxTW,ProximalPhalanxTW,LargeKitchenAppliances,SonyAIBORobotSurface,ECG200,MoteStrain,ScreenType,TwoLeadECG,DistalPhalanxOutlineAgeGroup,ItalyPowerDemand,ECGFiveDays,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineAgeGroup,Computers,ProximalPhalanxOutlineAgeGroup,CBF,DistalPhalanxOutlineCorrect,OliveOil,Ham,Beef,MiddlePhalanxOutlineCorrect,Lighting2,ProximalPhalanxOutlineCorrect,Meat,ArrowHead,Gun_Point,Strawberry,WormsTwoClass,Coffee,Wine
ProximalPhalanxOutlineAgeGroup,Symbols,Gun_Point,Cricket_X,ShapesAll,Cricket_Z,CBF,MedicalImages,50words,FaceAll,Ham,Earthquakes,Lighting7,Computers,WordsSynonyms,Worms,SonyAIBORobotSurfaceII,InlineSkate,OliveOil,MoteStrain,Lighting2,RefrigerationDevices,ScreenType,synthetic_control,Cricket_Y,ItalyPowerDemand,Adiac,ECGFiveDays,ProximalPhalanxTW,LargeKitchenAppliances,Strawberry,SwedishLeaf,ToeSegmentation1,MiddlePhalanxTW,Beef,SmallKitchenAppliances,Meat,DistalPhalanxTW,OSULeaf,Trace,WormsTwoClass,Plane,MiddlePhalanxOutlineAgeGroup,Haptics,ProximalPhalanxOutlineCorrect,TwoLeadECG,FISH,ArrowHead,ECG200,SonyAIBORobotSurface,DistalPhalanxOutlineAgeGroup,Car,MiddlePhalanxOutlineCorrect,DiatomSizeReduction,Coffee,Wine,FaceFour,ShapeletSim,DistalPhalanxOutlineCorrect,BirdChicken,BeetleFly,Herring
ProximalPhalanxOutlineCorrect,Cricket_X,50words,Lighting7,WordsSynonyms,ShapesAll,FaceAll,MedicalImages,CBF,synthetic_control,Gun_Point,Lighting2,OliveOil,Worms,Cricket_Z,Ham,RefrigerationDevices,Adiac,Cricket_Y,InlineSkate,Strawberry,ProximalPhalanxTW,SwedishLeaf,Symbols,SonyAIBORobotSurfaceII,ScreenType,Beef,MiddlePhalanxTW,LargeKitchenAppliances,Meat,Computers,ProximalPhalanxOutlineAgeGroup,WormsTwoClass,Earthquakes,DistalPhalanxTW,OSULeaf,ItalyPowerDemand,SmallKitchenAppliances,Trace,MoteStrain,ECGFiveDays,Plane,ArrowHead,MiddlePhalanxOutlineAgeGroup,Haptics,FISH,DistalPhalanxOutlineAgeGroup,ToeSegmentation1,Car,TwoLeadECG,DiatomSizeReduction,Coffee,MiddlePhalanxOutlineCorrect,SonyAIBORobotSurface,ECG200,Wine,FaceFour,DistalPhalanxOutlineCorrect,ShapeletSim,BirdChicken,BeetleFly,Herring
ProximalPhalanxTW,Lighting7,50words,WordsSynonyms,MoteStrain,FaceAll,CBF,MedicalImages,InlineSkate,ShapesAll,Ham,synthetic_control,Cricket_X,ScreenType,ItalyPowerDemand,Computers,SonyAIBORobotSurfaceII,Symbols,Cricket_Z,Cricket_Y,OliveOil,RefrigerationDevices,Earthquakes,ECGFiveDays,Lighting2,Strawberry,Gun_Point,LargeKitchenAppliances,Adiac,Worms,ToeSegmentation1,SmallKitchenAppliances,ProximalPhalanxOutlineAgeGroup,SwedishLeaf,MiddlePhalanxTW,Beef,Meat,WormsTwoClass,OSULeaf,Trace,DistalPhalanxTW,TwoLeadECG,Plane,Haptics,ECG200,MiddlePhalanxOutlineAgeGroup,ArrowHead,FISH,SonyAIBORobotSurface,ProximalPhalanxOutlineCorrect,DistalPhalanxOutlineAgeGroup,Car,DiatomSizeReduction,MiddlePhalanxOutlineCorrect,Coffee,Wine,FaceFour,ShapeletSim,DistalPhalanxOutlineCorrect,BirdChicken,BeetleFly,Herring
RefrigerationDevices,Cricket_Y,DistalPhalanxTW,MedicalImages,FaceAll,InlineSkate,ShapesAll,OSULeaf,Lighting2,SwedishLeaf,50words,Adiac,DiatomSizeReduction,Cricket_X,DistalPhalanxOutlineCorrect,FISH,synthetic_control,ToeSegmentation1,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,ProximalPhalanxTW,Cricket_Z,Lighting7,WordsSynonyms,Symbols,CBF,MiddlePhalanxTW,ECGFiveDays,Ham,ItalyPowerDemand,BeetleFly,ProximalPhalanxOutlineAgeGroup,TwoLeadECG,Worms,MiddlePhalanxOutlineCorrect,MoteStrain,ECG200,Earthquakes,SonyAIBORobotSurfaceII,LargeKitchenAppliances,ScreenType,ProximalPhalanxOutlineCorrect,Car,Herring,Plane,SmallKitchenAppliances,Computers,Haptics,SonyAIBORobotSurface,Trace,OliveOil,FaceFour,BirdChicken,Beef,Gun_Point,ShapeletSim,Meat,Strawberry,ArrowHead,WormsTwoClass,Coffee,Wine
ScreenType,Cricket_X,DistalPhalanxTW,ItalyPowerDemand,FaceAll,InlineSkate,ECGFiveDays,ShapesAll,Cricket_Y,Lighting7,ProximalPhalanxTW,DistalPhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,ToeSegmentation1,MoteStrain,MedicalImages,MiddlePhalanxTW,Symbols,50words,ProximalPhalanxOutlineAgeGroup,CBF,MiddlePhalanxOutlineAgeGroup,WordsSynonyms,Cricket_Z,Earthquakes,Ham,MiddlePhalanxOutlineCorrect,SonyAIBORobotSurfaceII,Adiac,Lighting2,synthetic_control,SmallKitchenAppliances,Worms,TwoLeadECG,LargeKitchenAppliances,RefrigerationDevices,ProximalPhalanxOutlineCorrect,SwedishLeaf,OliveOil,ECG200,Computers,OSULeaf,Haptics,SonyAIBORobotSurface,Trace,Beef,Gun_Point,Plane,FISH,Meat,Strawberry,Car,ArrowHead,DiatomSizeReduction,WormsTwoClass,FaceFour,ShapeletSim,Coffee,Wine,BirdChicken,BeetleFly,Herring
ShapeletSim,ShapesAll,Cricket_Z,Cricket_X,Trace,SwedishLeaf,Cricket_Y,Adiac,OSULeaf,synthetic_control,DiatomSizeReduction,SmallKitchenAppliances,MoteStrain,BeetleFly,Worms,Car,BirdChicken,Plane,SonyAIBORobotSurface,InlineSkate,ECG200,SonyAIBORobotSurfaceII,Symbols,ToeSegmentation1,50words,TwoLeadECG,FISH,FaceAll,DistalPhalanxTW,WordsSynonyms,Haptics,LargeKitchenAppliances,ItalyPowerDemand,ECGFiveDays,MedicalImages,RefrigerationDevices,ScreenType,ProximalPhalanxTW,Lighting7,MiddlePhalanxTW,DistalPhalanxOutlineAgeGroup,Herring,FaceFour,Computers,Earthquakes,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,CBF,DistalPhalanxOutlineCorrect,Beef,OliveOil,Ham,MiddlePhalanxOutlineCorrect,Lighting2,ProximalPhalanxOutlineCorrect,ArrowHead,Meat,Gun_Point,Strawberry,WormsTwoClass,Coffee,Wine
ShapesAll,Cricket_Z,Adiac,SwedishLeaf,ToeSegmentation1,SonyAIBORobotSurface,DiatomSizeReduction,Cricket_X,synthetic_control,Plane,ShapeletSim,OSULeaf,Cricket_Y,Worms,ECG200,Car,Symbols,FISH,SonyAIBORobotSurfaceII,InlineSkate,Trace,MedicalImages,SmallKitchenAppliances,50words,MiddlePhalanxTW,MoteStrain,TwoLeadECG,ECGFiveDays,ScreenType,RefrigerationDevices,FaceAll,LargeKitchenAppliances,WordsSynonyms,DistalPhalanxTW,Haptics,ProximalPhalanxTW,ProximalPhalanxOutlineAgeGroup,ItalyPowerDemand,Lighting7,DistalPhalanxOutlineCorrect,Computers,MiddlePhalanxOutlineAgeGroup,Gun_Point,FaceFour,DistalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineCorrect,Ham,CBF,BeetleFly,OliveOil,Earthquakes,MiddlePhalanxOutlineCorrect,BirdChicken,Herring,Lighting2,Beef,Meat,ArrowHead,Strawberry,WormsTwoClass,Coffee,Wine
SmallKitchenAppliances,ECGFiveDays,Cricket_Z,InlineSkate,BeetleFly,Trace,ShapesAll,ItalyPowerDemand,Cricket_X,Symbols,MoteStrain,Cricket_Y,DistalPhalanxTW,TwoLeadECG,Worms,FaceAll,ECG200,ToeSegmentation1,DistalPhalanxOutlineAgeGroup,Adiac,synthetic_control,SonyAIBORobotSurface,MedicalImages,ProximalPhalanxTW,OSULeaf,50words,ShapeletSim,Lighting7,MiddlePhalanxTW,WordsSynonyms,BirdChicken,SonyAIBORobotSurfaceII,DistalPhalanxOutlineCorrect,SwedishLeaf,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,CBF,Ham,Earthquakes,LargeKitchenAppliances,ScreenType,MiddlePhalanxOutlineCorrect,Plane,RefrigerationDevices,Computers,DiatomSizeReduction,Car,Lighting2,Haptics,FISH,ProximalPhalanxOutlineCorrect,OliveOil,Beef,Gun_Point,Meat,FaceFour,Strawberry,WormsTwoClass,Herring,ArrowHead,Coffee,Wine
SonyAIBORobotSurface,ShapesAll,Worms,InlineSkate,ECG200,Symbols,Cricket_Y,OSULeaf,TwoLeadECG,SonyAIBORobotSurfaceII,Cricket_Z,synthetic_control,Cricket_X,Trace,SmallKitchenAppliances,ItalyPowerDemand,ECGFiveDays,ShapeletSim,DistalPhalanxTW,LargeKitchenAppliances,FaceAll,MoteStrain,50words,BeetleFly,Adiac,MedicalImages,ScreenType,WordsSynonyms,RefrigerationDevices,ToeSegmentation1,ProximalPhalanxTW,MiddlePhalanxTW,DistalPhalanxOutlineAgeGroup,Lighting7,BirdChicken,Computers,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,ProximalPhalanxOutlineAgeGroup,SwedishLeaf,CBF,Ham,MiddlePhalanxOutlineCorrect,Earthquakes,Plane,Lighting2,Haptics,DiatomSizeReduction,OliveOil,Car,ProximalPhalanxOutlineCorrect,FISH,Gun_Point,Beef,FaceFour,Strawberry,ArrowHead,Meat,WormsTwoClass,Herring,Coffee,Wine
SonyAIBORobotSurfaceII,ShapesAll,FaceAll,Cricket_Y,MiddlePhalanxOutlineCorrect,synthetic_control,ECG200,Trace,SonyAIBORobotSurface,Cricket_X,ProximalPhalanxTW,MedicalImages,Cricket_Z,Ham,MiddlePhalanxTW,Worms,ShapeletSim,MiddlePhalanxOutlineAgeGroup,InlineSkate,50words,SmallKitchenAppliances,Lighting7,Symbols,DistalPhalanxTW,MoteStrain,ProximalPhalanxOutlineAgeGroup,Adiac,WordsSynonyms,BeetleFly,DistalPhalanxOutlineAgeGroup,TwoLeadECG,OSULeaf,CBF,Earthquakes,BirdChicken,DistalPhalanxOutlineCorrect,LargeKitchenAppliances,Computers,RefrigerationDevices,ToeSegmentation1,ScreenType,ItalyPowerDemand,ECGFiveDays,Lighting2,SwedishLeaf,Plane,ProximalPhalanxOutlineCorrect,DiatomSizeReduction,Car,OliveOil,Haptics,FISH,Beef,Gun_Point,Meat,FaceFour,ArrowHead,Strawberry,WormsTwoClass,Coffee,Wine,Herring
Strawberry,Wine,50words,DistalPhalanxTW,WordsSynonyms,MiddlePhalanxTW,FaceAll,ProximalPhalanxTW,OliveOil,Lighting7,CBF,ShapesAll,Gun_Point,MedicalImages,ProximalPhalanxOutlineAgeGroup,Cricket_Y,Adiac,Worms,Cricket_X,WormsTwoClass,Cricket_Z,ProximalPhalanxOutlineCorrect,Meat,synthetic_control,SwedishLeaf,InlineSkate,Lighting2,MiddlePhalanxOutlineAgeGroup,Beef,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,Symbols,OSULeaf,Haptics,Ham,Trace,Plane,RefrigerationDevices,DistalPhalanxOutlineCorrect,ScreenType,FISH,ArrowHead,LargeKitchenAppliances,SmallKitchenAppliances,Car,SonyAIBORobotSurfaceII,DiatomSizeReduction,Computers,MoteStrain,Coffee,ItalyPowerDemand,ECGFiveDays,FaceFour,ECG200,SonyAIBORobotSurface,Earthquakes,ToeSegmentation1,TwoLeadECG,ShapeletSim,BirdChicken,BeetleFly,Herring
